playerID,prolificID,bonus,exitStepDone,gameID,age,gender,strategy,enjoy,feedback,education,gamefailed
01JH10S4Y17SWZ217M36F3H7M7,63beebaa4c5884797ff00a98,NA,NA,null,NA,NA,NA,NA,NA,NA,NA
01JH0ZDNTCH13XZDTNSGWAN5YP,656f0ce82c0ba5e95ad58a03,1.53,TRUE,01JH0YW898ZZGZ4521HGEPZ2RP,20,Male,type fast,yes I loved the team work,No problems ,high-school,NA
01JH10D3QMW178B4QXDNK94Q9F,5e70bd5480f43a0009625d4c,1.86,TRUE,01JH0YW899PD6KSY7EQWBD7C81,24,male,Giving objects names,Yes it was fun,Enjoyed the study,bachelor,NA
01JH10E3D0Q0NMNS5B6XBMJ0YT,673261aea87e76010a5c969a,NA,NA,null,NA,NA,NA,NA,NA,NA,NA
01JH116VPDXTYT77ZFKS3VZ75G,63316daa57747115376760da,0,TRUE,01JH0ZJAXV43N3BVBHY3X1SS15,54,M,I tried to describe images with common shapes ,The game didn't seem to work correctly,"1. My partner never typed anything or clicked anything.  2.  When it was my turn to select an image, clicking didn't do anything",bachelor,NA
01JH0ZSK9VP35HG27XV96QGK8P,668f0d397de9e8878fa2a5de,1.8,TRUE,01JH0YW899PD6KSY7EQEAXBBBC,36,Male,Identifying special shape,"Yes, new way to communicate",No,master,NA
01JH10DDTS4KZWR7EHX25NV923,62682277645054f5802459b8,NA,NA,null,NA,NA,NA,NA,NA,NA,NA
01JH0YWVP8MYRHJX6GYK4YNCSQ,6537d382e6ef905f0b52d045,1.89,TRUE,01JH0YPC4PQ2SZZT98DCX2XKP3,39,Male,"Two of the shapes had diamonds at the bottom, so they were easy to describe. Some looked like trees, some looked like a snowman. Basically went off of where either the top or bottom was angled and described it as a triangle pointing up/down.","Yes, we were completely on the same page about everything.","No problems, fun.",high-school,NA
01JH0ZFF7ZSP75ZGWGR8492XSG,6641256ffc6a86915f43f994,1.8,TRUE,01JH0YPC4R1XMMR506PW3T899B,23,Female,Describe the image as a familiar object,Yes it was fun ,,bachelor,NA
01JH107JYZEAK7XQVTSFS00GAF,67448b834d264c04298f4f34,NA,NA,null,NA,NA,NA,NA,NA,NA,NA
01JH10SNGJNF2F597FJKR9SY4T,65fa847677db224052b6ae55,0,NA,01JH0ZJAXV43N3BVBHY3X1SS15,NA,NA,NA,NA,NA,NA,NA
01JH17A1DH58WY3B9AYQZV979F,675cc829e17ee68b929dde7d,0,TRUE,01JH16GC95ANF51QB6EYQCMA3V,27,male,good,could have,partner not responding,bachelor,NA
01JH0YY0X9CEPV7QHYCMCK6TDG,5623d483ed6e5a0005c803de,NA,NA,null,NA,NA,NA,NA,NA,NA,NA
01JH0YYB8YNEDQSFMX34EKSY7X,5fd212bbaf3cce26aee4b4c7,1.89,TRUE,01JH0YPC4PQ2SZZT98DCX2XKP3,28,Female,Quickly established a basic description for each shape and used on repeat,Yeah it was a fun game,,bachelor,NA
01JH0ZF8TRM7V47TBA0K2KGSW6,6447b9633f4b280aad385306,1.89,TRUE,01JH0YPC4NS99AQ4RGT50WE76D,34,Female,Looking for specific shapes or description to use,Yes - we developed our own system in describing the images,"At one point, the study froze for a short time",bachelor,NA
01JH0ZSYEGB3N6N98QMWZ5GYV6,677ce02cb68bd4e4857970c5,NA,NA,01JH16GCBB27HDKERGM84NK3KX,NA,NA,NA,NA,NA,NA,NA
01JH103ATD3MNME9CM6W630X24,67503a9fa3fe1ae63963a69e,0,TRUE,01JH0ZW4Q2AHGQD213SFSDFHFH,35,female,No specific strategy other than shape description ,Yah I did,None,master,NA
01JH111GMPACAKDQ8GDBJVKVDQ,65fa847677db224052b6ae55,NA,NA,null,NA,NA,NA,NA,NA,NA,NA
01JH11C1N772KXZD8JSQVDP4M3,6729df0eca5dce904de7476d,NA,NA,null,NA,NA,NA,NA,NA,NA,NA
01JH16KVJCMGRATJ1ENPKHZ8RE,6727707631398e4a8a1ad02a,NA,NA,null,NA,NA,NA,NA,NA,NA,NA
01JH1ADSGMP7TNE7HZPDR19AV3,6753746b1f8827e2bd586bf0,NA,NA,01JH16GCBB27HDKERGM84NK3KX,NA,NA,NA,NA,NA,NA,NA
01JH0YQN8300T39AQ0S74QGWXD,66706c66421d9d62312ca575,NA,NA,01JH16GCBB27HDKERGM84NK3KX,NA,NA,NA,NA,NA,NA,NA
01JH0ZRRSJTRCZ4ZDNZN1NM18J,62da7d3913126d5b2122fc0c,1.5,TRUE,01JH0ZJAXXGE7NR06XJDY2MWKW,35,Male,learning the best description of each others shape and sticking to it for future selection. It became easier as time went on.,"Yes my partner was enjoyable and I felt comfortable with them, because we mostly understood each other.","at first it felt like the game was glitching, but perhaps we were simply selecting the wrong descriptions. ",bachelor,NA
01JH14EHNP0989SWS80XTG93E8,6725e7b41fcf010acfb50097,1.71,TRUE,01JH0ZJAXYW944PXCEPQ45X3TW,28,male,It was mind gaming,yes i did,No comments,master,NA
01JH16KK8D8BYG11R0266FY558,67680e75f87d300e646e6daf,NA,NA,null,NA,NA,NA,NA,NA,NA,NA
01JH16NJ1MECQD0S8DAJ39REQ5,6734b01c33f28e2146fb81a3,0,TRUE,01JH16G2KK12WBJF9J75ZDWEXK,37,M,,,,master,NA
01JH16T46ECRT2DCA0TCK3A9FY,5c071ea87967600001637beb,1.92,TRUE,01JH16G2JGQZGTF3X42GEXBVE1,36,female,I tried to make sure the clues were obvious enough and listened to the partner's clues to repeat back to them to make it easier to understand.,"Yes, it was easy and straight forward to understand them.",none,bachelor,NA
