id,batchID,batchIDLastChangedAt,chat,chatLastChangedAt,correct,correctLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,numTrials,numTrialsLastChangedAt,repNum,repNumLastChangedAt,reps,repsLastChangedAt,response,responseLastChangedAt,stageIndex,stageIndexLastChangedAt,start,startLastChangedAt,tangramURLs,tangramURLsLastChangedAt,target,targetLastChangedAt,targetNum,targetNumLastChangedAt,trialNum,trialNumLastChangedAt
01J03X5AES9G3DV20Z0SF84EK6,01J03X4YXYK0TYRA79BHHZWAX1,2024-06-11T15:02:44.953981645Z,,,,,false,2024-06-11T15:02:44.953981645Z,01J03X4YYSKP64RZB0GYTKGY80,2024-06-11T15:02:44.953981645Z,56,2024-06-11T15:02:44.953981645Z,65,2024-06-11T15:02:44.953981645Z,3,2024-06-11T15:02:44.953981645Z,,,,,1,2024-06-11T15:02:45.685948672Z,false,2024-06-11T15:02:44.953981645Z,"[""/tangrams/2_17.png"",""/tangrams/1_18.png"",""/tangrams/3_16.png"",""/tangrams/0_19.png""]",2024-06-11T15:02:44.953981645Z,/tangrams/2_17.png,2024-06-11T15:02:44.953981645Z,9,2024-06-11T15:02:44.953981645Z,56,2024-06-11T15:02:44.953981645Z
01J03X5AF1T0SD8E8GZVMM9GKR,01J03X4YXYK0TYRA79BHHZWAX1,2024-06-11T15:02:44.961707577Z,,,,,false,2024-06-11T15:02:44.961707577Z,01J03X4YYSKP64RZB0GYTKGY80,2024-06-11T15:02:44.961707577Z,60,2024-06-11T15:02:44.961707577Z,65,2024-06-11T15:02:44.961707577Z,3,2024-06-11T15:02:44.961707577Z,,,,,1,2024-06-11T15:02:45.734939286Z,false,2024-06-11T15:02:44.961707577Z,"[""/tangrams/2_18.png"",""/tangrams/1_17.png"",""/tangrams/3_16.png"",""/tangrams/0_19.png""]",2024-06-11T15:02:44.961707577Z,/tangrams/2_18.png,2024-06-11T15:02:44.961707577Z,13,2024-06-11T15:02:44.961707577Z,60,2024-06-11T15:02:44.961707577Z
01J03X5AF3PHGM68SDF7ZA2239,01J03X4YXYK0TYRA79BHHZWAX1,2024-06-11T15:02:44.963863021Z,,,,,false,2024-06-11T15:02:44.963863021Z,01J03X4YYSKP64RZB0GYTKGY80,2024-06-11T15:02:44.963863021Z,45,2024-06-11T15:02:44.963863021Z,65,2024-06-11T15:02:44.963863021Z,2,2024-06-11T15:02:44.963863021Z,,,,,1,2024-06-11T15:02:45.545950476Z,false,2024-06-11T15:02:44.963863021Z,"[""/tangrams/1_18.png"",""/tangrams/3_19.png"",""/tangrams/0_16.png"",""/tangrams/2_17.png""]",2024-06-11T15:02:44.963863021Z,/tangrams/2_17.png,2024-06-11T15:02:44.963863021Z,14,2024-06-11T15:02:44.963863021Z,45,2024-06-11T15:02:44.963863021Z
01J03X5AEX2D05EMGHFQP86K72,01J03X4YXYK0TYRA79BHHZWAX1,2024-06-11T15:02:44.957237482Z,,,,,false,2024-06-11T15:02:44.957237482Z,01J03X4YYSKP64RZB0GYTKGY80,2024-06-11T15:02:44.957237482Z,55,2024-06-11T15:02:44.957237482Z,65,2024-06-11T15:02:44.957237482Z,3,2024-06-11T15:02:44.957237482Z,,,,,1,2024-06-11T15:02:45.674786181Z,false,2024-06-11T15:02:44.957237482Z,"[""/tangrams/2_16.png"",""/tangrams/1_19.png"",""/tangrams/0_17.png"",""/tangrams/3_18.png""]",2024-06-11T15:02:44.957237482Z,/tangrams/1_19.png,2024-06-11T15:02:44.957237482Z,8,2024-06-11T15:02:44.957237482Z,55,2024-06-11T15:02:44.957237482Z
01J042MPGNTW1CYME8WBX8BMPY,01J040P9Z65A6GDAXM8Q9Y76XR,2024-06-11T16:38:31.701468253Z,"[{""text"":""oops"",""sender"":{""id"":""01J042JANA9P3QE1K69TE0ZT0J"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}},{""text"":""sorry"",""sender"":{""id"":""01J042JANA9P3QE1K69TE0ZT0J"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}},{""text"":""bummer nw haha"",""sender"":{""id"":""01J042JEX1D79G227SPAQTF0SW"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}},{""text"":""ok this one looks like a house with a door at the side but the top is FLAT"",""sender"":{""id"":""01J042JANA9P3QE1K69TE0ZT0J"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}},{""text"":""hahaha"",""sender"":{""id"":""01J042JEX1D79G227SPAQTF0SW"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2024-06-11T16:40:36.082285355Z,true,2024-06-11T16:40:40.014779751Z,true,2024-06-11T16:40:40.007931815Z,01J040PA05WJE07E0XMA3Y2SEY,2024-06-11T16:38:31.701468253Z,3,2024-06-11T16:38:31.701468253Z,33,2024-06-11T16:38:31.701468253Z,0,2024-06-11T16:38:31.701468253Z,2,2024-06-11T16:38:31.701468253Z,/tangrams/2_19.png,2024-06-11T16:40:40.014779751Z,1,2024-06-11T16:38:31.823301655Z,true,2024-06-11T16:40:09.378410718Z,"[""/tangrams/2_19.png"",""/tangrams/2_16.png"",""/tangrams/0_19.png"",""/tangrams/0_16.png""]",2024-06-11T16:38:31.701468253Z,/tangrams/2_19.png,2024-06-11T16:38:31.701468253Z,4,2024-06-11T16:38:31.701468253Z,3,2024-06-11T16:38:31.701468253Z
01J0431D34VGZJYDR2Z1KH55FP,01J0430QZR39AM3HSG6HQT3D8N,2024-06-11T16:45:28.036926611Z,"[{""text"":""flower with no crown. has a flat top. like a X'mas tree upside down"",""sender"":{""id"":""01J04318V1CQ18NDZYS70RXZ42"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2024-06-11T16:59:32.058857619Z,true,2024-06-11T16:59:38.775586901Z,true,2024-06-11T16:59:38.766602677Z,01J0430R0E3M1BVDN8PR15AXGB,2024-06-11T16:45:28.036926611Z,27,2024-06-11T16:45:28.036926611Z,33,2024-06-11T16:45:28.036926611Z,1,2024-06-11T16:45:28.036926611Z,2,2024-06-11T16:45:28.036926611Z,/tangrams/2_16.png,2024-06-11T16:59:38.775586901Z,1,2024-06-11T16:45:28.582422636Z,true,2024-06-11T16:59:02.362407638Z,"[""/tangrams/2_17.png"",""/tangrams/1_17.png"",""/tangrams/2_16.png"",""/tangrams/1_16.png""]",2024-06-11T16:45:28.036926611Z,/tangrams/2_16.png,2024-06-11T16:45:28.036926611Z,12,2024-06-11T16:45:28.036926611Z,27,2024-06-11T16:45:28.036926611Z
01J0431D3RVNENVXPWZXG4XAWZ,01J0430QZR39AM3HSG6HQT3D8N,2024-06-11T16:45:28.056661024Z,"[{""text"":""It looks like the last object, but a hat insead of a crown"",""sender"":{""id"":""01J0431AJ55NGAMMR47B8WWHK4"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2024-06-11T16:51:58.090921101Z,false,2024-06-11T16:52:07.816117247Z,true,2024-06-11T16:52:07.80655863Z,01J0430R0E3M1BVDN8PR15AXGB,2024-06-11T16:45:28.056661024Z,10,2024-06-11T16:45:28.056661024Z,33,2024-06-11T16:45:28.056661024Z,0,2024-06-11T16:45:28.056661024Z,2,2024-06-11T16:45:28.056661024Z,/tangrams/1_18.png,2024-06-11T16:52:07.816117247Z,1,2024-06-11T16:45:28.26004413Z,true,2024-06-11T16:51:37.533933504Z,"[""/tangrams/1_18.png"",""/tangrams/3_18.png"",""/tangrams/3_19.png"",""/tangrams/1_19.png""]",2024-06-11T16:45:28.056661024Z,/tangrams/1_19.png,2024-06-11T16:45:28.056661024Z,11,2024-06-11T16:45:28.056661024Z,10,2024-06-11T16:45:28.056661024Z
01J042NE74KA3Z4VEFJD9BDBSR,01J040P9Z65A6GDAXM8Q9Y76XR,2024-06-11T16:38:55.972747212Z,"[{""text"":""kinda looks like a rose, triangles on top"",""sender"":{""id"":""01J042JB8A2DCYDBAZ3HV9S10D"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2024-06-11T16:48:02.879264234Z,true,2024-06-11T16:48:08.918312947Z,true,2024-06-11T16:48:08.909052858Z,01J040PA014XGMYAEPKN4SPZBD,2024-06-11T16:38:55.972747212Z,15,2024-06-11T16:38:55.972747212Z,33,2024-06-11T16:38:55.972747212Z,0,2024-06-11T16:38:55.972747212Z,2,2024-06-11T16:38:55.972747212Z,/tangrams/3_16.png,2024-06-11T16:48:08.918312947Z,1,2024-06-11T16:38:56.194715448Z,true,2024-06-11T16:47:26.83926861Z,"[""/tangrams/2_17.png"",""/tangrams/3_16.png"",""/tangrams/1_18.png"",""/tangrams/0_19.png""]",2024-06-11T16:38:55.972747212Z,/tangrams/3_16.png,2024-06-11T16:38:55.972747212Z,16,2024-06-11T16:38:55.972747212Z,15,2024-06-11T16:38:55.972747212Z
01J042NN96XHPBMRJQ4J125ZXH,01J040P9Z65A6GDAXM8Q9Y76XR,2024-06-11T16:39:03.207022994Z,"[{""text"":""looks like a bird but with a crown"",""sender"":{""id"":""01J042JG31ZY0FHVVSXGZXFX4T"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2024-06-11T16:41:29.124296007Z,true,2024-06-11T16:41:36.953253531Z,true,2024-06-11T16:41:36.947149674Z,01J040PA014XGMYAEPM0GRRBVR,2024-06-11T16:39:03.207022994Z,4,2024-06-11T16:39:03.207022994Z,33,2024-06-11T16:39:03.207022994Z,0,2024-06-11T16:39:03.207022994Z,2,2024-06-11T16:39:03.207022994Z,/tangrams/3_19.png,2024-06-11T16:41:36.953253531Z,1,2024-06-11T16:39:03.337086688Z,true,2024-06-11T16:41:19.255652415Z,"[""/tangrams/0_19.png"",""/tangrams/3_16.png"",""/tangrams/3_19.png"",""/tangrams/0_16.png""]",2024-06-11T16:39:03.207022994Z,/tangrams/3_19.png,2024-06-11T16:39:03.207022994Z,5,2024-06-11T16:39:03.207022994Z,4,2024-06-11T16:39:03.207022994Z
01J042NE6NS1C85TAT859WXC76,01J040P9Z65A6GDAXM8Q9Y76XR,2024-06-11T16:38:55.957196863Z,"[{""text"":""looks like a mountain with a piece chopped off"",""sender"":{""id"":""01J042JB8A2DCYDBAZ3HV9S10D"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2024-06-11T16:40:45.367727048Z,true,2024-06-11T16:41:02.00453734Z,true,2024-06-11T16:41:01.988337311Z,01J040PA014XGMYAEPKN4SPZBD,2024-06-11T16:38:55.957196863Z,3,2024-06-11T16:38:55.957196863Z,33,2024-06-11T16:38:55.957196863Z,0,2024-06-11T16:38:55.957196863Z,2,2024-06-11T16:38:55.957196863Z,/tangrams/1_19.png,2024-06-11T16:41:02.00453734Z,1,2024-06-11T16:38:56.040269498Z,true,2024-06-11T16:40:19.330615916Z,"[""/tangrams/0_18.png"",""/tangrams/2_17.png"",""/tangrams/1_19.png"",""/tangrams/3_16.png""]",2024-06-11T16:38:55.957196863Z,/tangrams/1_19.png,2024-06-11T16:38:55.957196863Z,4,2024-06-11T16:38:55.957196863Z,3,2024-06-11T16:38:55.957196863Z
01J042NE76G1QBJZ6D9CJ33BME,01J040P9Z65A6GDAXM8Q9Y76XR,2024-06-11T16:38:55.974746965Z,"[{""text"":""big square with 2 rectangles and a triangle chopped off"",""sender"":{""id"":""01J042JT6WPZS3ZND7A7738ZSY"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2024-06-11T16:41:56.246030489Z,false,2024-06-11T16:42:02.155062132Z,true,2024-06-11T16:42:02.14940091Z,01J040PA014XGMYAEPKN4SPZBD,2024-06-11T16:38:55.974746965Z,4,2024-06-11T16:38:55.974746965Z,33,2024-06-11T16:38:55.974746965Z,0,2024-06-11T16:38:55.974746965Z,2,2024-06-11T16:38:55.974746965Z,,2024-06-11T16:42:02.155062132Z,1,2024-06-11T16:38:56.054613766Z,true,2024-06-11T16:41:02.019226889Z,"[""/tangrams/3_17.png"",""/tangrams/2_19.png"",""/tangrams/0_18.png"",""/tangrams/1_16.png""]",2024-06-11T16:38:55.974746965Z,/tangrams/0_18.png,2024-06-11T16:38:55.974746965Z,5,2024-06-11T16:38:55.974746965Z,4,2024-06-11T16:38:55.974746965Z
01J042NN6FW08TTQ7Y18K39DGA,01J040P9Z65A6GDAXM8Q9Y76XR,2024-06-11T16:39:03.11907843Z,"[{""text"":""castle head (not bird)"",""sender"":{""id"":""01J042JFC6MZHDYQMJ4GQ0WG6E"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2024-06-11T16:50:45.649781988Z,true,2024-06-11T16:50:50.390239876Z,true,2024-06-11T16:50:50.377909698Z,01J040PA014XGMYAEPM0GRRBVR,2024-06-11T16:39:03.11907843Z,29,2024-06-11T16:39:03.11907843Z,33,2024-06-11T16:39:03.11907843Z,1,2024-06-11T16:39:03.11907843Z,2,2024-06-11T16:39:03.11907843Z,/tangrams/0_17.png,2024-06-11T16:50:50.390239876Z,1,2024-06-11T16:39:03.858713568Z,true,2024-06-11T16:50:35.595362918Z,"[""/tangrams/2_19.png"",""/tangrams/0_17.png"",""/tangrams/2_17.png"",""/tangrams/0_19.png""]",2024-06-11T16:39:03.11907843Z,/tangrams/0_17.png,2024-06-11T16:39:03.11907843Z,14,2024-06-11T16:39:03.11907843Z,29,2024-06-11T16:39:03.11907843Z
01J042RGXQA1DWX004KPWZ8P3Y,01J040P9Z65A6GDAXM8Q9Y76XR,2024-06-11T16:40:37.047102146Z,,,false,2024-06-11T16:44:40.126314301Z,true,2024-06-11T16:44:40.114755948Z,01J040PA04TYSXY3APSH6W68K0,2024-06-11T16:40:37.047102146Z,3,2024-06-11T16:40:37.047102146Z,33,2024-06-11T16:40:37.047102146Z,0,2024-06-11T16:40:37.047102146Z,2,2024-06-11T16:40:37.047102146Z,,2024-06-11T16:44:40.126314301Z,1,2024-06-11T16:40:37.245545694Z,true,2024-06-11T16:43:40.011302445Z,"[""/tangrams/0_16.png"",""/tangrams/6_22.png"",""/tangrams/12_28.png"",""/tangrams/11_27.png""]",2024-06-11T16:40:37.047102146Z,/tangrams/11_27.png,2024-06-11T16:40:37.047102146Z,4,2024-06-11T16:40:37.047102146Z,3,2024-06-11T16:40:37.047102146Z
01J03X5AEEW810KCPGX3V618A4,01J03X4YXYK0TYRA79BHHZWAX1,2024-06-11T15:02:44.94242712Z,,,,,false,2024-06-11T15:02:44.94242712Z,01J03X4YYSKP64RZB0GYTKGY80,2024-06-11T15:02:44.94242712Z,33,2024-06-11T15:02:44.94242712Z,65,2024-06-11T15:02:44.94242712Z,2,2024-06-11T15:02:44.94242712Z,,,,,1,2024-06-11T15:02:45.427281709Z,false,2024-06-11T15:02:44.94242712Z,"[""/tangrams/0_19.png"",""/tangrams/2_17.png"",""/tangrams/3_16.png"",""/tangrams/1_18.png""]",2024-06-11T15:02:44.94242712Z,/tangrams/3_16.png,2024-06-11T15:02:44.94242712Z,2,2024-06-11T15:02:44.94242712Z,33,2024-06-11T15:02:44.94242712Z
01J03X5AEGST7VHPTBJ0YJWXT4,01J03X4YXYK0TYRA79BHHZWAX1,2024-06-11T15:02:44.944253092Z,,,,,false,2024-06-11T15:02:44.944253092Z,01J03X4YYSKP64RZB0GYTKGY80,2024-06-11T15:02:44.944253092Z,38,2024-06-11T15:02:44.944253092Z,65,2024-06-11T15:02:44.944253092Z,2,2024-06-11T15:02:44.944253092Z,,,,,1,2024-06-11T15:02:45.480823561Z,false,2024-06-11T15:02:44.944253092Z,"[""/tangrams/2_17.png"",""/tangrams/3_16.png"",""/tangrams/0_18.png"",""/tangrams/1_19.png""]",2024-06-11T15:02:44.944253092Z,/tangrams/0_18.png,2024-06-11T15:02:44.944253092Z,7,2024-06-11T15:02:44.944253092Z,38,2024-06-11T15:02:44.944253092Z
