roundID,gameID,trialNum,playerID,text,director_msg
01M14TWRS4E5RBV310QEJVNYXT,01M14SGHSZFM9JBEJ22KKAENMP,41,01M14TB49R9EXHJJTJ0T86KJ84,"two rectangles at the bottom, cut off points at the side, diagonal shape at the top",TRUE
01M14TWRSG1AVY3Y1597A39QTF,01M14SGHSZFM9JBEJ22KKAENMP,28,01M14TNNG989SSWD0DKW0RVGNH,Rectangle over the diagonal L shape,TRUE
01M14TWRVSM7W98MFG9CMNB4A5,01M14SGHSZFM9JBEJ22KKAENMP,11,01M14TB49R9EXHJJTJ0T86KJ84,a V sign at the top with a cube shape in the middle and a triangle at the bottom,TRUE
01M14TWRW75MBS2ZJ5D3R3KZFD,01M14SGHSZFM9JBEJ22KKAENMP,7,01M14TNNG989SSWD0DKW0RVGNH,Description of the selected item,FALSE
01M14TWRW75MBS2ZJ5D3R3KZFD,01M14SGHSZFM9JBEJ22KKAENMP,7,01M14TB49R9EXHJJTJ0T86KJ84,it is the second largest shape and has two rectangles stacked on top. it does not look like a bird,TRUE
01M14TWRW75MBS2ZJ5D3R3KZFD,01M14SGHSZFM9JBEJ22KKAENMP,7,01M14TNNG989SSWD0DKW0RVGNH,what else?,FALSE
01M14TP6PZS8YT0FTHZ32NCP2K,01M14SGHT1R1T89RW3KEBWKX4S,20,01M14TDEA04KFX2ZPQMKS3Y9DB,This shape is like a big triangle with a point on the top right. There is another small triangle that is pointing up,TRUE
01M14TSZ0RG898TE7Y66E0VFVN,01M14SGHT011RS3K43GJ2H3XM3,1,01M14TK5TJHPMJ8EVNSFSWK56R,it's got like a square bottom left with a wide rectangle above it and then like a hen type thing above that.,TRUE
01M14TSZ1WJD767VRF0M1C0Z8C,01M14SGHT011RS3K43GJ2H3XM3,7,01M14TK5TJHPMJ8EVNSFSWK56R,floating rectangle on top again,TRUE
01M14TSZ3TQAS3MR7MTPNWQTWG,01M14SGHT011RS3K43GJ2H3XM3,15,01M14TK5TJHPMJ8EVNSFSWK56R,offset rectangle at bottom. then wider rectangle above that then there's the banana thing on top,TRUE
01M14TWRSSRCMDNWK6115EZ1HJ,01M14SGHSZFM9JBEJ22KKAENMP,45,01M14TB49R9EXHJJTJ0T86KJ84,inverted white triangle without the bat signal,TRUE
01M14TP6Q6259MHHH2DX1W1BD6,01M14SGHT1R1T89RW3KEBWKX4S,45,01M14T36DFG88TQ0ZWSNKRAPJ2,like t-shirt,TRUE
01M14TSZ46ECEZ22E481S09DFR,01M14SGHT011RS3K43GJ2H3XM3,21,01M14TK5TJHPMJ8EVNSFSWK56R,banana thing on top,TRUE
01M14TWRRHTNJMEBZCQMVPXWN8,01M14SGHSZFM9JBEJ22KKAENMP,35,01M14TB49R9EXHJJTJ0T86KJ84,"two rectangles at the bottom, cut off points at the side, diagonal shape at the top",TRUE
01M14TSZ3X6GGSKZ67Z2SASX1G,01M14SGHT011RS3K43GJ2H3XM3,47,01M14TK5TJHPMJ8EVNSFSWK56R,thank u !,TRUE
01M14TSZ3X6GGSKZ67Z2SASX1G,01M14SGHT011RS3K43GJ2H3XM3,47,01M14TK5TJHPMJ8EVNSFSWK56R,it's offset rectangle at bottom,TRUE
01M14TSZ3M0AWVPMKHH60PT2FD,01M14SGHT011RS3K43GJ2H3XM3,45,01M14TK5TJHPMJ8EVNSFSWK56R,square bottom left,TRUE
01M14TSZ6J3BRASYVGVZD4R2AT,01M14SGHT011RS3K43GJ2H3XM3,31,01M14TK5TJHPMJ8EVNSFSWK56R,spaceship thing on bottom,TRUE
01M14TWRRWWZQW6EXVKJ17B8TF,01M14SGHSZFM9JBEJ22KKAENMP,43,01M14TB49R9EXHJJTJ0T86KJ84,white inverted triangle on top of bat signal,TRUE
01M14TWRVF77KBEK97KPHEVGF1,01M14SGHSZFM9JBEJ22KKAENMP,12,01M14TNNG989SSWD0DKW0RVGNH,"A selection without the following:
No L-shaped
No Bird
Not the man standing upon a bat sign",TRUE
01M14TWRVF77KBEK97KPHEVGF1,01M14SGHSZFM9JBEJ22KKAENMP,12,01M14TNNG989SSWD0DKW0RVGNH,anything without the above is the selection,TRUE
01M14TWRWBJWK0NMX7VHYA4PBX,01M14SGHSZFM9JBEJ22KKAENMP,5,01M14TNNG989SSWD0DKW0RVGNH,describe the selection,FALSE
01M14TWRWBJWK0NMX7VHYA4PBX,01M14SGHSZFM9JBEJ22KKAENMP,5,01M14TB49R9EXHJJTJ0T86KJ84,it looks like a man with wings with no point standing on a see saw,TRUE
01M14TP6Q323WZSYGDN68BBEPD,01M14SGHT1R1T89RW3KEBWKX4S,18,01M14TDEA04KFX2ZPQMKS3Y9DB,This shape is kind of shaped like a candlestick holder. It has the triangle on the bottom and a rectangle above it,TRUE
01M14TP6Q323WZSYGDN68BBEPD,01M14SGHT1R1T89RW3KEBWKX4S,18,01M14TDEA04KFX2ZPQMKS3Y9DB,"At the very top, there is another rectangle",TRUE
01M14TWRREQ42J714YTVZQZB6J,01M14SGHSZFM9JBEJ22KKAENMP,36,01M14TNNG989SSWD0DKW0RVGNH,Bird sitting over the diagonal L shaped,TRUE
01M14TWRSD3S49YD8GVRCJQXWS,01M14SGHSZFM9JBEJ22KKAENMP,32,01M14TNNG989SSWD0DKW0RVGNH,looks like an elephant trunk,TRUE
01M14TWRSD3S49YD8GVRCJQXWS,01M14SGHSZFM9JBEJ22KKAENMP,32,01M14TNNG989SSWD0DKW0RVGNH,"no rectangle over the L shaped, No chcikecn over the cup",TRUE
01M14TSZ3PNF5GV4SPV95E9KGZ,01M14SGHT011RS3K43GJ2H3XM3,14,01M14TNZR32DDYDVE7ADVHXW77,"Symmetrical, small triangle at the bottom, wide in the middle",TRUE
01M14TSZ4FVPEN7Y84TYNNW08J,01M14SGHT011RS3K43GJ2H3XM3,26,01M14TNZR32DDYDVE7ADVHXW77,Floating rectangle on top,TRUE
01M14TSZ43XNJHCE2SS45JXDX5,01M14SGHT011RS3K43GJ2H3XM3,19,01M14TK5TJHPMJ8EVNSFSWK56R,square in bottom left with rectangle above that then a trapezium above that facing up then trapezium above that facing down,TRUE
01M14TSZ4DEABWMZHVN3M98X6V,01M14SGHT011RS3K43GJ2H3XM3,25,01M14TK5TJHPMJ8EVNSFSWK56R,"triangle facing up at bottom merging into triangle facing down

then trapezium above that with two slanted squares  on top",TRUE
01M14TSZ3CMFNXT539RSV2X1E1,01M14SGHT011RS3K43GJ2H3XM3,6,01M14TNZR32DDYDVE7ADVHXW77,Floating rectangle on top,TRUE
01M14TP6QBNC4S7C4KNEERGAM1,01M14SGHT1R1T89RW3KEBWKX4S,41,01M14T36DFG88TQ0ZWSNKRAPJ2,looks like a oval with pyramid at the bottom,TRUE
01M14TSZ74N94VBS5YEK9MCC0Z,01M14SGHT011RS3K43GJ2H3XM3,36,01M14TNZR32DDYDVE7ADVHXW77,Banana thing on top,TRUE
01M14TWRR893SE23W0Q8TPZ35Y,01M14SGHSZFM9JBEJ22KKAENMP,39,01M14TB49R9EXHJJTJ0T86KJ84,rectangle on top of the L shape,TRUE
01M14TWRRKB9W8MGZ1H0TZY05A,01M14SGHSZFM9JBEJ22KKAENMP,34,01M14TNNG989SSWD0DKW0RVGNH,Chicken sitting over the L shaped,TRUE
01M14TWRSWCJDEGDKXFT8W4WWX,01M14SGHSZFM9JBEJ22KKAENMP,31,01M14TB49R9EXHJJTJ0T86KJ84,"inverted white trinagle at top, two stacked rectangles at the bottom. points on the side",TRUE
01M14TWRV9CM0V9P8XJ9HC8CF1,01M14SGHSZFM9JBEJ22KKAENMP,16,01M14TNNG989SSWD0DKW0RVGNH,"bird place above the hat, not the cup",TRUE
01M14TP6QBNC4S7C4KM6CZWPNH,01M14SGHT1R1T89RW3KEBWKX4S,8,01M14TDEA04KFX2ZPQMKS3Y9DB,This one looks like a big decorative vase,TRUE
01M14TSZ7J9FF6G9Y1MCPZYEZ9,01M14SGHT011RS3K43GJ2H3XM3,40,01M14TNZR32DDYDVE7ADVHXW77,Ship thing on bottom,TRUE
01M14TWRSPPXCZBWQQK87AT845,01M14SGHSZFM9JBEJ22KKAENMP,23,01M14TB49R9EXHJJTJ0T86KJ84,chicken on cup,TRUE
01M14TWRTNV4S2QVAP992D4NGZ,01M14SGHSZFM9JBEJ22KKAENMP,17,01M14TB49R9EXHJJTJ0T86KJ84,"its the large shape with the points at the side, not the ones where they are cut off",TRUE
01M14TWRTNV4S2QVAP992D4NGZ,01M14SGHSZFM9JBEJ22KKAENMP,17,01M14TNNG989SSWD0DKW0RVGNH,more details pls,FALSE
01M14TSZ15NT04C3CC36HVAJWB,01M14SGHT011RS3K43GJ2H3XM3,3,01M14TK5TJHPMJ8EVNSFSWK56R,"it's got like a weird ship type thing on the bottom. like imagine a rectangle with no bottom left or right corner and the centre middle cut out.

then above that there's like a rectangle with a triangle cut out the bottom centre.

then above that a trapezium with two slanted square diamond type things above it",TRUE
01M14TSZ15NT04C3CC36HVAJWB,01M14SGHT011RS3K43GJ2H3XM3,3,01M14TK5TJHPMJ8EVNSFSWK56R,sorry it took so long !,TRUE
01M14TP6QJVBF127P9TRQ5BF0K,01M14SGHT1R1T89RW3KEBWKX4S,7,01M14T36DFG88TQ0ZWSNKRAPJ2,three mountain peaks with a large triangle on the right side,TRUE
01M14TSZ0VP37VY8FH0TNG9DZ9,01M14SGHT011RS3K43GJ2H3XM3,4,01M14TK5TJHPMJ8EVNSFSWK56R,legend,FALSE
01M14TSZ0VP37VY8FH0TNG9DZ9,01M14SGHT011RS3K43GJ2H3XM3,4,01M14TNZR32DDYDVE7ADVHXW77,"A symmetrical looking base piece, almost like a vase made of two triangles. On top is a thing that's kind of banana shaped with a pointy part",TRUE
01M14TWRTJ4ACHZSAKG5EPMNGD,01M14SGHSZFM9JBEJ22KKAENMP,19,01M14TB49R9EXHJJTJ0T86KJ84,"white triangle at the top, object standing on bat signal",TRUE
01M14TP6QEMA5NVKG3X7MZ876E,01M14SGHT1R1T89RW3KEBWKX4S,13,01M14T36DFG88TQ0ZWSNKRAPJ2,bird hovering over a curved boat base,TRUE
01M14TP6V94P74N4TTTQ4G3DY9,01M14SGHT1R1T89RW3KEBWKX4S,34,01M14TDEA04KFX2ZPQMKS3Y9DB,This one looks like a building that has pillars on the bottom. And there is a triangle on top of it that points to the left,TRUE
01M14TWRR6R3WF4C83MJSXDB1E,01M14SGHSZFM9JBEJ22KKAENMP,40,01M14TNNG989SSWD0DKW0RVGNH,Rectangle over the cup,TRUE
01M14TWRVAG8EQNBTRAA06GS5A,01M14SGHSZFM9JBEJ22KKAENMP,15,01M14TB49R9EXHJJTJ0T86KJ84,it like a very large L shape with two diagonal shapes at the top,TRUE
01M14TWRW91SD6JHZ989HPZ1N3,01M14SGHSZFM9JBEJ22KKAENMP,6,01M14TNNG989SSWD0DKW0RVGNH,a rectangle above the L shaped,TRUE
01M14TP6NDKT5E5EH3XSBE7ANT,01M14SGHT1R1T89RW3KEBWKX4S,1,01M14TDEA04KFX2ZPQMKS3Y9DB,What does it look like to you?,FALSE
01M14TSZ5DEJRVVSGGRKS0JW6A,01M14SGHT011RS3K43GJ2H3XM3,17,01M14TK5TJHPMJ8EVNSFSWK56R,"ship type thing at bottom (rectangle with no bottom left or right corners and centre middle rectangle cut out)

then above that weird rectangle with triangle cut out in centre bottom

then trapezium above that with two slanted squares above that",TRUE
01M14TSZ78BP97M5CAP5ET347N,01M14SGHT011RS3K43GJ2H3XM3,37,01M14TK5TJHPMJ8EVNSFSWK56R,square bottom left,TRUE
01M14TSZ4GPEMHCTEDHTBD3DE4,01M14SGHT011RS3K43GJ2H3XM3,27,01M14TK5TJHPMJ8EVNSFSWK56R,floating rectangle,TRUE
01M14TSZ3YV5TWVFZEGCP4GG59,01M14SGHT011RS3K43GJ2H3XM3,16,01M14TNZR32DDYDVE7ADVHXW77,Floating rectangle,TRUE
01M14TSZ48YZ78F5CXKTC3ZJCY,01M14SGHT011RS3K43GJ2H3XM3,22,01M14TNZR32DDYDVE7ADVHXW77,Ship thing on bottom,TRUE
01M14TP6NDKT5E5EH3Z06FHMNC,01M14SGHT1R1T89RW3KEBWKX4S,0,01M14TDEA04KFX2ZPQMKS3Y9DB,This shape looks like a v neck dress with an extra rectangle hanging down on the left,TRUE
01M14TP6VPGEHXT2673JE596PK,01M14SGHT1R1T89RW3KEBWKX4S,31,01M14T36DFG88TQ0ZWSNKRAPJ2,like candle stick holder,TRUE
01M14TP6VSN5Y8B4K2SADF8B8S,01M14SGHT1R1T89RW3KEBWKX4S,29,01M14T36DFG88TQ0ZWSNKRAPJ2,like t-shirt,TRUE
01M14TSZ44D3G9MZGHP0QN69GJ,01M14SGHT011RS3K43GJ2H3XM3,20,01M14TNZR32DDYDVE7ADVHXW77,Banana thing on top,TRUE
01M14TWRRSK820C2J1GFY6QA1Y,01M14SGHSZFM9JBEJ22KKAENMP,44,01M14TNNG989SSWD0DKW0RVGNH,Inverse White triangle without the bat signal,TRUE
01M14TWRVEG6QNMP1XGG587ZQA,01M14SGHSZFM9JBEJ22KKAENMP,13,01M14TB49R9EXHJJTJ0T86KJ84,"a rectangle suspended above a cup shape, not an L",TRUE
01M14TP6Q90EEGWWKV5T3BCK6F,01M14SGHT1R1T89RW3KEBWKX4S,10,01M14TDEA04KFX2ZPQMKS3Y9DB,This one has a flat square base. It kind of looks like a bird is sitting on the square,TRUE
01M14TWRR9YE7R8H7ET6MWXFFZ,01M14SGHSZFM9JBEJ22KKAENMP,38,01M14TNNG989SSWD0DKW0RVGNH,Elephant trunk shaped,TRUE
01M14TP6Q6259MHHH2CHQQ5PFT,01M14SGHT1R1T89RW3KEBWKX4S,16,01M14TDEA04KFX2ZPQMKS3Y9DB,"This one has a triangle on the bottom ( pointed to the right) and on top of it, looks like a rocket pointed to the left",TRUE
01M14TP6QAHCFWZTH5GJA5GC32,01M14SGHT1R1T89RW3KEBWKX4S,43,01M14T36DFG88TQ0ZWSNKRAPJ2,it has trapezium cutout at the middle,TRUE
01M14TP6R4TYR4E15Q8AE3WMJ8,01M14SGHT1R1T89RW3KEBWKX4S,36,01M14TDEA04KFX2ZPQMKS3Y9DB,It is the v neck dress with a rectangle that hangs down at the bottom on the left,TRUE
01M14TP6RD6YVGYTP6MTBVZX68,01M14SGHT1R1T89RW3KEBWKX4S,9,01M14T36DFG88TQ0ZWSNKRAPJ2,house shape with large triangle wedge cutout on the right,TRUE
01M14TSZ3ZDWKQKPH2HPAAJDH6,01M14SGHT011RS3K43GJ2H3XM3,42,01M14TNZR32DDYDVE7ADVHXW77,"Symmetrical, trapezoid bottom, offset squares on top",TRUE
01M14TSZ4B32D263FYNZF7GTJD,01M14SGHT011RS3K43GJ2H3XM3,24,01M14TNZR32DDYDVE7ADVHXW77,Floating rectangle on top,TRUE
01M14TSZ65K4MTKZYP0J6DVV1K,01M14SGHT011RS3K43GJ2H3XM3,28,01M14TNZR32DDYDVE7ADVHXW77,Offset rectangle on bottom,TRUE
01M14TP6Q4N3K4J0ZS2HJT7EQK,01M14SGHT1R1T89RW3KEBWKX4S,17,01M14T36DFG88TQ0ZWSNKRAPJ2,decorative vase,TRUE
01M14TWRS89VKX9G6Y29ZRE3YQ,01M14SGHSZFM9JBEJ22KKAENMP,30,01M14TNNG989SSWD0DKW0RVGNH,Chicken over the inverted hat,TRUE
01M14TP6QNDFYQCANAWT5KWJR8,01M14SGHT1R1T89RW3KEBWKX4S,5,01M14T36DFG88TQ0ZWSNKRAPJ2,bird hovering over a curved boat base,TRUE
01M14TWRVCMA9572N913N3PRN4,01M14SGHSZFM9JBEJ22KKAENMP,14,01M14TNNG989SSWD0DKW0RVGNH,"A rectangle at top, A bird beneth it, and A batman sign at the bottom, the one with three items on a display",TRUE
01M14TWRW218AG9KD2V09N524F,01M14SGHSZFM9JBEJ22KKAENMP,8,01M14TNNG989SSWD0DKW0RVGNH,a rectangle above the cup,TRUE
01M14TP6QDANKRBA7RPDW8A5W3,01M14SGHT1R1T89RW3KEBWKX4S,14,01M14TDEA04KFX2ZPQMKS3Y9DB,"This one looks like a building with pillars on the bottom. And there is a triable on the top, pointing to the left",TRUE
01M14TP6QDANKRBA7RPDW8A5W3,01M14SGHT1R1T89RW3KEBWKX4S,14,01M14TDEA04KFX2ZPQMKS3Y9DB,triangle*,TRUE
01M14TSZ72XHX5Y5SEWNDRS5B6,01M14SGHT011RS3K43GJ2H3XM3,35,01M14TK5TJHPMJ8EVNSFSWK56R,square bottom left with rectangle above that and then banana thing on top,TRUE
01M14TSZ0ZRTYPF4DBKHK05ZB8,01M14SGHT011RS3K43GJ2H3XM3,2,01M14TK5TJHPMJ8EVNSFSWK56R,well done !,FALSE
01M14TSZ0ZRTYPF4DBKHK05ZB8,01M14SGHT011RS3K43GJ2H3XM3,2,01M14TNZR32DDYDVE7ADVHXW77,"Rectangle on top, symmetrical, kind of a trophy looking thing below it",TRUE
01M14TSZ0ZRTYPF4DBKHK05ZB8,01M14SGHT011RS3K43GJ2H3XM3,2,01M14TK5TJHPMJ8EVNSFSWK56R,thanks !,FALSE
01M14TP6RKTAXD5ZPCG99KE653,01M14SGHT1R1T89RW3KEBWKX4S,2,01M14TDEA04KFX2ZPQMKS3Y9DB,"This shape is sitting on an upside down traingle on the bottom, then a rectangle",TRUE
01M14TP6RKTAXD5ZPCG99KE653,01M14SGHT1R1T89RW3KEBWKX4S,2,01M14TDEA04KFX2ZPQMKS3Y9DB,There is like another rectangle at the very top of it to the right,TRUE
01M14TWRSK5A1QHQE3MHXQRZDQ,01M14SGHSZFM9JBEJ22KKAENMP,26,01M14TNNG989SSWD0DKW0RVGNH,"Inverse White triangle, Vase shaped body, Triangle at the bottom",TRUE
01M14TP6Q4N3K4J0ZS151R2TAY,01M14SGHT1R1T89RW3KEBWKX4S,47,01M14T36DFG88TQ0ZWSNKRAPJ2,looks like a 3 pillar hold something,TRUE
01M14TWRSC8Z483TR5ZCVDSFVK,01M14SGHSZFM9JBEJ22KKAENMP,29,01M14TB49R9EXHJJTJ0T86KJ84,chicken on cup,TRUE
01M14TWRSN5N9P90X6BECE70YX,01M14SGHSZFM9JBEJ22KKAENMP,24,01M14TNNG989SSWD0DKW0RVGNH,"white inverse triangle, on a batman sign",TRUE
01M14TWRVWCD29X9KVH3M9DJHZ,01M14SGHSZFM9JBEJ22KKAENMP,10,01M14TNNG989SSWD0DKW0RVGNH,"A man standing above the batman sign, sharp V color in the center, the bat sign is at the bottom",TRUE
01M14TWRXC3RGNAXY1Z36K0C83,01M14SGHSZFM9JBEJ22KKAENMP,2,01M14TNNG989SSWD0DKW0RVGNH,looks like a bird under the rectangle and above a bat sign,TRUE
01M14TP6QEMA5NVKG3W9KMP9WR,01M14SGHT1R1T89RW3KEBWKX4S,42,01M14TDEA04KFX2ZPQMKS3Y9DB,"This is the one that has a big triangle on the bottom, pointed to the right. then it looks like a rocket sitting on top of it (points to the left)",TRUE
01M14TP6R28GH719XW2EMCMD01,01M14SGHT1R1T89RW3KEBWKX4S,38,01M14TDEA04KFX2ZPQMKS3Y9DB,It has a square bottom. It looks like a bird is sitting on the square,TRUE
01M14TP6R28GH719XW2EMCMD01,01M14SGHT1R1T89RW3KEBWKX4S,38,01M14TDEA04KFX2ZPQMKS3Y9DB,Like a duck,TRUE
01M14TSZ0Q3EQTY1E9K17ZGPY3,01M14SGHT011RS3K43GJ2H3XM3,0,01M14TNZR32DDYDVE7ADVHXW77,It's the symmetrical one that kind of looks like a vase,TRUE
01M14TSZ1TR1FN2TP9AANEP1K3,01M14SGHT011RS3K43GJ2H3XM3,9,01M14TK5TJHPMJ8EVNSFSWK56R,square in the bottom left with a rectangle above it with a trapezium facing up ontop of that and then a trapezium facing downwards ontop of that,TRUE
01M14TP6Q2SGNN2GTBH4R1XWM6,01M14SGHT1R1T89RW3KEBWKX4S,19,01M14T36DFG88TQ0ZWSNKRAPJ2,interlocking block with flat bottom,TRUE
01M14TP6PMXAFQFMT99JTGF3P3,01M14SGHT1R1T89RW3KEBWKX4S,25,01M14T36DFG88TQ0ZWSNKRAPJ2,looks like a triumphant,TRUE
01M14TP6PQVH9J18KMYR3H5XKP,01M14SGHT1R1T89RW3KEBWKX4S,22,01M14TDEA04KFX2ZPQMKS3Y9DB,This one is shaped kind of a like a t-shirt. There is another rectangle floating above it,TRUE
01M14TP6QFQFP1YW31HBPYWMHZ,01M14SGHT1R1T89RW3KEBWKX4S,12,01M14TDEA04KFX2ZPQMKS3Y9DB,This one looks like a v neck dress with a rectangle hanging down on the left,TRUE
01M14TP6R3CZ2E6K38MDM78Y0Y,01M14SGHT1R1T89RW3KEBWKX4S,37,01M14T36DFG88TQ0ZWSNKRAPJ2,like a candle stick,TRUE
01M14TP6RA6YG3H64Q8DJ7WV9B,01M14SGHT1R1T89RW3KEBWKX4S,15,01M14T36DFG88TQ0ZWSNKRAPJ2,this look like a whale tail over an upward arrow,TRUE
01M14TSZ19B6AK9CYAZZMCZFZK,01M14SGHT011RS3K43GJ2H3XM3,5,01M14TK5TJHPMJ8EVNSFSWK56R,"on the bottom it's the same ship type thing as before with a rectangle with no bottom left or right corners and then a gap in the centre middle. then like a rectangle with a triangle cut out above it. 

then there's a wider rectangle above that with a trapezium facing upwards ontop and a trapezium facing downwards ontop of that merged into it.",TRUE
01M14TSZ3JDDQNR59PDZB3YYDP,01M14SGHT011RS3K43GJ2H3XM3,44,01M14TNZR32DDYDVE7ADVHXW77,Ship thing bottom again,TRUE
01M14TWRVZFC8YBNRTF4BK4QF0,01M14SGHSZFM9JBEJ22KKAENMP,9,01M14TB49R9EXHJJTJ0T86KJ84,like a bird sitting on an L shape,TRUE
01M14TWRWE7ZQDSNZ7WGBEXH80,01M14SGHSZFM9JBEJ22KKAENMP,3,01M14TNNG989SSWD0DKW0RVGNH,describe the selection,FALSE
01M14TWRWE7ZQDSNZ7WGBEXH80,01M14SGHSZFM9JBEJ22KKAENMP,3,01M14TB49R9EXHJJTJ0T86KJ84,it looks a Y shape at the top and has sharp angles and rectangles at the bottom,TRUE
01M14TSZ41YC894SXRSPSC925E,01M14SGHT011RS3K43GJ2H3XM3,18,01M14TNZR32DDYDVE7ADVHXW77,Offset rectangle at the bottom,TRUE
01M14TSZ3H9PSW4731RB9ZM86N,01M14SGHT011RS3K43GJ2H3XM3,43,01M14TK5TJHPMJ8EVNSFSWK56R,spaceship thing at the bottom,TRUE
01M14TSZ3N38BTRN9N6RDKKNJ2,01M14SGHT011RS3K43GJ2H3XM3,46,01M14TNZR32DDYDVE7ADVHXW77,FLoating rectangle on top,TRUE
01M14TSZ3N38BTRN9N6RDKKNJ2,01M14SGHT011RS3K43GJ2H3XM3,46,01M14TK5TJHPMJ8EVNSFSWK56R,really good stuff well done thank u !,FALSE
01M14TSZ3N38BTRN9N6RDKKNJ2,01M14SGHT011RS3K43GJ2H3XM3,46,01M14TNZR32DDYDVE7ADVHXW77,Same to you,TRUE
01M14TSZ4AB0BHN57TAB63DV1F,01M14SGHT011RS3K43GJ2H3XM3,23,01M14TK5TJHPMJ8EVNSFSWK56R,offset rectangle at bottom,TRUE
01M14TSZ7BAKWM1540P6WB9HWA,01M14SGHT011RS3K43GJ2H3XM3,38,01M14TNZR32DDYDVE7ADVHXW77,Offset rectangle bottom,TRUE
01M14TWRQYFTCH0S3KHDVM7Y49,01M14SGHSZFM9JBEJ22KKAENMP,0,01M14TNNG989SSWD0DKW0RVGNH,hi,TRUE
01M14TWRQYFTCH0S3KHDVM7Y49,01M14SGHSZFM9JBEJ22KKAENMP,0,01M14TB49R9EXHJJTJ0T86KJ84,hey,FALSE
01M14TWRQYFTCH0S3KHDVM7Y49,01M14SGHSZFM9JBEJ22KKAENMP,0,01M14TNNG989SSWD0DKW0RVGNH,what does this shape looks like?,TRUE
01M14TWRQYFTCH0S3KHDVM7Y49,01M14SGHSZFM9JBEJ22KKAENMP,0,01M14TB49R9EXHJJTJ0T86KJ84,"im the matcher, you have to describe the shape.",FALSE
01M14TWRQYFTCH0S3KHDVM7Y49,01M14SGHSZFM9JBEJ22KKAENMP,0,01M14TNNG989SSWD0DKW0RVGNH,looks like an elephant,TRUE
01M14TWRS1B0EGD0GY1P4BSTAS,01M14SGHSZFM9JBEJ22KKAENMP,42,01M14TNNG989SSWD0DKW0RVGNH,Chicken over the cup,TRUE
