id,batchID,batchIDLastChangedAt,chat,chatLastChangedAt,chatTimestamps,chatTimestampsLastChangedAt,clickBlockedAt,clickBlockedAtLastChangedAt,correct,correctLastChangedAt,director,directorLastChangedAt,displayLabels,displayLabelsLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,justStarted,justStartedLastChangedAt,matcher,matcherLastChangedAt,numItems,numItemsLastChangedAt,numTrials,numTrialsLastChangedAt,numTrialsPerBlock,numTrialsPerBlockLastChangedAt,phase,phaseLastChangedAt,renderedAt_01M0JJN73CZE71G98JMFPWZYNK,renderedAt_01M0JJN73CZE71G98JMFPWZYNKLastChangedAt,renderedAt_01M0JJNQ7467WJ2QWV6X22DQEN,renderedAt_01M0JJNQ7467WJ2QWV6X22DQENLastChangedAt,renderedAt_01M0JK9G5VWWNZ4YG6653WY0GX,renderedAt_01M0JK9G5VWWNZ4YG6653WY0GXLastChangedAt,renderedAt_01M0JKA224N3Y912RZYHVSM4VX,renderedAt_01M0JKA224N3Y912RZYHVSM4VXLastChangedAt,repNum,repNumLastChangedAt,reps,repsLastChangedAt,response,responseLastChangedAt,selection,selectionLastChangedAt,selectionMadeAt,selectionMadeAtLastChangedAt,setId,setIdLastChangedAt,stageIndex,stageIndexLastChangedAt,start,startLastChangedAt,tangramURLs,tangramURLsLastChangedAt,target,targetLastChangedAt,targetLabel,targetLabelLastChangedAt,targetNum,targetNumLastChangedAt,trialNum,trialNumLastChangedAt
01M0JKAP2Y2W534K3FAJS44DD0,01M0JK9BY4R112K1G4R9MXJ5Y6,2026-08-21T11:44:08.158554-05:00,"[{""text"":""upside town arrow chunk on top"",""sender"":{""id"":""01M0JKA224N3Y912RZYHVSM4VX"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2026-08-21T11:44:40.167121-05:00,[1787330680168],2026-08-21T11:44:40.171936-05:00,,,true,2026-08-21T11:44:44.076807-05:00,01M0JKA224N3Y912RZYHVSM4VX,2026-08-21T11:44:29.1503-05:00,"[""A2"",""B4"",""D2"",""A3""]",2026-08-21T11:44:08.158554-05:00,true,2026-08-21T11:44:44.068972-05:00,01M0JK9BZ1KRYD1KCET8TJ3NXX,2026-08-21T11:44:08.158554-05:00,1,2026-08-21T11:44:08.158554-05:00,false,2026-08-21T11:44:29.181836-05:00,01M0JK9G5VWWNZ4YG6653WY0GX,2026-08-21T11:44:29.1503-05:00,,,12,2026-08-21T11:44:08.158554-05:00,12,2026-08-21T11:44:08.158554-05:00,training,2026-08-21T11:44:08.158554-05:00,,,,,1787330669171,2026-08-21T11:44:29.18152-05:00,1787330669171,2026-08-21T11:44:29.181036-05:00,0,2026-08-21T11:44:08.158554-05:00,1,2026-08-21T11:44:08.158554-05:00,/tangrams/138_339.png,2026-08-21T11:44:44.076807-05:00,/tangrams/138_339.png,2026-08-21T11:44:43.003655-05:00,1787330682999,2026-08-21T11:44:43.004473-05:00,0,2026-08-21T11:44:08.158554-05:00,2,2026-08-21T11:44:08.183353-05:00,true,2026-08-21T11:44:29.137373-05:00,"[""/tangrams/138_339.png"",""/tangrams/366_66.png"",""/tangrams/279_339.png"",""/tangrams/138_405.png""]",2026-08-21T11:44:08.158554-05:00,/tangrams/138_339.png,2026-08-21T11:44:08.158554-05:00,A2,2026-08-21T11:44:08.158554-05:00,1,2026-08-21T11:44:08.158554-05:00,0,2026-08-21T11:44:08.158554-05:00
01M0JKAP2ZNK0ZP6BXBQ504V9X,01M0JK9BY4R112K1G4R9MXJ5Y6,2026-08-21T11:44:08.159765-05:00,"[{""text"":""sd"",""sender"":{""id"":""01M0JKA224N3Y912RZYHVSM4VX"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2026-08-21T11:44:52.98421-05:00,[1787330692986],2026-08-21T11:44:52.988263-05:00,,,true,2026-08-21T11:44:55.243835-05:00,01M0JKA224N3Y912RZYHVSM4VX,2026-08-21T11:44:52.132704-05:00,"[""C4"",""B1"",""A2"",""B4""]",2026-08-21T11:44:08.159765-05:00,true,2026-08-21T11:44:55.23787-05:00,01M0JK9BZ1KRYD1KCET8TJ3NXX,2026-08-21T11:44:08.159765-05:00,3,2026-08-21T11:44:08.159765-05:00,false,2026-08-21T11:44:52.156412-05:00,01M0JK9G5VWWNZ4YG6653WY0GX,2026-08-21T11:44:52.132704-05:00,,,12,2026-08-21T11:44:08.159765-05:00,12,2026-08-21T11:44:08.159765-05:00,training,2026-08-21T11:44:08.159765-05:00,,,,,1787330692154,2026-08-21T11:44:52.158711-05:00,1787330692152,2026-08-21T11:44:52.157251-05:00,0,2026-08-21T11:44:08.159765-05:00,1,2026-08-21T11:44:08.159765-05:00,/tangrams/366_66.png,2026-08-21T11:44:55.243835-05:00,/tangrams/366_66.png,2026-08-21T11:44:54.185697-05:00,1787330694179,2026-08-21T11:44:54.183253-05:00,0,2026-08-21T11:44:08.159765-05:00,2,2026-08-21T11:44:08.198951-05:00,true,2026-08-21T11:44:52.120299-05:00,"[""/tangrams/422_66.png"",""/tangrams/366_244.png"",""/tangrams/138_339.png"",""/tangrams/366_66.png""]",2026-08-21T11:44:08.159765-05:00,/tangrams/366_66.png,2026-08-21T11:44:08.159765-05:00,B4,2026-08-21T11:44:08.159765-05:00,3,2026-08-21T11:44:08.159765-05:00,2,2026-08-21T11:44:08.159765-05:00
01M0JKAP3311BJ0G3J1KPQKED5,01M0JK9BY4R112K1G4R9MXJ5Y6,2026-08-21T11:44:08.163302-05:00,"[{""text"":""adfads"",""sender"":{""id"":""01M0JK9G5VWWNZ4YG6653WY0GX"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2026-08-21T11:45:32.479786-05:00,[1787330732483],2026-08-21T11:45:32.485391-05:00,,,true,2026-08-21T11:45:35.439658-05:00,01M0JK9G5VWWNZ4YG6653WY0GX,2026-08-21T11:45:29.284941-05:00,"[""C1"",""D2"",""A3"",""C2""]",2026-08-21T11:44:08.163302-05:00,true,2026-08-21T11:45:35.430957-05:00,01M0JK9BZ1KRYD1KCET8TJ3NXX,2026-08-21T11:44:08.163302-05:00,10,2026-08-21T11:44:08.163302-05:00,false,2026-08-21T11:45:29.308578-05:00,01M0JKA224N3Y912RZYHVSM4VX,2026-08-21T11:45:29.284941-05:00,,,12,2026-08-21T11:44:08.163302-05:00,12,2026-08-21T11:44:08.163302-05:00,training,2026-08-21T11:44:08.163302-05:00,,,,,1787330729303,2026-08-21T11:45:29.307701-05:00,1787330729303,2026-08-21T11:45:29.306522-05:00,0,2026-08-21T11:44:08.163302-05:00,1,2026-08-21T11:44:08.163302-05:00,/tangrams/422_339.png,2026-08-21T11:45:35.439658-05:00,/tangrams/422_339.png,2026-08-21T11:45:34.369578-05:00,1787330734364,2026-08-21T11:45:34.368254-05:00,0,2026-08-21T11:44:08.163302-05:00,2,2026-08-21T11:44:08.22083-05:00,true,2026-08-21T11:45:29.272581-05:00,"[""/tangrams/422_244.png"",""/tangrams/279_339.png"",""/tangrams/138_405.png"",""/tangrams/422_339.png""]",2026-08-21T11:44:08.163302-05:00,/tangrams/422_339.png,2026-08-21T11:44:08.163302-05:00,C2,2026-08-21T11:44:08.163302-05:00,10,2026-08-21T11:44:08.163302-05:00,9,2026-08-21T11:44:08.163302-05:00
01M0JKAP34G27C474SY3EY5859,01M0JK9BY4R112K1G4R9MXJ5Y6,2026-08-21T11:44:08.16438-05:00,"[{""text"":""adsfads"",""sender"":{""id"":""01M0JK9G5VWWNZ4YG6653WY0GX"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2026-08-21T11:45:09.321841-05:00,[1787330709325],2026-08-21T11:45:09.327073-05:00,,,true,2026-08-21T11:45:11.803989-05:00,01M0JK9G5VWWNZ4YG6653WY0GX,2026-08-21T11:45:06.843862-05:00,"[""A3"",""D1"",""D3"",""B4""]",2026-08-21T11:44:08.16438-05:00,true,2026-08-21T11:45:11.797827-05:00,01M0JK9BZ1KRYD1KCET8TJ3NXX,2026-08-21T11:44:08.16438-05:00,6,2026-08-21T11:44:08.16438-05:00,false,2026-08-21T11:45:06.86755-05:00,01M0JKA224N3Y912RZYHVSM4VX,2026-08-21T11:45:06.843862-05:00,,,12,2026-08-21T11:44:08.16438-05:00,12,2026-08-21T11:44:08.16438-05:00,training,2026-08-21T11:44:08.16438-05:00,,,,,1787330706863,2026-08-21T11:45:06.867018-05:00,1787330706864,2026-08-21T11:45:06.867818-05:00,0,2026-08-21T11:44:08.16438-05:00,1,2026-08-21T11:44:08.16438-05:00,/tangrams/279_405.png,2026-08-21T11:45:11.803989-05:00,/tangrams/279_405.png,2026-08-21T11:45:10.746214-05:00,1787330710742,2026-08-21T11:45:10.747324-05:00,0,2026-08-21T11:44:08.16438-05:00,2,2026-08-21T11:44:08.208913-05:00,true,2026-08-21T11:45:06.828975-05:00,"[""/tangrams/138_405.png"",""/tangrams/279_244.png"",""/tangrams/279_405.png"",""/tangrams/366_66.png""]",2026-08-21T11:44:08.16438-05:00,/tangrams/279_405.png,2026-08-21T11:44:08.16438-05:00,D3,2026-08-21T11:44:08.16438-05:00,6,2026-08-21T11:44:08.16438-05:00,5,2026-08-21T11:44:08.16438-05:00
01M0JJP8YGEF9R0T226E087BTX,01M0JJMWXFA9B8FFW0WBE7QYTZ,2026-08-21T11:32:59.344723-05:00,,,,,,,,,,,,,true,2026-08-21T11:35:01.09734-05:00,01M0JJMWY9HJ4DPXE1Y7910VKY,2026-08-21T11:32:59.344723-05:00,0,2026-08-21T11:32:59.344723-05:00,false,2026-08-21T11:32:59.626418-05:00,,,20,2026-08-21T11:32:59.344723-05:00,,,,,pretest,2026-08-21T11:32:59.344723-05:00,,,,,,,,,,,,,,,,2026-08-21T11:32:59.580448-05:00,,,,,1,2026-08-21T11:32:59.368376-05:00,true,2026-08-21T11:32:59.470104-05:00,[],2026-08-21T11:32:59.344723-05:00,,2026-08-21T11:32:59.344723-05:00,,,,,,
01M0JJP8YWC01WQJRDX05PQNDN,01M0JJMWXFA9B8FFW0WBE7QYTZ,2026-08-21T11:32:59.356493-05:00,,,,,,,false,2026-08-21T11:37:09.532268-05:00,01M0JJNQ7467WJ2QWV6X22DQEN,2026-08-21T11:36:38.450094-05:00,"[""C2"",""C4"",""B1"",""A2""]",2026-08-21T11:32:59.356493-05:00,true,2026-08-21T11:37:09.524169-05:00,01M0JJMWY9HJ4DPXE1Y7910VKY,2026-08-21T11:32:59.356493-05:00,9,2026-08-21T11:32:59.356493-05:00,false,2026-08-21T11:36:38.477594-05:00,01M0JJN73CZE71G98JMFPWZYNK,2026-08-21T11:36:38.450094-05:00,,,12,2026-08-21T11:32:59.356493-05:00,12,2026-08-21T11:32:59.356493-05:00,training,2026-08-21T11:32:59.356493-05:00,1787330198470,2026-08-21T11:36:38.477246-05:00,1787330198469,2026-08-21T11:36:38.474176-05:00,,,,,0,2026-08-21T11:32:59.356493-05:00,1,2026-08-21T11:32:59.356493-05:00,,2026-08-21T11:37:09.532268-05:00,,2026-08-21T11:32:59.356493-05:00,,,0,2026-08-21T11:32:59.356493-05:00,2,2026-08-21T11:32:59.402409-05:00,true,2026-08-21T11:36:38.435787-05:00,"[""/tangrams/422_339.png"",""/tangrams/422_66.png"",""/tangrams/366_244.png"",""/tangrams/138_339.png""]",2026-08-21T11:32:59.356493-05:00,/tangrams/422_339.png,2026-08-21T11:32:59.356493-05:00,C2,2026-08-21T11:32:59.356493-05:00,9,2026-08-21T11:32:59.356493-05:00,8,2026-08-21T11:32:59.356493-05:00
01M0JJP8YGEF9R0T22784TQKXJ,01M0JJMWXFA9B8FFW0WBE7QYTZ,2026-08-21T11:32:59.345172-05:00,"[{""text"":""test send"",""sender"":{""id"":""01M0JJNQ7467WJ2QWV6X22DQEN"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}},{""text"":""test reply"",""sender"":{""id"":""01M0JJN73CZE71G98JMFPWZYNK"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}},{""text"":""going to wrong click"",""sender"":{""id"":""01M0JJN73CZE71G98JMFPWZYNK"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2026-08-21T11:35:13.899466-05:00,"[1787330105907,1787330109479,1787330113902]",2026-08-21T11:35:13.904116-05:00,,,false,2026-08-21T11:35:15.833391-05:00,01M0JJNQ7467WJ2QWV6X22DQEN,2026-08-21T11:35:01.119541-05:00,"[""A3"",""D2"",""D3"",""C1""]",2026-08-21T11:32:59.345172-05:00,true,2026-08-21T11:35:15.826297-05:00,01M0JJMWY9HJ4DPXE1Y7910VKY,2026-08-21T11:32:59.345172-05:00,1,2026-08-21T11:32:59.345172-05:00,false,2026-08-21T11:35:01.152027-05:00,01M0JJN73CZE71G98JMFPWZYNK,2026-08-21T11:35:01.119541-05:00,,,12,2026-08-21T11:32:59.345172-05:00,12,2026-08-21T11:32:59.345172-05:00,training,2026-08-21T11:32:59.345172-05:00,1787330101139,2026-08-21T11:35:01.149428-05:00,1787330101139,2026-08-21T11:35:01.148383-05:00,,,,,0,2026-08-21T11:32:59.345172-05:00,1,2026-08-21T11:32:59.345172-05:00,/tangrams/422_244.png,2026-08-21T11:35:15.833391-05:00,/tangrams/422_244.png,2026-08-21T11:35:14.771253-05:00,1787330114767,2026-08-21T11:35:14.770339-05:00,0,2026-08-21T11:32:59.345172-05:00,2,2026-08-21T11:32:59.372229-05:00,true,2026-08-21T11:35:01.107628-05:00,"[""/tangrams/138_405.png"",""/tangrams/279_339.png"",""/tangrams/279_405.png"",""/tangrams/422_244.png""]",2026-08-21T11:32:59.345172-05:00,/tangrams/279_405.png,2026-08-21T11:32:59.345172-05:00,D3,2026-08-21T11:32:59.345172-05:00,1,2026-08-21T11:32:59.345172-05:00,0,2026-08-21T11:32:59.345172-05:00
01M0JJP8YRMZF8PRT5BHTPKW0W,01M0JJMWXFA9B8FFW0WBE7QYTZ,2026-08-21T11:32:59.352869-05:00,"[{""text"":""test send"",""sender"":{""id"":""01M0JJN73CZE71G98JMFPWZYNK"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}},{""text"":""test reply"",""sender"":{""id"":""01M0JJNQ7467WJ2QWV6X22DQEN"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2026-08-21T11:35:22.956447-05:00,"[1787330119860,1787330122958]",2026-08-21T11:35:22.960983-05:00,,,true,2026-08-21T11:35:29.068431-05:00,01M0JJN73CZE71G98JMFPWZYNK,2026-08-21T11:35:15.85335-05:00,"[""C1"",""A3"",""C2"",""D1""]",2026-08-21T11:32:59.352869-05:00,true,2026-08-21T11:35:29.060817-05:00,01M0JJMWY9HJ4DPXE1Y7910VKY,2026-08-21T11:32:59.352869-05:00,2,2026-08-21T11:32:59.352869-05:00,false,2026-08-21T11:35:15.891775-05:00,01M0JJNQ7467WJ2QWV6X22DQEN,2026-08-21T11:35:15.85335-05:00,,,12,2026-08-21T11:32:59.352869-05:00,12,2026-08-21T11:32:59.352869-05:00,training,2026-08-21T11:32:59.352869-05:00,1787330115882,2026-08-21T11:35:15.890459-05:00,1787330115882,2026-08-21T11:35:15.894204-05:00,,,,,0,2026-08-21T11:32:59.352869-05:00,1,2026-08-21T11:32:59.352869-05:00,/tangrams/422_244.png,2026-08-21T11:35:29.068431-05:00,/tangrams/422_244.png,2026-08-21T11:35:28.003941-05:00,1787330128000,2026-08-21T11:35:28.00331-05:00,0,2026-08-21T11:32:59.352869-05:00,2,2026-08-21T11:32:59.375872-05:00,true,2026-08-21T11:35:15.837992-05:00,"[""/tangrams/422_244.png"",""/tangrams/138_405.png"",""/tangrams/422_339.png"",""/tangrams/279_244.png""]",2026-08-21T11:32:59.352869-05:00,/tangrams/422_244.png,2026-08-21T11:32:59.352869-05:00,C1,2026-08-21T11:32:59.352869-05:00,2,2026-08-21T11:32:59.352869-05:00,1,2026-08-21T11:32:59.352869-05:00
01M0JJP8YVTA5MEYFHESKB1W86,01M0JJMWXFA9B8FFW0WBE7QYTZ,2026-08-21T11:32:59.355047-05:00,"[{""text"":""test"",""sender"":{""id"":""01M0JJNQ7467WJ2QWV6X22DQEN"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2026-08-21T11:37:44.754948-05:00,[1787330264760],2026-08-21T11:37:44.763752-05:00,,,true,2026-08-21T11:37:47.612744-05:00,01M0JJNQ7467WJ2QWV6X22DQEN,2026-08-21T11:37:40.647053-05:00,"[""B4"",""A2"",""D1"",""D2""]",2026-08-21T11:32:59.355047-05:00,true,2026-08-21T11:37:47.604777-05:00,01M0JJMWY9HJ4DPXE1Y7910VKY,2026-08-21T11:32:59.355047-05:00,11,2026-08-21T11:32:59.355047-05:00,false,2026-08-21T11:37:40.672316-05:00,01M0JJN73CZE71G98JMFPWZYNK,2026-08-21T11:37:40.647053-05:00,,,12,2026-08-21T11:32:59.355047-05:00,12,2026-08-21T11:32:59.355047-05:00,training,2026-08-21T11:32:59.355047-05:00,1787330260666,2026-08-21T11:37:40.671967-05:00,1787330260666,2026-08-21T11:37:40.671618-05:00,,,,,0,2026-08-21T11:32:59.355047-05:00,1,2026-08-21T11:32:59.355047-05:00,/tangrams/279_339.png,2026-08-21T11:37:47.612744-05:00,/tangrams/279_339.png,2026-08-21T11:37:46.550516-05:00,1787330266545,2026-08-21T11:37:46.54936-05:00,0,2026-08-21T11:32:59.355047-05:00,2,2026-08-21T11:32:59.408324-05:00,true,2026-08-21T11:37:40.63703-05:00,"[""/tangrams/366_66.png"",""/tangrams/138_339.png"",""/tangrams/279_244.png"",""/tangrams/279_339.png""]",2026-08-21T11:32:59.355047-05:00,/tangrams/279_339.png,2026-08-21T11:32:59.355047-05:00,D2,2026-08-21T11:32:59.355047-05:00,11,2026-08-21T11:32:59.355047-05:00,10,2026-08-21T11:32:59.355047-05:00
01M0JJP8YWC01WQJRDYF0P2J5F,01M0JJMWXFA9B8FFW0WBE7QYTZ,2026-08-21T11:32:59.356759-05:00,"[{""text"":""test"",""sender"":{""id"":""01M0JJN73CZE71G98JMFPWZYNK"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2026-08-21T11:36:35.502591-05:00,[1787330195504],2026-08-21T11:36:35.507944-05:00,,,true,2026-08-21T11:36:38.430995-05:00,01M0JJN73CZE71G98JMFPWZYNK,2026-08-21T11:36:32.818785-05:00,"[""A4"",""A3"",""B1"",""D3""]",2026-08-21T11:32:59.356759-05:00,true,2026-08-21T11:36:38.425722-05:00,01M0JJMWY9HJ4DPXE1Y7910VKY,2026-08-21T11:32:59.356759-05:00,8,2026-08-21T11:32:59.356759-05:00,false,2026-08-21T11:36:32.847424-05:00,01M0JJNQ7467WJ2QWV6X22DQEN,2026-08-21T11:36:32.818785-05:00,,,12,2026-08-21T11:32:59.356759-05:00,12,2026-08-21T11:32:59.356759-05:00,training,2026-08-21T11:32:59.356759-05:00,1787330192836,2026-08-21T11:36:32.850883-05:00,1787330192836,2026-08-21T11:36:32.847186-05:00,,,,,0,2026-08-21T11:32:59.356759-05:00,1,2026-08-21T11:32:59.356759-05:00,/tangrams/138_405.png,2026-08-21T11:36:38.430995-05:00,/tangrams/138_405.png,2026-08-21T11:36:37.374064-05:00,1787330197370,2026-08-21T11:36:37.374478-05:00,0,2026-08-21T11:32:59.356759-05:00,2,2026-08-21T11:32:59.397917-05:00,true,2026-08-21T11:36:32.803345-05:00,"[""/tangrams/138_66.png"",""/tangrams/138_405.png"",""/tangrams/366_244.png"",""/tangrams/279_405.png""]",2026-08-21T11:32:59.356759-05:00,/tangrams/138_405.png,2026-08-21T11:32:59.356759-05:00,A3,2026-08-21T11:32:59.356759-05:00,8,2026-08-21T11:32:59.356759-05:00,7,2026-08-21T11:32:59.356759-05:00
01M0JKAP37BCFPG8JBACJXMVYJ,01M0JK9BY4R112K1G4R9MXJ5Y6,2026-08-21T11:44:08.167251-05:00,"[{""text"":""asdf"",""sender"":{""id"":""01M0JK9G5VWWNZ4YG6653WY0GX"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2026-08-21T11:45:41.600202-05:00,[1787330741604],2026-08-21T11:45:41.606556-05:00,,,true,2026-08-21T11:45:44.19106-05:00,01M0JK9G5VWWNZ4YG6653WY0GX,2026-08-21T11:45:40.061884-05:00,"[""A4"",""D3"",""B3"",""B1""]",2026-08-21T11:44:08.167251-05:00,true,2026-08-21T11:45:44.183534-05:00,01M0JK9BZ1KRYD1KCET8TJ3NXX,2026-08-21T11:44:08.167251-05:00,12,2026-08-21T11:44:08.167251-05:00,false,2026-08-21T11:45:40.092141-05:00,01M0JKA224N3Y912RZYHVSM4VX,2026-08-21T11:45:40.061884-05:00,,,12,2026-08-21T11:44:08.167251-05:00,12,2026-08-21T11:44:08.167251-05:00,training,2026-08-21T11:44:08.167251-05:00,,,,,1787330740085,2026-08-21T11:45:40.091459-05:00,1787330740085,2026-08-21T11:45:40.09062-05:00,0,2026-08-21T11:44:08.167251-05:00,1,2026-08-21T11:44:08.167251-05:00,/tangrams/366_405.png,2026-08-21T11:45:44.19106-05:00,/tangrams/366_405.png,2026-08-21T11:45:43.130954-05:00,1787330743127,2026-08-21T11:45:43.130063-05:00,0,2026-08-21T11:44:08.167251-05:00,2,2026-08-21T11:44:08.227168-05:00,true,2026-08-21T11:45:40.050566-05:00,"[""/tangrams/138_66.png"",""/tangrams/279_405.png"",""/tangrams/366_405.png"",""/tangrams/366_244.png""]",2026-08-21T11:44:08.167251-05:00,/tangrams/366_405.png,2026-08-21T11:44:08.167251-05:00,B3,2026-08-21T11:44:08.167251-05:00,12,2026-08-21T11:44:08.167251-05:00,11,2026-08-21T11:44:08.167251-05:00
01M0JJP8YS0VCDCQVJWV2AH1K0,01M0JJMWXFA9B8FFW0WBE7QYTZ,2026-08-21T11:32:59.35322-05:00,"[{""text"":""test"",""sender"":{""id"":""01M0JJN73CZE71G98JMFPWZYNK"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2026-08-21T11:36:00.005582-05:00,[1787330160009],2026-08-21T11:36:00.011315-05:00,,,true,2026-08-21T11:36:08.072145-05:00,01M0JJN73CZE71G98JMFPWZYNK,2026-08-21T11:35:57.490199-05:00,"[""C2"",""C4"",""B4"",""D3""]",2026-08-21T11:32:59.35322-05:00,true,2026-08-21T11:36:08.064519-05:00,01M0JJMWY9HJ4DPXE1Y7910VKY,2026-08-21T11:32:59.35322-05:00,4,2026-08-21T11:32:59.35322-05:00,false,2026-08-21T11:35:57.514428-05:00,01M0JJNQ7467WJ2QWV6X22DQEN,2026-08-21T11:35:57.490199-05:00,,,12,2026-08-21T11:32:59.35322-05:00,12,2026-08-21T11:32:59.35322-05:00,training,2026-08-21T11:32:59.35322-05:00,1787330157508,2026-08-21T11:35:57.514545-05:00,1787330157507,2026-08-21T11:35:57.514226-05:00,,,,,0,2026-08-21T11:32:59.35322-05:00,1,2026-08-21T11:32:59.35322-05:00,/tangrams/422_66.png,2026-08-21T11:36:08.072145-05:00,/tangrams/422_66.png,2026-08-21T11:36:07.004161-05:00,1787330166999,2026-08-21T11:36:07.002882-05:00,0,2026-08-21T11:32:59.35322-05:00,2,2026-08-21T11:32:59.384688-05:00,true,2026-08-21T11:35:57.477863-05:00,"[""/tangrams/422_339.png"",""/tangrams/422_66.png"",""/tangrams/366_66.png"",""/tangrams/279_405.png""]",2026-08-21T11:32:59.35322-05:00,/tangrams/422_66.png,2026-08-21T11:32:59.35322-05:00,C4,2026-08-21T11:32:59.35322-05:00,4,2026-08-21T11:32:59.35322-05:00,3,2026-08-21T11:32:59.35322-05:00
01M0JJP8YVTA5MEYFHH638MAWG,01M0JJMWXFA9B8FFW0WBE7QYTZ,2026-08-21T11:32:59.355645-05:00,,,,,,,false,2026-08-21T11:37:40.632942-05:00,01M0JJN73CZE71G98JMFPWZYNK,2026-08-21T11:37:09.552782-05:00,"[""D3"",""C1"",""A2"",""D1""]",2026-08-21T11:32:59.355645-05:00,true,2026-08-21T11:37:40.625791-05:00,01M0JJMWY9HJ4DPXE1Y7910VKY,2026-08-21T11:32:59.355645-05:00,10,2026-08-21T11:32:59.355645-05:00,false,2026-08-21T11:37:09.580988-05:00,01M0JJNQ7467WJ2QWV6X22DQEN,2026-08-21T11:37:09.552782-05:00,,,12,2026-08-21T11:32:59.355645-05:00,12,2026-08-21T11:32:59.355645-05:00,training,2026-08-21T11:32:59.355645-05:00,1787330229574,2026-08-21T11:37:09.589757-05:00,1787330229574,2026-08-21T11:37:09.580689-05:00,,,,,0,2026-08-21T11:32:59.355645-05:00,1,2026-08-21T11:32:59.355645-05:00,,2026-08-21T11:37:40.632942-05:00,,2026-08-21T11:32:59.355645-05:00,,,0,2026-08-21T11:32:59.355645-05:00,2,2026-08-21T11:32:59.405509-05:00,true,2026-08-21T11:37:09.536668-05:00,"[""/tangrams/279_405.png"",""/tangrams/422_244.png"",""/tangrams/138_339.png"",""/tangrams/279_244.png""]",2026-08-21T11:32:59.355645-05:00,/tangrams/279_244.png,2026-08-21T11:32:59.355645-05:00,D1,2026-08-21T11:32:59.355645-05:00,10,2026-08-21T11:32:59.355645-05:00,9,2026-08-21T11:32:59.355645-05:00
01M0JJP8YVTA5MEYFHJNXV28N1,01M0JJMWXFA9B8FFW0WBE7QYTZ,2026-08-21T11:32:59.355865-05:00,"[{""text"":""test"",""sender"":{""id"":""01M0JJNQ7467WJ2QWV6X22DQEN"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2026-08-21T11:36:11.405893-05:00,[1787330171408],2026-08-21T11:36:11.410191-05:00,,,true,2026-08-21T11:36:15.940342-05:00,01M0JJNQ7467WJ2QWV6X22DQEN,2026-08-21T11:36:08.090961-05:00,"[""B1"",""A2"",""C1"",""B4""]",2026-08-21T11:32:59.355865-05:00,true,2026-08-21T11:36:15.934339-05:00,01M0JJMWY9HJ4DPXE1Y7910VKY,2026-08-21T11:32:59.355865-05:00,5,2026-08-21T11:32:59.355865-05:00,false,2026-08-21T11:36:08.120557-05:00,01M0JJN73CZE71G98JMFPWZYNK,2026-08-21T11:36:08.090961-05:00,,,12,2026-08-21T11:32:59.355865-05:00,12,2026-08-21T11:32:59.355865-05:00,training,2026-08-21T11:32:59.355865-05:00,1787330168113,2026-08-21T11:36:08.120839-05:00,1787330168113,2026-08-21T11:36:08.120381-05:00,,,,,0,2026-08-21T11:32:59.355865-05:00,1,2026-08-21T11:32:59.355865-05:00,/tangrams/366_244.png,2026-08-21T11:36:15.940342-05:00,/tangrams/366_244.png,2026-08-21T11:36:14.87352-05:00,1787330174869,2026-08-21T11:36:14.87422-05:00,0,2026-08-21T11:32:59.355865-05:00,2,2026-08-21T11:32:59.388188-05:00,true,2026-08-21T11:36:08.077128-05:00,"[""/tangrams/366_244.png"",""/tangrams/138_339.png"",""/tangrams/422_244.png"",""/tangrams/366_66.png""]",2026-08-21T11:32:59.355865-05:00,/tangrams/366_244.png,2026-08-21T11:32:59.355865-05:00,B1,2026-08-21T11:32:59.355865-05:00,5,2026-08-21T11:32:59.355865-05:00,4,2026-08-21T11:32:59.355865-05:00
