id,batchID,batchIDLastChangedAt,chat,chatLastChangedAt,director,correct,correctLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,numTrials,numTrialsLastChangedAt,repNum,repNumLastChangedAt,reps,repsLastChangedAt,response,responseLastChangedAt,stageIndex,stageIndexLastChangedAt,start,startLastChangedAt,tangramURLs,tangramURLsLastChangedAt,target,targetLastChangedAt,targetNum,targetNumLastChangedAt,trialNum,trialNumLastChangedAt
01JH1GW117GPYCRP9KR7SAARWV,01JH1FPYRY2N1PAAP7WYQBA41J,2025-01-07T23:16:19.623332327Z,"[{""text"":""small triangle in the right middle"",""sender"":{""id"":""01JH1GBNHJM7YQ13QAZ9FXAW07"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-07T23:47:47.927076075Z,01JH1GBNHJM7YQ13QAZ9FXAW07,TRUE,2025-01-07T23:47:54.662963586Z,TRUE,2025-01-07T23:47:54.640577169Z,01JH1FPYSD6AFHHMZW70VZN68N,2025-01-07T23:16:19.623332327Z,52,2025-01-07T23:16:19.623332327Z,65,2025-01-07T23:16:19.623332327Z,3,2025-01-07T23:16:19.623332327Z,4,2025-01-07T23:16:19.623332327Z,/tangrams/30_127.png,2025-01-07T23:47:54.662963586Z,2,2025-01-07T23:16:21.246066577Z,TRUE,2025-01-07T23:47:28.441136459Z,"[""/tangrams/64_167.png"",""/tangrams/377_372.png"",""/tangrams/30_127.png"",""/tangrams/287_273.png""]",2025-01-07T23:16:19.623332327Z,/tangrams/30_127.png,2025-01-07T23:16:19.623332327Z,5,2025-01-07T23:16:19.623332327Z,52,2025-01-07T23:16:19.623332327Z
01JH1GW12HN941KWP6TV85F19Q,01JH1FPYRY2N1PAAP7WYQBA41J,2025-01-07T23:16:19.665166803Z,"[{""text"":""diamond on the right"",""sender"":{""id"":""01JH1GB0VR9YQNZXSBNQGGRBQW"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-07T23:44:22.149657108Z,01JH1GB0VR9YQNZXSBNQGGRBQW,TRUE,2025-01-07T23:44:29.119731117Z,TRUE,2025-01-07T23:44:29.071876837Z,01JH1FPYSD6AFHHMZW70VZN68N,2025-01-07T23:16:19.665166803Z,45,2025-01-07T23:16:19.665166803Z,65,2025-01-07T23:16:19.665166803Z,2,2025-01-07T23:16:19.665166803Z,4,2025-01-07T23:16:19.665166803Z,/tangrams/287_273.png,2025-01-07T23:44:29.119731117Z,2,2025-01-07T23:16:21.020346607Z,TRUE,2025-01-07T23:44:14.105347153Z,"[""/tangrams/316_409.png"",""/tangrams/459_390.png"",""/tangrams/287_273.png"",""/tangrams/128_147.png""]",2025-01-07T23:16:19.665166803Z,/tangrams/287_273.png,2025-01-07T23:16:19.665166803Z,14,2025-01-07T23:16:19.665166803Z,45,2025-01-07T23:16:19.665166803Z
01JH1HD6WA6E0RVZKFY10HJGEK,01JH1G90FVA7G9KNR2B5RQV60J,2025-01-07T23:25:42.666271212Z,"[{""text"":""what country are you in?"",""sender"":{""id"":""01JH1GNZ96JNK9MCJ953Q6ZS67"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}},{""text"":""jagged on left"",""sender"":{""id"":""01JH1GNZ96JNK9MCJ953Q6ZS67"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-07T23:37:52.504445052Z,01JH1GNZ96JNK9MCJ953Q6ZS67,TRUE,2025-01-07T23:38:00.628969033Z,TRUE,2025-01-07T23:38:00.605818301Z,01JH1G90GH3ZQX32Q109C1JCDD,2025-01-07T23:25:42.666271212Z,17,2025-01-07T23:25:42.666271212Z,65,2025-01-07T23:25:42.666271212Z,1,2025-01-07T23:25:42.666271212Z,4,2025-01-07T23:25:42.666271212Z,/tangrams/163_286.png,2025-01-07T23:38:00.628969033Z,2,2025-01-07T23:25:43.627645535Z,TRUE,2025-01-07T23:37:31.040949903Z,"[""/tangrams/163_286.png"",""/tangrams/284_239.png"",""/tangrams/314_8.png"",""/tangrams/389_297.png""]",2025-01-07T23:25:42.666271212Z,/tangrams/163_286.png,2025-01-07T23:25:42.666271212Z,2,2025-01-07T23:25:42.666271212Z,17,2025-01-07T23:25:42.666271212Z
01JH1J27CT03F5CZZ2DA76YFY0,01JH1G90FVA7G9KNR2B5RQV60J,2025-01-07T23:37:11.322479328Z,"[{""text"":""please continue"",""sender"":{""id"":""01JH1HG392QEBSGHD5HDZVESB5"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}},{""text"":""it looks like a triangle inside another triangle"",""sender"":{""id"":""01JH1H6986TMHYXR5CF4YHBS1G"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-08T00:11:29.111115836Z,01JH1H6986TMHYXR5CF4YHBS1G,TRUE,2025-01-08T00:11:40.655610576Z,TRUE,2025-01-08T00:11:40.633666841Z,01JH1G90GCS7MK45RCXBYEJBCN,2025-01-07T23:37:11.322479328Z,53,2025-01-07T23:37:11.322479328Z,65,2025-01-07T23:37:11.322479328Z,3,2025-01-07T23:37:11.322479328Z,4,2025-01-07T23:37:11.322479328Z,/tangrams/53_448.png,2025-01-08T00:11:40.655610576Z,2,2025-01-07T23:37:14.525127815Z,TRUE,2025-01-08T00:10:55.356749938Z,"[""/tangrams/53_448.png"",""/tangrams/192_380.png"",""/tangrams/458_219.png"",""/tangrams/7_348.png""]",2025-01-07T23:37:11.322479328Z,/tangrams/53_448.png,2025-01-07T23:37:11.322479328Z,6,2025-01-07T23:37:11.322479328Z,53,2025-01-07T23:37:11.322479328Z
01JH1FWZ74CCQN8TSST45WPA18,01JH1F0VV6DMN73981986B8RYJ,2025-01-07T22:59:21.956917224Z,,,,FALSE,2025-01-07T23:01:31.662697933Z,TRUE,2025-01-07T23:01:31.656865253Z,01JH1F0VW6JT3H4WKEJFKRQGWC,2025-01-07T22:59:21.956917224Z,1,2025-01-07T22:59:21.956917224Z,65,2025-01-07T22:59:21.956917224Z,0,2025-01-07T22:59:21.956917224Z,4,2025-01-07T22:59:21.956917224Z,,2025-01-07T23:01:31.662697933Z,2,2025-01-07T22:59:22.10061564Z,TRUE,2025-01-07T23:00:28.571917158Z,"[""/tangrams/78_219.png"",""/tangrams/162_243.png"",""/tangrams/1_92.png"",""/tangrams/337_279.png""]",2025-01-07T22:59:21.956917224Z,/tangrams/1_92.png,2025-01-07T22:59:21.956917224Z,2,2025-01-07T22:59:21.956917224Z,1,2025-01-07T22:59:21.956917224Z
01JH1G5PQ9HGQ874YT7EH5XNXK,01JH1F0VV6DMN73981986B8RYJ,2025-01-07T23:04:08.169944198Z,"[{""text"":""boat on sideways arrow"",""sender"":{""id"":""01JH1G2MSZ3J6DCAMVNV5RMHWN"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-07T23:23:34.893982526Z,01JH1G2MSZ3J6DCAMVNV5RMHWN,TRUE,2025-01-07T23:23:41.298861606Z,TRUE,2025-01-07T23:23:41.287331855Z,01JH1F0VW7XB18ASJ0NKJ196TK,2025-01-07T23:04:08.169944198Z,52,2025-01-07T23:04:08.169944198Z,65,2025-01-07T23:04:08.169944198Z,3,2025-01-07T23:04:08.169944198Z,4,2025-01-07T23:04:08.169944198Z,/tangrams/212_145.png,2025-01-07T23:23:41.298861606Z,2,2025-01-07T23:04:09.002638871Z,TRUE,2025-01-07T23:23:30.515500442Z,"[""/tangrams/212_145.png"",""/tangrams/440_399.png"",""/tangrams/212_399.png"",""/tangrams/440_145.png""]",2025-01-07T23:04:08.169944198Z,/tangrams/212_145.png,2025-01-07T23:04:08.169944198Z,5,2025-01-07T23:04:08.169944198Z,52,2025-01-07T23:04:08.169944198Z
01JH1J27F010W4WTV3V2F6GAK5,01JH1G90FVA7G9KNR2B5RQV60J,2025-01-07T23:37:11.39258304Z,"[{""text"":""it looks like a cut out V shaped female dress"",""sender"":{""id"":""01JH1H6986TMHYXR5CF4YHBS1G"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-07T23:49:00.763879073Z,01JH1H6986TMHYXR5CF4YHBS1G,TRUE,2025-01-07T23:49:13.71851605Z,TRUE,2025-01-07T23:49:13.696191894Z,01JH1G90GCS7MK45RCXBYEJBCN,2025-01-07T23:37:11.39258304Z,15,2025-01-07T23:37:11.39258304Z,65,2025-01-07T23:37:11.39258304Z,0,2025-01-07T23:37:11.39258304Z,4,2025-01-07T23:37:11.39258304Z,/tangrams/7_380.png,2025-01-07T23:49:13.71851605Z,2,2025-01-07T23:37:12.543457044Z,TRUE,2025-01-07T23:48:28.785997804Z,"[""/tangrams/192_219.png"",""/tangrams/7_380.png"",""/tangrams/458_348.png"",""/tangrams/53_448.png""]",2025-01-07T23:37:11.39258304Z,/tangrams/7_380.png,2025-01-07T23:37:11.39258304Z,16,2025-01-07T23:37:11.39258304Z,15,2025-01-07T23:37:11.39258304Z
01JH1J27G705R4B5ABZ2FGTSYH,01JH1G90FVA7G9KNR2B5RQV60J,2025-01-07T23:37:11.431212356Z,"[{""text"":""yes please"",""sender"":{""id"":""01JH1H6986TMHYXR5CF4YHBS1G"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}},{""text"":""It looks like a square with a triangle joined together"",""sender"":{""id"":""01JH1HG392QEBSGHD5HDZVESB5"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-08T00:08:41.325301173Z,01JH1HG392QEBSGHD5HDZVESB5,TRUE,2025-01-08T00:08:50.52742561Z,TRUE,2025-01-08T00:08:50.502168489Z,01JH1G90GCS7MK45RCXBYEJBCN,2025-01-07T23:37:11.431212356Z,48,2025-01-07T23:37:11.431212356Z,65,2025-01-07T23:37:11.431212356Z,3,2025-01-07T23:37:11.431212356Z,4,2025-01-07T23:37:11.431212356Z,/tangrams/192_448.png,2025-01-08T00:08:50.52742561Z,2,2025-01-07T23:37:14.281146236Z,TRUE,2025-01-08T00:08:19.750716689Z,"[""/tangrams/192_448.png"",""/tangrams/458_380.png"",""/tangrams/7_219.png"",""/tangrams/53_348.png""]",2025-01-07T23:37:11.431212356Z,/tangrams/192_448.png,2025-01-07T23:37:11.431212356Z,1,2025-01-07T23:37:11.431212356Z,48,2025-01-07T23:37:11.431212356Z
01JH1GVRCDMR3JM7XAR2ME7609,01JH1FPYRY2N1PAAP7WYQBA41J,2025-01-07T23:16:10.76546544Z,,,,,,FALSE,2025-01-07T23:16:10.76546544Z,01JH1FPYSBXXZ6KPHKJBRG98KY,2025-01-07T23:16:10.76546544Z,48,2025-01-07T23:16:10.76546544Z,65,2025-01-07T23:16:10.76546544Z,3,2025-01-07T23:16:10.76546544Z,4,2025-01-07T23:16:10.76546544Z,,,2,2025-01-07T23:16:12.19929955Z,FALSE,2025-01-07T23:16:10.76546544Z,"[""/tangrams/98_45.png"",""/tangrams/159_45.png"",""/tangrams/98_239.png"",""/tangrams/159_239.png""]",2025-01-07T23:16:10.76546544Z,/tangrams/98_239.png,2025-01-07T23:16:10.76546544Z,1,2025-01-07T23:16:10.76546544Z,48,2025-01-07T23:16:10.76546544Z
01JH1HD6HKF0BHG8544QNJSZK5,01JH1G90FVA7G9KNR2B5RQV60J,2025-01-07T23:25:42.323147241Z,"[{""text"":""jagged edges"",""sender"":{""id"":""01JH1GNZ96JNK9MCJ953Q6ZS67"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-07T23:26:44.957168022Z,01JH1GNZ96JNK9MCJ953Q6ZS67,TRUE,2025-01-07T23:26:54.478901853Z,TRUE,2025-01-07T23:26:54.461836557Z,01JH1G90GH3ZQX32Q109C1JCDD,2025-01-07T23:25:42.323147241Z,1,2025-01-07T23:25:42.323147241Z,65,2025-01-07T23:25:42.323147241Z,0,2025-01-07T23:25:42.323147241Z,4,2025-01-07T23:25:42.323147241Z,/tangrams/311_33.png,2025-01-07T23:26:54.478901853Z,2,2025-01-07T23:25:42.906931022Z,TRUE,2025-01-07T23:26:22.878182404Z,"[""/tangrams/107_455.png"",""/tangrams/135_384.png"",""/tangrams/311_33.png"",""/tangrams/163_286.png""]",2025-01-07T23:25:42.323147241Z,/tangrams/311_33.png,2025-01-07T23:25:42.323147241Z,2,2025-01-07T23:25:42.323147241Z,1,2025-01-07T23:25:42.323147241Z
01JH1G7BS1QBCGKXRYKDRBP9J3,01JH1F2GWN9BRWEZHJG2Y9F7DZ,2025-01-07T23:05:02.497391305Z,"[{""text"":""Triangle no cat"",""sender"":{""id"":""01JH1G2K4Y4Y76VDGDG3R2VZNF"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-07T23:18:10.319802377Z,01JH1G2K4Y4Y76VDGDG3R2VZNF,TRUE,2025-01-07T23:18:20.400957675Z,TRUE,2025-01-07T23:18:20.386587269Z,01JH1F2GX7DR1ZQG7AGSN3KRT7,2025-01-07T23:05:02.497391305Z,23,2025-01-07T23:05:02.497391305Z,65,2025-01-07T23:05:02.497391305Z,1,2025-01-07T23:05:02.497391305Z,4,2025-01-07T23:05:02.497391305Z,/tangrams/187_63.png,2025-01-07T23:18:20.400957675Z,2,2025-01-07T23:05:02.977225603Z,TRUE,2025-01-07T23:17:46.523947671Z,"[""/tangrams/187_36.png"",""/tangrams/187_63.png"",""/tangrams/254_36.png"",""/tangrams/254_63.png""]",2025-01-07T23:05:02.497391305Z,/tangrams/187_63.png,2025-01-07T23:05:02.497391305Z,8,2025-01-07T23:05:02.497391305Z,23,2025-01-07T23:05:02.497391305Z
