playerID,gameID,bonus,score,role,rotation,completedStudy,finishedTraining,ended,pretestItemGap,posttestItemGap,pretestCardShownAt,pretestStartedAt,pretestSubmittedAt,trainingStartedAt,roundsInactive,exitStepDone,handoff_stage,pretest_advanced_at,pretest_wait_secs,handoff_secs,age,gender,strategy,enjoy,feedback,education,gamefailed,sawIntro,endedWhy,endedWhyOther,ai_used,ai_tool,ai_agreed
01M1PVVDJXTQ0S1H8V336MES03,01M1PVPTMX8QBBEQ1CAWS8Y65C,1.29,1.29,director,90,TRUE,TRUE,game ended,4,4,1788547764725,1788547780320,1788548119949,1788548770215,0,TRUE,entered_training,1788548768970,649.021,1.245,30,male,i found describing left and right separately made it much easier.  ,"at first we hit a bump but after a few we were on a roll, it was a lot of fun.","i hope to see something similar like this again, i had fun.",high-school,NA,NA,NA,NA,none,,TRUE
01M1PVVTM3JYE18KKXW2DCV15S,01M1PVPWZ7KQZN2DHXW0TTKG9P,1.17,1.17,director,270,TRUE,TRUE,game ended,4,4,1788547951259,1788548060115,1788548450913,1788548451559,0,TRUE,entered_training,1788548450913,0,0.646,64,Female,I remembered how they described theirs and repeated it back to them,"yes, I really enjoyed it, it helps to improve my communication skills with people which I really need to work on","I really enjoyed this, it was challenging enough to be difficult, but not so difficult as to be frustrating and it helps to think about how you are communicating to others",bachelor,NA,NA,NA,NA,none,,TRUE
01M1PVVZD69SDYBBAB5MDTZSCB,01M1PVPVN19AKJQXAJWG447XT1,1.41,1.41,matcher,180,TRUE,TRUE,game ended,4,4,1788547825964,1788547832065,1788548220871,1788548757943,0,TRUE,entered_training,1788548755259,534.388,2.684,25,male,i looked for the simplest unique point and explained it with brevity,"mixed. we had a good rapport and they were accurate, but their typing speed was slower than mine and got a tad annoying.",very interesting stufy that worked well. best of luck with your research.,other,NA,NA,NA,NA,none,,TRUE
01M1PVW97TC4GVFYDVFB1SJ9WH,01M1PVPVN43CJ2ZQS2FA0GJ1TX,1.38,1.38,matcher,180,TRUE,TRUE,game ended,4,4,1788547867444,1788547883015,1788548205961,1788548206607,0,TRUE,entered_training,1788548205961,0,0.646,37,Male,"I tried to look at it from the other person's perspective and to try to come up with familiar shapes or pop culture or historical references that would help them guess the more complex images. Once they understood the images, we short of did short hand of each others descriptions that we agreed on using to make the process go faster and smoother without making mistakes in picking.","Yes, I thought it was fun to see how our descriptions evolved overtime and the ways that we were trying to have fun during the game in a way that accomplished the task more effectively for us.",I thought that everything in the study ran really well and I cannot say that I ran into any problems at all. The study was super responsive from start to finish for me.,bachelor,NA,NA,NA,NA,none,,TRUE
01M1PW6E4667Y67QGT0X6HJCYF,01M1PVPY05YMN5QBCZG3YB2C9A,0,0,matcher,0,NA,FALSE,game ended,4,4,1788548330270,1788548343486,1788548954424,1788548955346,1,TRUE,entered_training,1788548954424,0,0.922,40,Male,Find something easily distinguishable and describe it,Partner never responded,Partner never responded,bachelor,NA,NA,partner-stopped,Partner never responded,none,,TRUE
01M1PVTRWTPC40C0HPR8RXXWTF,01M1PVPSFBNZXW40G11YGR32M6,1.35,1.35,director,90,TRUE,TRUE,game ended,4,4,1788547728570,1788547733011,1788547854978,1788548266492,0,TRUE,entered_training,1788548265814,410.836,0.678,27,Male,codes for parts of the shape,"Yes, we got along well. we identified similar codes and reused them.",,master,NA,NA,NA,NA,none,,TRUE
01M1PVTZDZSFSRFW0Y011447D5,01M1PVPSFBNZXW40G11G9DGVKY,1.32,1.32,director,90,TRUE,TRUE,game ended,4,4,1788547743152,1788547781457,1788548162756,1788548163215,0,TRUE,entered_training,1788548162756,0,0.459,33,Female,I tried to make short quick descriptions using distinguishing features ,Yes they made it smooth and easy,None,bachelor,NA,NA,NA,NA,none,,TRUE
01M1PVZMF178XCTABPVTWNQQ3Q,01M1PVPWEGF3RQQ2BZJMHJW5WT,1.35,1.35,matcher,180,TRUE,TRUE,game ended,4,4,1788547894763,1788547928784,1788548840860,1788548842651,0,TRUE,entered_training,1788548840860,0,1.791,35,Male,checking similar images in real like to match shape,yes very cooperative,no,bachelor,NA,NA,NA,NA,none,,TRUE
01M1PW23TCTCTWR44KF0HW1TG2,01M1PVPXF8XP3FTSCWE2SZ4KAJ,1.35,1.35,matcher,270,TRUE,TRUE,game ended,4,4,1788548256120,1788548267600,1788549086422,1788549087608,0,TRUE,entered_training,1788549086422,0,1.186,42,female,I looked at the shape and described the first thing that came to my mind.,I loved this game it was so much fun. My partner was great and we worked well as a team.,I really enjoyed this study. Thank you.,bachelor,NA,NA,NA,NA,none,,TRUE
01M1PW2K6B8GZQ5Z02B5Q0TB2A,01M1PVPWZ383HA8RRK2RFSW236,1.23,1.23,matcher,270,TRUE,TRUE,game ended,4,4,1788548000776,1788548016317,1788549233723,1788549234870,0,TRUE,entered_training,1788549233723,0,1.147,62,female,"Just basically describing what I could see, to the best of my ability and relating it so something familiar - that has a similar shape. Once we established those things, we could break down the descriptions a bit.",Yes! It was fun!,,bachelor,NA,NA,NA,NA,none,,TRUE
01M1PVVCHSJDKDCMNAX28C9KTM,01M1PVPXF92SZVFC9KBGN1TRXM,1.23,1.23,director,270,TRUE,TRUE,game ended,4,4,1788548186893,1788548193463,1788548722485,1788548852991,0,TRUE,entered_training,1788548851456,128.971,1.535,46,female,explaining what I saw and pointing out shapes,"yes, it was interesting to see how they saw things from they're point of view",no problems,high-school,NA,NA,NA,NA,none,,TRUE
01M1PVVX5KFM5CFX55QQRWNDX8,01M1PVPWEJQS052PE7X7E1TZK9,1.44,1.44,director,180,TRUE,TRUE,game ended,4,4,1788547933331,1788547939587,1788548146849,1788548494319,0,TRUE,entered_training,1788548494467,347.618,-0.148,28,Nonbinary,Just described the shapes best as I could.,"Yes, they were descriptive and we solved every one.",N/A.,high-school,NA,NA,NA,NA,none,,TRUE
01M1PVVZ2PG17JJTAZWDXWW3JQ,01M1PVPWZ383HA8RRK2RFSW236,1.23,1.23,director,270,TRUE,TRUE,game ended,4,4,1788548000480,1788548020641,1788548547606,1788549234415,0,TRUE,entered_training,1788549233723,686.117,0.692,23,male,use the same description as my partner,"yes, they were very cooperative",i enjoyed the study,high-school,NA,NA,NA,NA,none,,TRUE
01M1PVXBMF0D4MNK4NFAF3TQ8Z,null,NA,NA,NA,NA,NA,NA,no more games,NA,NA,NA,NA,NA,NA,NA,NA,never_reached_pretest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
01M1PVZQD96P4KV741EDHHHG2S,null,NA,NA,NA,NA,NA,NA,no more games,NA,NA,NA,NA,NA,NA,NA,NA,never_reached_pretest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
01M1PWAKPMFG2PF8ZD5WBT5ANA,01M1PVPY02TEGASTZW7B0B44PE,1.32,1.32,matcher,0,NA,TRUE,game ended,4,4,1788548284314,1788548293503,NA,1788549744800,0,NA,entered_training,1788549141538,NA,603.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
01M1PWCTY8HVWVPDTVMPD175T2,null,NA,NA,NA,NA,NA,NA,no more games,NA,NA,NA,NA,NA,NA,NA,TRUE,never_reached_pretest,NA,NA,NA,NA,NA,NA,NA,NA,NA,nogame,TRUE,NA,NA,NA,NA,FALSE
01M1PVV5BA5A9YAQJQ9SAGP2BW,01M1PVPY0135RYKX6QNWJW9HQ7,1.41,1.41,director,0,TRUE,TRUE,game ended,4,4,1788548094849,1788548105063,1788548526346,1788548526810,0,TRUE,entered_training,1788548526346,0,0.464,39,Female,"When I was speaking to my partner, I tried to use less words as possible and giving obvious clues trying to compare it to things.","Yes, they were quick and good with their responses.",It was fun!!,bachelor,NA,NA,NA,NA,none,,TRUE
01M1PVV71QMXF31FNN88616S34,01M1PVPWEFJ67VYTWGSHJ4XJ33,1.29,1.29,director,180,TRUE,TRUE,game ended,4,4,1788547902283,1788547906150,1788548016653,1788548435429,0,TRUE,entered_training,1788548434843,418.19,0.586,32,male,to look at it and think,yes i had fun ,this was fun,high-school,NA,NA,NA,NA,none,,TRUE
01M1PVVXW244MSV8KK7TFJHPNZ,01M1PVPXF92SZVFC9KB45KHNG3,1.41,1.41,matcher,270,TRUE,TRUE,game ended,4,4,1788548013753,1788548026570,1788548412160,1788548461921,0,TRUE,entered_training,1788548462105,49.945,-0.184,22,Woman,"Clear describing, learning how the other player refers to objects",Yes it was enjoyable and we worked well as a team,n/a,high-school,NA,NA,NA,NA,none,,TRUE
01M1PVW7YQ0ZCTA6RRXWJ4B3KT,01M1PVPWEFJ67VYTWGSHJ4XJ33,1.29,1.29,matcher,180,TRUE,TRUE,game ended,4,4,1788547902161,1788547974508,1788548434843,1788548435369,0,TRUE,entered_training,1788548434843,0,0.526,25,Female,I tried to look for unique things in each shape that my partner could easily identify,"Yes, I did because it was fun to read and try to understand their descriptions.",no problems were encountered.,master,NA,NA,NA,NA,none,,TRUE
01M1PVY5V93JDTFCY85HPV0HXQ,01M1PVPVN58XQ8WD43NR9G03HY,0,0,matcher,180,NA,FALSE,game ended,4,4,1788547816157,1788547834975,1788548209870,1788548210372,1,TRUE,entered_training,1788548209870,0,0.502,28,Female,I was trying to find familiar shapes and then looking for clear differences to decipher similar images.,"No, my partner did not respond.",,bachelor,NA,NA,partner-stopped,,none,,TRUE
01M1PVTT2S65E92KY2MEBBPQJJ,null,NA,NA,NA,NA,NA,NA,no more games,NA,NA,NA,NA,NA,NA,NA,NA,never_reached_pretest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
01M1PVVGK7YYGQ5027KQX2QHD9,null,NA,NA,NA,NA,NA,NA,no more games,NA,NA,NA,NA,NA,NA,NA,NA,never_reached_pretest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
01M1PVZYRHDVK94JBPD96A2FVY,01M1PVPXF92SZVFC9KBGN1TRXM,1.23,1.23,matcher,270,TRUE,TRUE,game ended,4,4,1788548185967,1788548273427,1788548851456,1788548852040,0,TRUE,entered_training,1788548851456,0,0.584,23,Male,I described the shapes like what they resemble in real life,yes because we were in sync,N/A,master,NA,NA,NA,NA,none,,TRUE
01M1PVWA1X29BFHS0PJZNRNG6N,null,NA,NA,NA,NA,NA,NA,no more games,NA,NA,NA,NA,NA,NA,NA,NA,never_reached_pretest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
01M1PVXZCG5HBAN48J4YM7CT4J,01M1PVPTMYJEMSH2D4PPK54AQC,0.96,0.96,matcher,90,TRUE,TRUE,game ended,4,4,1788547833427,1788547841793,1788548219635,1788548255871,0,TRUE,entered_training,1788548219635,0,36.236,50,woman,try and identify most recognisable shape. look for unique features compared to other shapes,"to an extent, sometimes frustrated that they did not stick with working descriptions",n/a,other,NA,NA,NA,NA,none,,TRUE
01M1PW0D4ZAVDKKC400YF4QTQK,null,NA,NA,NA,NA,NA,NA,no more games,NA,NA,NA,NA,NA,NA,NA,NA,never_reached_pretest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
01M1PVV814JAK5E0B8FJ0BXD7V,null,NA,NA,NA,NA,NA,NA,no more games,NA,NA,NA,NA,NA,NA,NA,TRUE,never_reached_pretest,NA,NA,NA,NA,NA,NA,NA,NA,NA,nogame,TRUE,NA,NA,NA,NA,TRUE
01M1PVVTHSCRB56WAFX0KRCSX2,01M1PVPTMT2TF5TMW6DY08RG1A,1.38,1.38,director,90,TRUE,TRUE,game ended,4,4,1788547794161,1788547802789,1788548650505,1788548808160,0,TRUE,entered_training,1788548807106,156.601,1.054,30,Female,Recognizing language my partner used,Yes. It was fun seeing their interpretation of the shapes,None,master,NA,NA,NA,NA,none,,TRUE
01M1PW2CPJZWZCS4CEFQK3XTQJ,null,NA,NA,NA,NA,NA,NA,no more games,NA,NA,NA,NA,NA,NA,NA,TRUE,never_reached_pretest,NA,NA,NA,NA,NA,NA,NA,NA,NA,nogame,TRUE,NA,NA,NA,NA,TRUE
01M1PWD5NE4VVV7NW46K2R05YS,01M1PVPY05YMN5QBCZG3YB2C9A,0,0,director,0,NA,FALSE,game ended,4,4,1788548362302,1788548524125,NA,NA,5,TRUE,stuck_in_pretest,1788548954424,NA,NA,22,Man,"Worked on recognizing individual visual cues, such as spikes or floaters, and developed quick verbal shortcuts with my partner through repeated trials.","Found the collaborative process exciting and fulfilling, especially the way communication progressed into a perfectly synchronized puzzle solving process.","Observed a well-designed overall platform experience, whereby difficulties in discerning different block-like shapes at the onset proved to be easily overcome through successive rounds.",high-school,NA,NA,my-connection,I guess my internet dropped out,none,,TRUE
01M1PVTRYDJNHHT05DKBKN76E5,01M1PVPSF9NDAT0BF7G6FNHKYQ,1.41,1.41,matcher,90,TRUE,TRUE,game ended,4,4,1788547719808,1788547722828,1788548093002,1788548096804,0,TRUE,entered_training,1788548093002,0,3.802,38,female,I just tried to go with what my partner would understand by using their words,yes it was fun because we only missed one the whole game and it was my fault.,none,high-school,NA,NA,NA,NA,none,,TRUE
01M1PVWG3MVC1D7FV8A8CY40QY,01M1PVPWZ82WNHXNHFM772HZSY,1.41,1.41,matcher,270,TRUE,TRUE,game ended,4,4,1788547921732,1788547930343,1788548766485,1788548767014,0,TRUE,entered_training,1788548766485,0,0.529,66,female,describe as accurately as possible,"yes, we understood each others directions well and could go fast",no problems,other,NA,NA,NA,NA,none,,TRUE
01M1PWCSZ009AB316ZJ27FKYWY,null,NA,NA,NA,NA,NA,NA,no more games,NA,NA,NA,NA,NA,NA,NA,TRUE,never_reached_pretest,NA,NA,NA,NA,NA,NA,NA,NA,NA,nogame,TRUE,NA,NA,NA,NA,TRUE
01M1PVW5BM9J57HJX5KJ260RG3,01M1PVPVN43CJ2ZQS2FA0GJ1TX,1.38,1.38,director,180,TRUE,TRUE,game ended,4,4,1788547866397,1788547880224,1788548058483,1788548205539,0,TRUE,entered_training,1788548205961,147.478,-0.422,34,female,I was getting to know how my partner would describe the shapes,yes! it was really fun! they did very well.,,bachelor,NA,NA,NA,NA,none,,TRUE
01M1PVW5G591MZ9WXE41XZDX0Y,01M1PVPY0135RYKX6QNWJW9HQ7,1.41,1.41,matcher,0,TRUE,TRUE,game ended,4,4,1788548095323,1788548107462,1788548299317,1788548527342,0,TRUE,entered_training,1788548526346,227.029,0.996,42,woman,short description of what makes the shape most notable,"Yes, it was fun, but it got repetitive",None,master,NA,NA,NA,NA,none,,TRUE
01M1PVV4T08CWVFCAHVD9FMRR2,01M1PVPVN19AKJQXAJWG447XT1,1.41,1.41,director,180,TRUE,TRUE,game ended,4,4,1788547826843,1788547842529,1788548755259,1788548757428,0,TRUE,entered_training,1788548755259,0,2.169,45,female,simple instructions that describes something distinct,"It was fine, partner did well",,bachelor,NA,NA,NA,NA,none,,TRUE
01M1PVVBRZ3YZPYCQZYDADYMR6,01M1PVPXF92SZVFC9KB45KHNG3,1.41,1.41,director,270,TRUE,TRUE,game ended,4,4,1788548014478,1788548026904,1788548462105,1788548462658,0,TRUE,entered_training,1788548462105,0,0.553,20,Woman,"I related the shapes to recognizable things like mountains, hearts, teeth. If there was anything distinct on the chosen shape I would just say that, such as a certain cut out none of the other shapes had. ","I did, it was surprisingly fun. We had our own descriptions of certain shapes that we could use as the rounds went on. ",Everythings good :),high-school,NA,NA,NA,NA,none,,TRUE
01M1PVV1FSQ931Q08DC040FF4H,01M1PVPTMYJEMSH2D4PPK54AQC,0.96,0.96,director,90,TRUE,TRUE,game ended,4,4,1788547832891,1788547836432,1788548013610,1788548255379,0,TRUE,entered_training,1788548219635,206.025,35.744,55,male,tried to say what it looked like to me,yes. they were good at giving clues,this was fun. thank you,bachelor,NA,NA,NA,NA,none,,TRUE
01M1PVV2HGBFFFP8TQ2JTHYBNF,01M1PVPWZ82WNHXNHFM772HZSY,1.41,1.41,director,270,TRUE,TRUE,game ended,4,4,1788547921951,1788547925587,1788548345467,1788548767269,0,TRUE,entered_training,1788548766485,421.018,0.784,48,female,simplicity and consistency,yes - we worked out each other's language quite quickly,NA,master,NA,NA,NA,NA,none,,TRUE
01M1PWKCK0W616GHXFP3J9W4GR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,never_reached_pretest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
01M1PVVNH6WEMGKMEM2F9XPCJS,01M1PVPSFBNZXW40G11G9DGVKY,1.32,1.32,matcher,90,TRUE,TRUE,game ended,4,4,1788547737216,1788547748098,1788548096408,1788548163316,0,TRUE,entered_training,1788548162756,66.348,0.56,43,Female,I kind of found a shorthand with my partner for certain shapes that we both quickly understood.,"Yeah, it was really fun! I just always like little games like this.","No problems, I had a laugh!",master,NA,NA,NA,NA,none,,TRUE
01M1PW8YBJZ80PCQ26XFE5S7DC,null,NA,NA,NA,NA,NA,NA,no more games,NA,NA,NA,NA,NA,NA,NA,NA,never_reached_pretest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
01M1PVV9N1B5JSVGVHP53ND1FH,01M1PVPWEGF3RQQ2BZJMHJW5WT,1.35,1.35,director,180,TRUE,TRUE,game ended,4,4,1788547895369,1788547902050,1788548495405,1788548843245,0,TRUE,entered_training,1788548840860,345.455,2.385,39,male,I described the shapes by thinking about what the top and bottom sections looked like.,"Yes, my partner was able to provide brief descriptions that made sense. ",,bachelor,NA,NA,NA,NA,none,,TRUE
01M1PVW75JX1QRKD2FQCCBJ017,01M1PVPWEJQS052PE7X7E1TZK9,1.44,1.44,matcher,180,TRUE,TRUE,game ended,4,4,1788547933943,1788547946188,1788548494467,1788548494916,0,TRUE,entered_training,1788548494467,0,0.449,27,Female,Tried to relate the shapes to known objects,"Yes, I found it easy and efficient to communicate",I didn't encounter any problems,bachelor,NA,NA,NA,NA,none,,TRUE
