id,batchID,batchIDLastChangedAt,chat,chatLastChangedAt,director,correct,correctLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,numTrials,numTrialsLastChangedAt,repNum,repNumLastChangedAt,reps,repsLastChangedAt,response,responseLastChangedAt,stageIndex,stageIndexLastChangedAt,start,startLastChangedAt,tangramURLs,tangramURLsLastChangedAt,target,targetLastChangedAt,targetNum,targetNumLastChangedAt,trialNum,trialNumLastChangedAt
01JH1S9WNBBDFJ45WV4BY0SFFV,01JH1RNKCC69MGANW7P8YZKMM5,2025-01-08T01:43:42.507494163Z,"[{""text"":""3 on legs"",""sender"":{""id"":""01JH1RYS7YE3EGV2KWJZVF22GA"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-08T01:58:55.991097812Z,01JH1RYS7YE3EGV2KWJZVF22GA,TRUE,2025-01-08T01:59:02.073764428Z,TRUE,2025-01-08T01:59:02.065202322Z,01JH1RNKD1F4YDF1363KM31BGV,2025-01-08T01:43:42.507494163Z,51,2025-01-08T01:43:42.507494163Z,65,2025-01-08T01:43:42.507494163Z,3,2025-01-08T01:43:42.507494163Z,4,2025-01-08T01:43:42.507494163Z,/tangrams/42_452.png,2025-01-08T01:59:02.073764428Z,2,2025-01-08T01:43:43.192549605Z,TRUE,2025-01-08T01:58:52.823843995Z,"[""/tangrams/39_234.png"",""/tangrams/40_449.png"",""/tangrams/302_112.png"",""/tangrams/42_452.png""]",2025-01-08T01:43:42.507494163Z,/tangrams/42_452.png,2025-01-08T01:43:42.507494163Z,4,2025-01-08T01:43:42.507494163Z,51,2025-01-08T01:43:42.507494163Z
01JH1S9WNH046CKJS1PJV6KF2D,01JH1RNKCC69MGANW7P8YZKMM5,2025-01-08T01:43:42.513872811Z,"[{""text"":""batman arrow"",""sender"":{""id"":""01JH1RYS7YE3EGV2KWJZVF22GA"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-08T01:59:44.228893316Z,01JH1RYS7YE3EGV2KWJZVF22GA,TRUE,2025-01-08T01:59:49.36646861Z,TRUE,2025-01-08T01:59:49.359785132Z,01JH1RNKD1F4YDF1363KM31BGV,2025-01-08T01:43:42.513872811Z,55,2025-01-08T01:43:42.513872811Z,65,2025-01-08T01:43:42.513872811Z,3,2025-01-08T01:43:42.513872811Z,4,2025-01-08T01:43:42.513872811Z,/tangrams/302_449.png,2025-01-08T01:59:49.36646861Z,2,2025-01-08T01:43:43.253068231Z,TRUE,2025-01-08T01:59:38.901238948Z,"[""/tangrams/39_112.png"",""/tangrams/42_452.png"",""/tangrams/40_234.png"",""/tangrams/302_449.png""]",2025-01-08T01:43:42.513872811Z,/tangrams/302_449.png,2025-01-08T01:43:42.513872811Z,8,2025-01-08T01:43:42.513872811Z,55,2025-01-08T01:43:42.513872811Z
01JH1TYFMB3BYCH50NHSY2HHCM,01JH1RNKCC69MGANW7P8YZKMM5,2025-01-08T02:12:25.867769006Z,"[{""text"":""hat with ears thick bottom"",""sender"":{""id"":""01JH1TR8ECRZPYVP7GM68GA1TB"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}},{""text"":""the ears dont have hat?"",""sender"":{""id"":""01JH1TP13P9NGTFRTZAQXW7JAK"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}},{""text"":""traingle on top??"",""sender"":{""id"":""01JH1TP13P9NGTFRTZAQXW7JAK"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}},{""text"":""box with ears"",""sender"":{""id"":""01JH1TR8ECRZPYVP7GM68GA1TB"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-08T02:22:53.170241419Z,01JH1TR8ECRZPYVP7GM68GA1TB,TRUE,2025-01-08T02:23:02.371061171Z,TRUE,2025-01-08T02:23:02.36264549Z,01JH1RNKD1F4YDF136339GBTVG,2025-01-08T02:12:25.867769006Z,18,2025-01-08T02:12:25.867769006Z,65,2025-01-08T02:12:25.867769006Z,1,2025-01-08T02:12:25.867769006Z,4,2025-01-08T02:12:25.867769006Z,/tangrams/193_322.png,2025-01-08T02:23:02.371061171Z,2,2025-01-08T02:12:26.208132784Z,TRUE,2025-01-08T02:22:07.61569409Z,"[""/tangrams/193_322.png"",""/tangrams/467_322.png"",""/tangrams/193_396.png"",""/tangrams/467_396.png""]",2025-01-08T02:12:25.867769006Z,/tangrams/193_322.png,2025-01-08T02:12:25.867769006Z,3,2025-01-08T02:12:25.867769006Z,18,2025-01-08T02:12:25.867769006Z
01JH1VR7XFTT1SS2HAH6RE32YY,01JH1RZ3FXNX28XM2FHQ5ANPD8,2025-01-08T02:26:29.935157103Z,,,,,,FALSE,2025-01-08T02:26:29.935157103Z,01JH1RZ3GH74K3GNA5D6GHEBK3,2025-01-08T02:26:29.935157103Z,24,2025-01-08T02:26:29.935157103Z,65,2025-01-08T02:26:29.935157103Z,1,2025-01-08T02:26:29.935157103Z,4,2025-01-08T02:26:29.935157103Z,,,2,2025-01-08T02:26:30.433662985Z,FALSE,2025-01-08T02:26:29.935157103Z,"[""/tangrams/143_146.png"",""/tangrams/109_153.png"",""/tangrams/352_28.png"",""/tangrams/440_270.png""]",2025-01-08T02:26:29.935157103Z,/tangrams/143_146.png,2025-01-08T02:26:29.935157103Z,9,2025-01-08T02:26:29.935157103Z,24,2025-01-08T02:26:29.935157103Z
01JH1TYFNKC1JR0MTMAE8KQ91N,01JH1RNKCC69MGANW7P8YZKMM5,2025-01-08T02:12:25.907340896Z,"[{""text"":""wide arms, triangle and box top"",""sender"":{""id"":""01JH1TP13P9NGTFRTZAQXW7JAK"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-08T02:34:49.896782022Z,01JH1TP13P9NGTFRTZAQXW7JAK,TRUE,2025-01-08T02:35:01.167052463Z,TRUE,2025-01-08T02:35:01.156441837Z,01JH1RNKD1F4YDF136339GBTVG,2025-01-08T02:12:25.907340896Z,51,2025-01-08T02:12:25.907340896Z,65,2025-01-08T02:12:25.907340896Z,3,2025-01-08T02:12:25.907340896Z,4,2025-01-08T02:12:25.907340896Z,/tangrams/467_92.png,2025-01-08T02:35:01.167052463Z,2,2025-01-08T02:12:26.697456983Z,TRUE,2025-01-08T02:34:42.555075865Z,"[""/tangrams/467_396.png"",""/tangrams/277_92.png"",""/tangrams/277_396.png"",""/tangrams/467_92.png""]",2025-01-08T02:12:25.907340896Z,/tangrams/467_92.png,2025-01-08T02:12:25.907340896Z,4,2025-01-08T02:12:25.907340896Z,51,2025-01-08T02:12:25.907340896Z
01JH1TYFNVKSX0FYZ5W4JT340A,01JH1RNKCC69MGANW7P8YZKMM5,2025-01-08T02:12:25.91553839Z,"[{""text"":""stick bottom, wearing hat"",""sender"":{""id"":""01JH1TP13P9NGTFRTZAQXW7JAK"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}},{""text"":""??"",""sender"":{""id"":""01JH1TR8ECRZPYVP7GM68GA1TB"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-08T02:23:54.054131376Z,01JH1TP13P9NGTFRTZAQXW7JAK,TRUE,2025-01-08T02:24:02.421858778Z,TRUE,2025-01-08T02:24:02.414141931Z,01JH1RNKD1F4YDF136339GBTVG,2025-01-08T02:12:25.91553839Z,21,2025-01-08T02:12:25.91553839Z,65,2025-01-08T02:12:25.91553839Z,1,2025-01-08T02:12:25.91553839Z,4,2025-01-08T02:12:25.91553839Z,/tangrams/277_468.png,2025-01-08T02:24:02.421858778Z,2,2025-01-08T02:12:26.263822329Z,TRUE,2025-01-08T02:23:47.046255988Z,"[""/tangrams/193_468.png"",""/tangrams/277_92.png"",""/tangrams/277_468.png"",""/tangrams/193_92.png""]",2025-01-08T02:12:25.91553839Z,/tangrams/277_468.png,2025-01-08T02:12:25.91553839Z,6,2025-01-08T02:12:25.91553839Z,21,2025-01-08T02:12:25.91553839Z
01JH1VNHDTNXXWWC74TJ40B2PD,01JH1RNKCC69MGANW7P8YZKMM5,2025-01-08T02:25:01.370611678Z,"[{""text"":""looks like a face of someone wearing a hat. but also looks like xmas tree in the center bc of the leaves"",""sender"":{""id"":""01JH1VF69VKRXECWJFN6MMJE31"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-08T02:31:15.635992238Z,01JH1VF69VKRXECWJFN6MMJE31,TRUE,2025-01-08T02:31:23.242110066Z,TRUE,2025-01-08T02:31:23.233377752Z,01JH1RNKD2HQ69CE1BZAFW44AV,2025-01-08T02:25:01.370611678Z,12,2025-01-08T02:25:01.370611678Z,65,2025-01-08T02:25:01.370611678Z,0,2025-01-08T02:25:01.370611678Z,4,2025-01-08T02:25:01.370611678Z,/tangrams/296_96.png,2025-01-08T02:31:23.242110066Z,2,2025-01-08T02:25:01.712511129Z,TRUE,2025-01-08T02:30:52.750788954Z,"[""/tangrams/382_443.png"",""/tangrams/296_96.png"",""/tangrams/56_425.png"",""/tangrams/191_115.png""]",2025-01-08T02:25:01.370611678Z,/tangrams/296_96.png,2025-01-08T02:25:01.370611678Z,13,2025-01-08T02:25:01.370611678Z,12,2025-01-08T02:25:01.370611678Z
01JH1VNHG2MPYQGGDH38TF7ZH5,01JH1RNKCC69MGANW7P8YZKMM5,2025-01-08T02:25:01.442395393Z,"[{""text"":""The one that looks like hair at the bottom again"",""sender"":{""id"":""01JH1VEPKR55R7V6827PAH8PT2"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}},{""text"":""With the M in white"",""sender"":{""id"":""01JH1VEPKR55R7V6827PAH8PT2"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-08T02:37:50.028753053Z,01JH1VEPKR55R7V6827PAH8PT2,TRUE,2025-01-08T02:37:57.239179115Z,TRUE,2025-01-08T02:37:57.23127272Z,01JH1RNKD2HQ69CE1BZAFW44AV,2025-01-08T02:25:01.442395393Z,27,2025-01-08T02:25:01.442395393Z,65,2025-01-08T02:25:01.442395393Z,1,2025-01-08T02:25:01.442395393Z,4,2025-01-08T02:25:01.442395393Z,/tangrams/88_402.png,2025-01-08T02:37:57.239179115Z,2,2025-01-08T02:25:01.959559423Z,TRUE,2025-01-08T02:37:35.301121192Z,"[""/tangrams/88_402.png"",""/tangrams/370_281.png"",""/tangrams/56_425.png"",""/tangrams/166_11.png""]",2025-01-08T02:25:01.442395393Z,/tangrams/88_402.png,2025-01-08T02:25:01.442395393Z,12,2025-01-08T02:25:01.442395393Z,27,2025-01-08T02:25:01.442395393Z
01JH1WYE6CGAC3KNWNDBB3M0BM,01JH1RZ3FXNX28XM2FHQ5ANPD8,2025-01-08T02:47:21.549014099Z,"[{""text"":""soz"",""sender"":{""id"":""01JH1WP8T8D8942KJP7939E0QY"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}},{""text"":""e block on right"",""sender"":{""id"":""01JH1WP8T8D8942KJP7939E0QY"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-08T03:12:17.890871155Z,01JH1WP8T8D8942KJP7939E0QY,TRUE,2025-01-08T03:12:26.842955806Z,TRUE,2025-01-08T03:12:26.825934176Z,01JH1RZ3GD0THX4NKEW5HKYMMW,2025-01-08T02:47:21.549014099Z,48,2025-01-08T02:47:21.549014099Z,65,2025-01-08T02:47:21.549014099Z,3,2025-01-08T02:47:21.549014099Z,4,2025-01-08T02:47:21.549014099Z,/tangrams/199_364.png,2025-01-08T03:12:26.842955806Z,2,2025-01-08T02:47:22.93447236Z,TRUE,2025-01-08T03:12:06.889606028Z,"[""/tangrams/199_367.png"",""/tangrams/199_364.png"",""/tangrams/135_367.png"",""/tangrams/135_364.png""]",2025-01-08T02:47:21.549014099Z,/tangrams/199_364.png,2025-01-08T02:47:21.549014099Z,1,2025-01-08T02:47:21.549014099Z,48,2025-01-08T02:47:21.549014099Z
01JH1X437N9V73NXM20854DEK0,01JH1WW7QKT734J4BTTP6T2BKS,2025-01-08T02:50:26.933246116Z,"[{""text"":""human head with big arrow down"",""sender"":{""id"":""01JH1WQ89WAW76SBJ8QEW6ARRB"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-08T03:33:41.47504384Z,01JH1WQ89WAW76SBJ8QEW6ARRB,FALSE,2025-01-08T03:33:48.780777086Z,TRUE,2025-01-08T03:33:48.762176764Z,01JH1WW7R5Q785SD4MBPFQ5QYB,2025-01-08T02:50:26.933246116Z,54,2025-01-08T02:50:26.933246116Z,65,2025-01-08T02:50:26.933246116Z,3,2025-01-08T02:50:26.933246116Z,4,2025-01-08T02:50:26.933246116Z,/tangrams/201_402.png,2025-01-08T03:33:48.780777086Z,2,2025-01-08T02:50:28.537640294Z,TRUE,2025-01-08T03:33:24.327515323Z,"[""/tangrams/262_217.png"",""/tangrams/201_402.png"",""/tangrams/201_217.png"",""/tangrams/262_402.png""]",2025-01-08T02:50:26.933246116Z,/tangrams/201_217.png,2025-01-08T02:50:26.933246116Z,7,2025-01-08T02:50:26.933246116Z,54,2025-01-08T02:50:26.933246116Z
01JH1X438WJDCTGYMJMNEHXACJ,01JH1WW7QKT734J4BTTP6T2BKS,2025-01-08T02:50:26.972688586Z,"[{""text"":""gun like on two white eyes and a diamond to right"",""sender"":{""id"":""01JH1WQ89WAW76SBJ8QEW6ARRB"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-08T03:37:31.617894392Z,01JH1WQ89WAW76SBJ8QEW6ARRB,TRUE,2025-01-08T03:37:40.336309102Z,TRUE,2025-01-08T03:37:40.324302313Z,01JH1WW7R5Q785SD4MBPFQ5QYB,2025-01-08T02:50:26.972688586Z,60,2025-01-08T02:50:26.972688586Z,65,2025-01-08T02:50:26.972688586Z,3,2025-01-08T02:50:26.972688586Z,4,2025-01-08T02:50:26.972688586Z,/tangrams/262_418.png,2025-01-08T03:37:40.336309102Z,2,2025-01-08T02:50:28.686615096Z,TRUE,2025-01-08T03:37:02.800468241Z,"[""/tangrams/262_217.png"",""/tangrams/201_217.png"",""/tangrams/201_418.png"",""/tangrams/262_418.png""]",2025-01-08T02:50:26.972688586Z,/tangrams/262_418.png,2025-01-08T02:50:26.972688586Z,13,2025-01-08T02:50:26.972688586Z,60,2025-01-08T02:50:26.972688586Z
