roundID,gameID,trialNum,playerID,text,director_msg
01M215B13EGRJNEPVDXG6H3BYQ,01M20X13PPQ56SF2D1TXYZ1GT1,47,01M21549E1T7PGG1H0FCWWP74Z,Thanks for being a great partner. Sorry I messed up two of them.,TRUE
01M215B13EGRJNEPVDXG6H3BYQ,01M20X13PPQ56SF2D1TXYZ1GT1,47,01M21549E1T7PGG1H0FCWWP74Z,Diagonal foot.,TRUE
01M215DN3F9BG1NYWES9DK21XB,01M20X15BBYTN3YPSFQGJ5ZXF5,29,01M21552Z3FC5ZE6SYNEHHVAW4,"black zig zag top, flat base",TRUE
01M215K2TJPQ9GCPPXE179R79S,01M20X175HY3CRCTEMGHN0JEQ3,7,01M2154HBQMMKX5AJ9BGZ61E13,Cat head to the left,TRUE
01M215B140055AC6H90DG8K0JT,01M20X13PPQ56SF2D1TXYZ1GT1,46,01M2155RV91S7EYVKS22CN3J6W,also snake tail,TRUE
01M215D096655SWZNGCJ93PPQV,01M20X14TW6FQW067YRK6RNDKN,40,01M2156K7QTNRYHY4BTF9XK016,xmas tree,TRUE
01M215EGVS3E285Y6WAX1V4339,01M20X15T7F67D04XT463JKFRX,32,01M21557T3YDBSX3GT1DB1X6ZD,duck side pose,TRUE
01M215K35H5NA82FXR1EREPZP4,01M20X175HY3CRCTEMGHN0JEQ3,16,01M2154P1EJW4QYGH77ZY8V300,downward dragon,TRUE
01M215Z2ZJY2EX6QD0JYA8MQQG,01M20X14TTKZWGB70XGMAFRR2H,23,01M215F66CRM1GV0R6SDQ69WCM,"an inverted triangle atop a rectangle, with a ""shirt collar"" at the bottom right",TRUE
01M215Z33ZDFDBHDPYKGBH9W4Z,01M20X14TTKZWGB70XGMAFRR2H,27,01M215F66CRM1GV0R6SDQ69WCM,"at the top, a rectangle, with two triangles pointing out of each side at the center, and a ""shirt collar"" in the lower right",TRUE
01M215EH1MBKYXEXK2YP6K0TH1,01M20X15T7F67D04XT463JKFRX,23,01M2154MFSP4VTTH1ZQNHW7C0J,m on top of a t,TRUE
01M215Z3JQPEW38Q8RN2HCWC39,01M20X14TTKZWGB70XGMAFRR2H,41,01M215F66CRM1GV0R6SDQ69WCM,"a ""face"" with a square at the upper right, beaked nose, rectangle at the center left, atop a small trapezoid",TRUE
01M20YD5Z2X3SKBB8G315J36CQ,01M20WZK57NAX0A8X7B3WNHQN9,45,01M20XW9BF9HJ5QA1N7YCTN8ZM,"Four spikes on bottom, rectangle in centre",TRUE
01M214KY5P8QVWRYQTRBSQF7WK,01M20X12WH32MX7V56M1SN262T,31,01M214AY9SMBAC3FWH0EN358MB,left arrow,TRUE
01M214KY5P8QVWRYQTRBSQF7WK,01M20X12WH32MX7V56M1SN262T,31,01M214C29BTAAYH03KHSYPYBMR,not advancing for you too?,FALSE
01M21534BXE5QRN6QTK3ZQX5J9,01M20X13PNQ3DCXFM6ND825C25,33,01M214JN3YRRY4RAVQ10A1MK5E,k backwards c tr,TRUE
01M215B0XP8Z5D56G03CBKT901,01M20X13PPQ56SF2D1TXYZ1GT1,18,01M2155RV91S7EYVKS22CN3J6W,flat top arrow to the right diagonal foot,TRUE
01M215HHR7Z407ENWDQMKNETC8,01M20X148Y8KBRQFNJT9HAMJT5,30,01M214DZ3N8JPJ1Z6KSP8PYNZQ,h,FALSE
01M215HHR7Z407ENWDQMKNETC8,01M20X148Y8KBRQFNJT9HAMJT5,30,01M214PMGV2W0E0MG6FCTN05EB,x and T,TRUE
01M215HHR7Z407ENWDQMKNETC8,01M20X148Y8KBRQFNJT9HAMJT5,30,01M214DZ3N8JPJ1Z6KSP8PYNZQ,"bow tie, traiangle T, snake, arrow, rocket... dont asay r or ""sharp"" m. thanks. lol",FALSE
01M215HHR7Z407ENWDQMKNETC8,01M20X148Y8KBRQFNJT9HAMJT5,30,01M214PMGV2W0E0MG6FCTN05EB,x and whale,TRUE
01M215HJVMMD2C59PCK5DJ81RY,01M20X148Y8KBRQFNJT9HAMJT5,6,01M214DZ3N8JPJ1Z6KSP8PYNZQ,hi,FALSE
01M20Z96DHS4Q43GWNDEVY1YF4,01M20X11N92ZFWXFVKY2CVEME8,1,01M20YR2K07K9X60T54DN4Z8Q0,say something,FALSE
01M214KY8G5298AQTMG6N1G6TS,01M20X12WH32MX7V56M1SN262T,45,01M214AY9SMBAC3FWH0EN358MB,wolf,TRUE
01M215GFMW7SFYT3BVBZ5RMBKZ,01M20X14TPRK3E5KMRXWZZW19Q,1,01M214C4QNBNJ9JQSE7YJ5TDCV,can you provide a description?,FALSE
01M215GFMW7SFYT3BVBZ5RMBKZ,01M20X14TPRK3E5KMRXWZZW19Q,1,01M214B7NK5TMY7WTYY3DVP911,sideway hanger,TRUE
01M215GFPFADZX12X926WNPXQH,01M20X14TPRK3E5KMRXWZZW19Q,3,01M214B7NK5TMY7WTYY3DVP911,looks like a ship and parellogram,TRUE
01M215GG0ACCNYHVHB7YD71GNG,01M20X14TPRK3E5KMRXWZZW19Q,15,01M214B7NK5TMY7WTYY3DVP911,the left part is pointing down,TRUE
01M20YD60T67G6PDSN4XDDTAKK,01M20WZK57NAX0A8X7B3WNHQN9,37,01M20XW9BF9HJ5QA1N7YCTN8ZM,Spiky monster,TRUE
01M214YX9JCCRP2GNVE7CS5T3X,01M20X148VH9T6HPBHADHZGVW4,34,01M214D5P3NXWG18WF1J3F1VFS,four teeth facing left,TRUE
01M215AA5AAFQSJQQ9D2QTYBP0,01M20X12WE7PPHA7JSTZZ2E6FT,38,01M2154T01JJAXZD005VWMS05B,dragon's tail,TRUE
01M215DN7HSD98H75CTPP92Y49,01M20X15BBYTN3YPSFQGJ5ZXF5,36,01M21567THKMHSR683ZH4K0TNA,White triangle towards the right. Arrow base.,TRUE
01M215M0Z2XE7EK5MJ1SYPQGQT,01M215K1RCENCVM87G4759AF5H,3,01M21569Y0RK1B1KAXYKBVZA95,big cylander 2 spikes oat top wide base,TRUE
01M215Z3GGBGYE47QHNV2TGNNQ,01M20X14TTKZWGB70XGMAFRR2H,39,01M215F66CRM1GV0R6SDQ69WCM,a T at the top and a forked tail,TRUE
01M20XZD9F6ED388A7V08ZV0PR,01M20WZK596SFHM9YDB6TD7NK1,3,01M20X6CEXP7W9NTPEWK7QNX8Z,looks like spaceship or boat with 3 triangles on top,TRUE
01M20XZD9F6ED388A7V08ZV0PR,01M20WZK596SFHM9YDB6TD7NK1,3,01M20XSN3R16DSBXVRQKQSS665,is upside down house look or other one,FALSE
01M20XZD9F6ED388A7V08ZV0PR,01M20WZK596SFHM9YDB6TD7NK1,3,01M20X6CEXP7W9NTPEWK7QNX8Z,other one,TRUE
01M214YX55G30K4J5ZPQC8N153,01M20X148VH9T6HPBHADHZGVW4,17,01M214CEQK5BQH1Z1J11PQVC16,triangle pointing to middle (left),TRUE
01M215K3VK3G6G0JT4VP558SDB,01M20X175HY3CRCTEMGHN0JEQ3,39,01M2154HBQMMKX5AJ9BGZ61E13,pig head,TRUE
01M20XZDCNNDWXAJSD7BPFAK86,01M20WZK596SFHM9YDB6TD7NK1,29,01M20X6CEXP7W9NTPEWK7QNX8Z,z with legs.. no window,TRUE
01M214K21519QB02APQ3RFG76J,01M20X11N5A2NXXZZPJ1AXFSW6,40,01M214ERNYBYY3EBY90CCRQDQJ,arrow pointing left,TRUE
01M214KY3DW3K5KMMQR8NV68VC,01M20X12WH32MX7V56M1SN262T,19,01M214AY9SMBAC3FWH0EN358MB,looks like running,TRUE
01M214YWXJ1QDJ718Z4KYDMHQ5,01M20X148VH9T6HPBHADHZGVW4,4,01M214D5P3NXWG18WF1J3F1VFS,has a white oblong area in the centre/surrounded by the black shape,TRUE
01M214YWXJ1QDJ718Z4KYDMHQ5,01M20X148VH9T6HPBHADHZGVW4,4,01M214D5P3NXWG18WF1J3F1VFS,"has a white oblong area in the centre/surrounded by the black shape, almost like a handle",TRUE
01M214YX7748SY1E1JC951KVD9,01M20X148VH9T6HPBHADHZGVW4,25,01M214CEQK5BQH1Z1J11PQVC16,like a dog.  triangle on left,TRUE
01M215AAA3HGW5VPT8DHH52E83,01M20X12WE7PPHA7JSTZZ2E6FT,4,01M2154T01JJAXZD005VWMS05B,this has 3 rectangles that stick out the side facing the left,TRUE
01M215AAGXK9ZTVW5TD1KDT1NC,01M20X12WE7PPHA7JSTZZ2E6FT,14,01M2154T01JJAXZD005VWMS05B,"house with half covered in white, sharp triangle pointing right",TRUE
01M215BKWSHJHH798JYESCG15K,01M20X148Y8KBRQFNJTS9AKRW4,20,01M2154JXMHS9BTWF8FWDE7774,Bird head with beak on left. Rectangle window cut out in middle.,TRUE
01M20XZDAFA6THT3H5HJZWFSTP,01M20WZK596SFHM9YDB6TD7NK1,44,01M20XSN3R16DSBXVRQKQSS665,3triangles top house bottom,TRUE
01M215AAJG0264JFQTYABA5SQA,01M20X12WE7PPHA7JSTZZ2E6FT,18,01M2154T01JJAXZD005VWMS05B,"upside down triangle on top, rectangle and sharp triangle pointing left",TRUE
01M215GFVSVBGNZ08XSBE110SP,01M20X14TPRK3E5KMRXWZZW19Q,9,01M214B7NK5TMY7WTYY3DVP911,swirly lines on the right,TRUE
01M215M14G3YT3DR6FDM33DA7D,01M215K1RCENCVM87G4759AF5H,42,01M215AVP11B8QPDVCJRC6C334,house!,TRUE
01M214K1ZMSF867H7H3549N9PC,01M20X11N5A2NXXZZPJ1AXFSW6,1,01M214DGSKEJ8ZAHQ4WC2E0G7N,tis looks like a jagged one finger claw,TRUE
01M214K27EV6P1ZN7GNHC5H66K,01M20X11N5A2NXXZZPJ1AXFSW6,15,01M214DGSKEJ8ZAHQ4WC2E0G7N,a one finger claw,TRUE
01M215HHPSD1M1KRC00X08SFZN,01M20X148Y8KBRQFNJT9HAMJT5,32,01M214DZ3N8JPJ1Z6KSP8PYNZQ,h,FALSE
01M215HHPSD1M1KRC00X08SFZN,01M20X148Y8KBRQFNJT9HAMJT5,32,01M214PMGV2W0E0MG6FCTN05EB,R and arrown down,TRUE
01M215HHPSD1M1KRC00X08SFZN,01M20X148Y8KBRQFNJT9HAMJT5,32,01M214DZ3N8JPJ1Z6KSP8PYNZQ,r?,FALSE
01M215HHPSD1M1KRC00X08SFZN,01M20X148Y8KBRQFNJT9HAMJT5,32,01M214DZ3N8JPJ1Z6KSP8PYNZQ,no more r,FALSE
01M215HHPSD1M1KRC00X08SFZN,01M20X148Y8KBRQFNJT9HAMJT5,32,01M214DZ3N8JPJ1Z6KSP8PYNZQ,lol,FALSE
01M215HHPSD1M1KRC00X08SFZN,01M20X148Y8KBRQFNJT9HAMJT5,32,01M214DZ3N8JPJ1Z6KSP8PYNZQ,whale or bowtie?,FALSE
01M215HHPSD1M1KRC00X08SFZN,01M20X148Y8KBRQFNJT9HAMJT5,32,01M214PMGV2W0E0MG6FCTN05EB,r down not x,TRUE
01M215HK10TQG4NH8W58GWKS6A,01M20X148Y8KBRQFNJT9HAMJT5,1,01M214PMGV2W0E0MG6FCTN05EB,hello,FALSE
01M215HK10TQG4NH8W58GWKS6A,01M20X148Y8KBRQFNJT9HAMJT5,1,01M214DZ3N8JPJ1Z6KSP8PYNZQ,Looks like a rocket facing up with two razor blades crossing it.,TRUE
01M215M23Y3EAAF70WJ6QWTBT8,01M215K1RCENCVM87G4759AF5H,9,01M21569Y0RK1B1KAXYKBVZA95,wide base,TRUE
01M215M23Y3EAAF70WJ6QWTBT8,01M215K1RCENCVM87G4759AF5H,9,01M215AVP11B8QPDVCJRC6C334,diamond and triangle on top?,FALSE
01M215M23Y3EAAF70WJ6QWTBT8,01M215K1RCENCVM87G4759AF5H,9,01M21569Y0RK1B1KAXYKBVZA95,real fat yes,TRUE
01M20YKRZREAZ25FKQ3PM8RA6F,01M20WZK5AY7SPG9YB2GY60XCH,2,01M20YD36D9GBWB9F2CSWYDDZG,Hello?,FALSE
01M215BM4HWXDGC20XAFWQ2SE1,01M20X148Y8KBRQFNJTS9AKRW4,8,01M2154JXMHS9BTWF8FWDE7774,Three distinct shapes. Pac Man on left. Frisbee in middle. C shape prong on right.,TRUE
01M215DNF456QG95JEEB59TVH3,01M20X15BBYTN3YPSFQGJ5ZXF5,30,01M21567THKMHSR683ZH4K0TNA,white triangle towards the right. Two rectangles at bottom pointing right and left,TRUE
01M215K3RVH8VYVAN6NSKWXHW7,01M20X175HY3CRCTEMGHN0JEQ3,36,01M2154P1EJW4QYGH77ZY8V300,accordin,TRUE
01M215N30XEZ0R00RR9QAMY4N8,01M215K2BSVQ6X8DX5GH1YZX6B,17,01M2157YJ34JPNQ0ZE6DJJD3G3,baby in pram again on weird cliff,TRUE
01M215N3RW1ZAPNAD07Z72Z8S6,01M215K2BSVQ6X8DX5GH1YZX6B,35,01M2157YJ34JPNQ0ZE6DJJD3G3,baby in pram on weird cliff,TRUE
01M20XZDEEHW4SJHJ793NC3DWJ,01M20WZK596SFHM9YDB6TD7NK1,23,01M20X6CEXP7W9NTPEWK7QNX8Z,rectangles on top and chimney on bottom...skinny shape,TRUE
01M20XZDEEHW4SJHJ793NC3DWJ,01M20WZK596SFHM9YDB6TD7NK1,23,01M20XSN3R16DSBXVRQKQSS665,top right design clal it spaceship with winfs (we seeinfg same image sgettin gused to it,FALSE
01M20YD5XFBANCFSNK0BKY08P3,01M20WZK57NAX0A8X7B3WNHQN9,10,01M20Y7KTG16QCRZCK67K4YDTR,"looks like wolverine's face, big gap of white in the middle",TRUE
01M20YD600EWAEW9CW30X3W4RW,01M20WZK57NAX0A8X7B3WNHQN9,41,01M20XW9BF9HJ5QA1N7YCTN8ZM,"Slanted rectangle on bottom, spiky shapes both sides",TRUE
01M215DNAXV0K5Y3G2ZQEF7MFY,01M20X15BBYTN3YPSFQGJ5ZXF5,41,01M21552Z3FC5ZE6SYNEHHVAW4,"flat base, black arrow pointing up",TRUE
01M20XZDBR9TGDX4N1W7VTGR32,01M20WZK596SFHM9YDB6TD7NK1,40,01M20XSN3R16DSBXVRQKQSS665,2 ts on top house bottom NO z,TRUE
01M214KY6K1WWQV2Z04RYM37Q3,01M20X12WH32MX7V56M1SN262T,36,01M214C29BTAAYH03KHSYPYBMR,movie,TRUE
01M215EHA2644VBQNVAP02729W,01M20X15T7F67D04XT463JKFRX,13,01M2154MFSP4VTTH1ZQNHW7C0J,duck head side profile,TRUE
01M215HJMMB9PQAXYEA7TJPDJ4,01M20X148Y8KBRQFNJT9HAMJT5,43,01M214DZ3N8JPJ1Z6KSP8PYNZQ,house 2 razors arrow down,TRUE
01M215GGETTPK75VS1SZNZDXWA,01M20X14TPRK3E5KMRXWZZW19Q,36,01M214C4QNBNJ9JQSE7YJ5TDCV,dancing man with arms stretched outright,TRUE
01M214KY1CJHGRX829BB9JBMTC,01M20X12WH32MX7V56M1SN262T,9,01M214AY9SMBAC3FWH0EN358MB,looks like an incomplete triangle with chunks missing on the corners,TRUE
01M20YD5YHZ5Q2397RCCY4CBV4,01M20WZK57NAX0A8X7B3WNHQN9,20,01M20Y7KTG16QCRZCK67K4YDTR,house on top of shapes,TRUE
01M215GFX8MP1KTTGVFC3VQ1ET,01M20X14TPRK3E5KMRXWZZW19Q,11,01M214B7NK5TMY7WTYY3DVP911,"horned animal to the, side",TRUE
01M215M15G330KBN3CFZNFB8A1,01M215K1RCENCVM87G4759AF5H,41,01M21569Y0RK1B1KAXYKBVZA95,wide base sorry,TRUE
01M215K3Z91NTEBREYK08TWXDK,01M20X175HY3CRCTEMGHN0JEQ3,43,01M2154HBQMMKX5AJ9BGZ61E13,dragon,TRUE
01M215Z2HBWF0N58V4R4TJS797,01M20X14TTKZWGB70XGMAFRR2H,11,01M215F66CRM1GV0R6SDQ69WCM,"at the top, a narrow rectangle with a triangle to its right; at the bottom a forked tail, with another thin rectangle at the center",TRUE
01M214NAYWJQT88NNP33JZCFMM,01M20X13PJV655EHMJRF5XR4PG,6,01M214E3AZ6Y0RHEASN5NQEEJN,Looks like the letters e and a stacked on top of each other,TRUE
01M215GG1WP597TCZ8W9AF2RNV,01M20X14TPRK3E5KMRXWZZW19Q,17,01M214B7NK5TMY7WTYY3DVP911,diamond blob on bottom right,TRUE
01M214YX9TBJG33YF5JV5FNNGK,01M20X148VH9T6HPBHADHZGVW4,35,01M214CEQK5BQH1Z1J11PQVC16,game controller,TRUE
01M215EH2S1DZJ8NKW3H9F0X41,01M20X15T7F67D04XT463JKFRX,21,01M2154MFSP4VTTH1ZQNHW7C0J,house with wiggly legs,TRUE
01M215HBMZEA37Q6B6Z0J99GHX,01M20X16AD7EKSEGH5WBVM39Q0,33,01M2153SDRH4EZ5F2YRG65W4Z9,"house on its side, chimney to the right",TRUE
01M215HJM03FWD93JV1M1CTH08,01M20X148Y8KBRQFNJT9HAMJT5,44,01M214DZ3N8JPJ1Z6KSP8PYNZQ,h,FALSE
01M215HJM03FWD93JV1M1CTH08,01M20X148Y8KBRQFNJT9HAMJT5,44,01M214PMGV2W0E0MG6FCTN05EB,R wing up,TRUE
01M215HJTN6KWV7D1212MXNVQK,01M20X148Y8KBRQFNJT9HAMJT5,7,01M214DZ3N8JPJ1Z6KSP8PYNZQ,a whale looking down and worm under it,TRUE
01M20YD5YYGS09TGVMMHJ9KAPK,01M20WZK57NAX0A8X7B3WNHQN9,23,01M20XW9BF9HJ5QA1N7YCTN8ZM,"Robot with arms in air, spikes along bottom",TRUE
01M215AARZ7FX05KPF1852C6T5,01M20X12WE7PPHA7JSTZZ2E6FT,33,01M2154MN76WHSRHJG8SAKSTFM,dragons tail,TRUE
01M215AAT7799W325DWZT4YRTQ,01M20X12WE7PPHA7JSTZZ2E6FT,35,01M2154MN76WHSRHJG8SAKSTFM,white block over house,TRUE
01M215BMKQNNW3B8S3B4997FX4,01M20X148Y8KBRQFNJTS9AKRW4,23,01M21546HN9E95PWNR6ZWTAMM2,"flat left, square right",TRUE
01M215EHBA4AXM399TMKGGNBK2,01M20X15T7F67D04XT463JKFRX,43,01M2154MFSP4VTTH1ZQNHW7C0J,a house on a T,TRUE
01M215CZXKCG3GNG1KDM4R8468,01M20X14TW6FQW067YRK6RNDKN,21,01M2154QPBTEQ4FE8D65KC2SJY,a sharp tail on the left and a closed white doorway,TRUE
01M215DN6TEN890SP6MAG586V5,01M20X15BBYTN3YPSFQGJ5ZXF5,35,01M21552Z3FC5ZE6SYNEHHVAW4,zig zag top,TRUE
01M215EGTM7M9G9MFN867WW7J6,01M20X15T7F67D04XT463JKFRX,34,01M21557T3YDBSX3GT1DB1X6ZD,"house on top, wings central, arrow downwards",TRUE
01M215M1V7Z3XH0CKBPZ3S0H9J,01M215K1RCENCVM87G4759AF5H,17,01M21569Y0RK1B1KAXYKBVZA95,small square bottom,TRUE
01M215N40M1Z0N2DJR1ZMTSTZX,01M215K2BSVQ6X8DX5GH1YZX6B,41,01M2157YJ34JPNQ0ZE6DJJD3G3,diamond head on boat on the weird cliff,TRUE
01M215Z2D3FWKCRCAE8EWF7NTB,01M20X14TTKZWGB70XGMAFRR2H,7,01M215F66CRM1GV0R6SDQ69WCM,"a rectangle at the top, two triangles protruding to each side, and at the bottom an S resembling a forked tail",TRUE
01M20XZDDA541F06TD86MS6DSN,01M20WZK596SFHM9YDB6TD7NK1,33,01M20X6CEXP7W9NTPEWK7QNX8Z,so easy now......backwards L on top with chimney on bottom,TRUE
01M214KY4BJPAN2HRM0528VG71,01M20X12WH32MX7V56M1SN262T,24,01M214C29BTAAYH03KHSYPYBMR,cobra,TRUE
01M215D0AH9WPGZ5MXH8C1CT2T,01M20X14TW6FQW067YRK6RNDKN,44,01M2156K7QTNRYHY4BTF9XK016,legs open,TRUE
01M214K200QXXQKQX8S651MG15,01M20X11N5A2NXXZZPJ1AXFSW6,46,01M214ERNYBYY3EBY90CCRQDQJ,finger claw,TRUE
01M215EH725614C5ETMSN3MFW5,01M20X15T7F67D04XT463JKFRX,46,01M21557T3YDBSX3GT1DB1X6ZD,m on bendy legs,TRUE
01M215EHDBRK6QP89JA2FP9XDN,01M20X15T7F67D04XT463JKFRX,40,01M21557T3YDBSX3GT1DB1X6ZD,duck side pose,TRUE
01M215Z3B95PQEP7ZBF7G192P4,01M20X14TTKZWGB70XGMAFRR2H,34,01M215FK0ZT4PGXXVV13WRHJPB,"An inverted triangle, 4 triangles and 1 rectangle in the middle at the bottom",TRUE
01M214YX05M2B46NYZZ8ZCF201,01M20X148VH9T6HPBHADHZGVW4,8,01M214D5P3NXWG18WF1J3F1VFS,has a triangle shape on the left,TRUE
01M21534J3W9X3JX445RANN556,01M20X13PNQ3DCXFM6ND825C25,23,01M214JN3YRRY4RAVQ10A1MK5E,house,TRUE
01M215AAVF682KNDFY3AQJR0W9,01M20X12WE7PPHA7JSTZZ2E6FT,27,01M2154MN76WHSRHJG8SAKSTFM,upside down triangle on top,TRUE
01M215BKYTNH92Z7DM77CCR295,01M20X148Y8KBRQFNJTS9AKRW4,17,01M21546HN9E95PWNR6ZWTAMM2,"beak down left, flat right side",TRUE
01M215CZJ7VD9S75WXV921E5AS,01M20X14TW6FQW067YRK6RNDKN,4,01M2156K7QTNRYHY4BTF9XK016,looks like pac man biting a snow angles balls off,TRUE
01M215K2W5M08T4EECFKV8GPFW,01M20X175HY3CRCTEMGHN0JEQ3,9,01M2154HBQMMKX5AJ9BGZ61E13,Triangle to the left again. meeting a square towards the middle.,TRUE
01M215Z2R8J2VF2Z7FYCAMTTSD,01M20X14TTKZWGB70XGMAFRR2H,16,01M215FK0ZT4PGXXVV13WRHJPB,A T like structure at the top and at the bottom right is a shirt collar like structure,TRUE
01M214K258JZ4W4GGCQFSBNGSQ,01M20X11N5A2NXXZZPJ1AXFSW6,25,01M214DGSKEJ8ZAHQ4WC2E0G7N,letter M,TRUE
01M215AAD8BGN6A38XKWMNPWRE,01M20X12WE7PPHA7JSTZZ2E6FT,8,01M2154T01JJAXZD005VWMS05B,Looks like bird wings with a chimney to the right,TRUE
01M20YSTQJET2RH6X6K7JQ944T,01M20X0YW80CVJTXB8KR0PJ9Z8,1,01M20YFWSW201KBFQ9VJEWCE3F,can you describe the shape?,FALSE
01M214YX6PWZQKTF97M451K7VH,01M20X148VH9T6HPBHADHZGVW4,23,01M214CEQK5BQH1Z1J11PQVC16,play station controller,TRUE
01M215B1012RCAXVKDJJZAVFZH,01M20X13PPQ56SF2D1TXYZ1GT1,14,01M2155RV91S7EYVKS22CN3J6W,snake tail,TRUE
01M215M1892PACEVY5NRMV0BKA,01M215K1RCENCVM87G4759AF5H,38,01M215AVP11B8QPDVCJRC6C334,square base,TRUE
01M214YWYZZHV1FC7M5SM3BAXQ,01M20X148VH9T6HPBHADHZGVW4,2,01M214D5P3NXWG18WF1J3F1VFS,"It's crumpled, like an accordion, with two elongated diamonds",TRUE
01M215M0ZQKPSZM00DW30MV34R,01M215K1RCENCVM87G4759AF5H,2,01M215AVP11B8QPDVCJRC6C334,"Upside down house at bottom left, triangle upside downw on bottom right, rectangle at top with triangle coming off right side",TRUE
01M215N3T6R2W30G6ZX2DKZ8KR,01M215K2BSVQ6X8DX5GH1YZX6B,36,01M2159JAWAFEZB1KH9W5K5DTC,eagle head with beak on house,TRUE
01M215BKTT5H4VWQFT2CR47XQJ,01M20X148Y8KBRQFNJTS9AKRW4,4,01M2154JXMHS9BTWF8FWDE7774,Same shape as last. Flat on both left and right. Looks like a lava lamp resting on its side.,TRUE
01M215HBZBS74EADW4CXPGDATM,01M20X16AD7EKSEGH5WBVM39Q0,45,01M2153SDRH4EZ5F2YRG65W4Z9,monster waving,TRUE
01M215Z3NAN55CZ0QQYC9CC9TJ,01M20X14TTKZWGB70XGMAFRR2H,43,01M215F66CRM1GV0R6SDQ69WCM,"an inverted triangle at the top, and a shirt collar in the lower righit",TRUE
01M20XZDC9K2GA8M2ESX0SNX5F,01M20WZK596SFHM9YDB6TD7NK1,4,01M20XSN3R16DSBXVRQKQSS665,top triangles bottom reverse Vs,TRUE
01M214NB29Y26D5R3JVNKSNE7D,01M20X13PJV655EHMJRF5XR4PG,15,01M214C6Z85CZDH1N1HARPXC77,the stripper pole and person leaning across it,TRUE
01M215D00EJ8890Q6MKXSDZ45S,01M20X14TW6FQW067YRK6RNDKN,26,01M2156K7QTNRYHY4BTF9XK016,doorway and 3 sharp points,TRUE
