roundID,text,playerID
01JFGA4GTMH506VF4KPZFYXD2G,nice chatting to you! you too!,01JFGA0NWRWKSJ3RKMWVYF5FSB
01JFGA6DG35N8YTV23D71AK2Q3,"pelican side profile, big chin pointing up",01JFGA15AQNS2PES3EQRRP5408
01JFGAXKMMZDCRMYWTCXNXT7JD,Cat head one,01JFGASY33Y3P6D9J4GPN0M6Q0
01JFGAXKPPG2XXZPY9PNA9G4SY,"3 triangles, white arrow",01JFGASY33Y3P6D9J4GPN0M6Q0
01JFGB9AJDH2A81NEWXD4N5G9K,"chair on top, rectangle flat base",01JFGB2B59CTSJXJMRCQWE3459
01JFG9M8FXHFPR252CD11YENV8,looks like a whale with a triangle on top,01JFG9JKCBFHFPAFFP1RJW3H2X
01JFGA4GSYR7V4XJ257E3X8671,"three arrows point right, one other arrow pointing down (looks like a dog)",01JFGA0NWRWKSJ3RKMWVYF5FSB
01JFGA6DDFQ33A07JJXWWF9XMC,"Letter E on top, with tail",01JFGA1PKNX0GFZEKMCQM4H943
01JFGB9B3BQK641VR47MGBXE2P,??,01JFGB2B59CTSJXJMRCQWE3459
01JFGB9B3BQK641VR47MGBXE2P,snake head with a triangle base,01JFGA0RP6XQSZFPDJZDZNZHCM
01JFGAFFYFPRRGYNR5MDTT8RK0,hello,01JFGAC3DMMYRBG1A56E5SQ95T
01JFGAFFYFPRRGYNR5MDTT8RK0,"open triangle at the top, negative space",01JFGA5MVC6GPBAZSHJQHEDZ3W
01JFGAXKMSWSPNBHBYQT8HB0FX,left side sign n on right looks like bed or cat head wide,01JFGAQBHR0HECY779RTQ2C4C3
01JFGB9AGSGNR7CVWF3TDC98CC,??,01JFGB2B59CTSJXJMRCQWE3459
01JFGB9AGSGNR7CVWF3TDC98CC,no legs but one head,01JFGA0RP6XQSZFPDJZDZNZHCM
01JFGAFG1N7C13C23GJSAKFMJZ,upside down diamond cut out,01JFGAC3DMMYRBG1A56E5SQ95T
01JFGA4GSKPK4MZ9Y8BTYWNCGV,"One arrow pointing down on the left, overlapping shape (filled in).",01JFG9ZV5JCSCD633QXFWF0TNM
01JFGA4GSKPK4MZ9Y8BTYWNCGV,And one arrow pointing down on the right,01JFG9ZV5JCSCD633QXFWF0TNM
01JFGB9AG73959Q1ZEZ1K5ANN3,"please give your descriptions faster next time, thank you",01JFGB2B59CTSJXJMRCQWE3459
01JFGB9AG73959Q1ZEZ1K5ANN3,"snake head, sitting on upside down boat",01JFGB2B59CTSJXJMRCQWE3459
01JFGA4GT6P1S2RQ8PBAFK9BWT,"arrow pointing left, arrow pointing right",01JFGA0NWRWKSJ3RKMWVYF5FSB
01JFGA6DCNAVCQKJC2AGVRFY7J,"thick P with hat, no tail",01JFGA1PKNX0GFZEKMCQM4H943
01JFGA6DCNAVCQKJC2AGVRFY7J,no letter E,01JFGA1PKNX0GFZEKMCQM4H943
01JFGA8FF9H4BNFS8FB1F7GE5W,A HAT SITTING ON FOUR TRIANGLES,01JFG9Y2GE3VEMM3XYBMT1D85D
01JFGA4GRD2SAZN8QKF5Y8DK5Z,Hello!,01JFG9ZV5JCSCD633QXFWF0TNM
01JFGA4GRD2SAZN8QKF5Y8DK5Z,it is the one with n arrow pointing left at the end and a rectangle on the other end,01JFGA0NWRWKSJ3RKMWVYF5FSB
01JFGB9ACK4PDVQMS72A1XGPWM,"Hello, click the shape that looks like a baby carraige",01JFGB2B59CTSJXJMRCQWE3459
01JFGB9AEBMAD3CW18EE6SZVX5,??,01JFGB2B59CTSJXJMRCQWE3459
01JFGB9AEBMAD3CW18EE6SZVX5,Click the one that has two legs and two heads,01JFGA0RP6XQSZFPDJZDZNZHCM
01JFGB9AQM824C3A7K8ME3YDZ2,"house on top, bottom left square",01JFGB2B59CTSJXJMRCQWE3459
01JFGA4GSJSD1PK40YNZK6QZSM,"On the left is a big square shape, and on the right is two squares merged together",01JFG9ZV5JCSCD633QXFWF0TNM
01JFGA4GT9RE5BBND2RQQEFTVV,"three arrows point down, overlap in shape",01JFGA0NWRWKSJ3RKMWVYF5FSB
01JFG9M8FY5KF8A0CVE1CHM593,flat footed with triangle hat,01JFG9JKCBFHFPAFFP1RJW3H2X
01JFGAXKS26DVX0M2ZFFTBY32C,This is so difficult!  Horse looking one,01JFGASY33Y3P6D9J4GPN0M6Q0
01JFGAXKXGR7TDBMCG3N9D2GCZ,Black arrow,01JFGASY33Y3P6D9J4GPN0M6Q0
01JFGAXKXGR7TDBMCG3N9D2GCZ,took some time to sign though we got it at last :D,01JFGAQBHR0HECY779RTQ2C4C3
01JFGB9ANGEPYVKY4ZZZ0Y20HD,U shape (two heads) and bottom left square,01JFGB2B59CTSJXJMRCQWE3459
01JFGB9B49RTJ7TT16A1TE7S1K,flat base with two lwegs,01JFGA0RP6XQSZFPDJZDZNZHCM
01JFGA6DB6FEYD6HA5V2T9RF3X,dragon with wings and top hat,01JFGA1PKNX0GFZEKMCQM4H943
01JFGAFG0FTE9V14J7NP9P3FDE,two triangles at bottom,01JFGAC3DMMYRBG1A56E5SQ95T
01JFGAXKKT5EGGA9S0G0W6560F,the one has poited on both sides i pointed mark in opposite,01JFGAQBHR0HECY779RTQ2C4C3
01JFGA8FENG91GTHWKFNPMKM76,A shirt with 2 legs on top of an inverted shape,01JFGA15QX4KN1PS5F13JKQ9JZ
01JFGAFG09AHK3A4PP7W464442,rectangle negative space in white,01JFGA5MVC6GPBAZSHJQHEDZ3W
01JFGAXKX3BN661A828YH37RFA,pliers,01JFGAQBHR0HECY779RTQ2C4C3
01JFGB9B21E70J0X6R2NAZVEP6,"U shape (two heads), flat rectangle base",01JFGB2B59CTSJXJMRCQWE3459
01JFGA6DAWDDSRHWTZDGVNJPZG,large E with one leg on one side,01JFGA15AQNS2PES3EQRRP5408
01JFGA6DBGS90X6VDHQX47YED3,very slim P shaped with hat on,01JFGA15AQNS2PES3EQRRP5408
01JFGA6DFD73ZM7E5J1G6KFS82,"mouth open, big chin, no hat",01JFGA1PKNX0GFZEKMCQM4H943
01JFGA6DFD73ZM7E5J1G6KFS82,?,01JFGA1PKNX0GFZEKMCQM4H943
01JFG9M8FMK09VKTVXHXX90QV4,diamond on top,01JFG9JKCBFHFPAFFP1RJW3H2X
01JFG9M8GS7GJW5NSD6Y4X7G0G,whale with upside down triangle,01JFG9DEE4WBNK3M0D0JDNFZ74
01JFGB9ANZ4XWA24S7ASP3Z91J,"chair on top, legs on bottom",01JFGB2B59CTSJXJMRCQWE3459
01JFGB9AYVFYXB1034SR546SK1,"house on top, flat rectangle base",01JFGB2B59CTSJXJMRCQWE3459
01JFGA4GRV6XP6Y0Q3B68ESYF3,Arrow pointing left with an overlap in shape block on the right.,01JFG9ZV5JCSCD633QXFWF0TNM
01JFGA6DD4WJTJ2GAXZ8PCYWYC,Large E with slim bottom,01JFGA15AQNS2PES3EQRRP5408
01JFGB9AMJCJH1TJ30DX4MHBMK,U shape (two heads) with legs,01JFGB2B59CTSJXJMRCQWE3459
01JFGAFFXJ6PVGDED0RW3D8ARA,largest volume of black,01JFGA5MVC6GPBAZSHJQHEDZ3W
01JFGAFFY6TSXDWGN14ZWP50MV,three spikes at bottom,01JFGAC3DMMYRBG1A56E5SQ95T
01JFGAXKM500902N34BF7CNYHH,looks like cat head on 1 side and pointed on other,01JFGAQBHR0HECY779RTQ2C4C3
01JFGB9AV4016Z8EKGEPM043MC,U shape (two heads) on triangle,01JFGB2B59CTSJXJMRCQWE3459
01JFG9M8EKQN7G5VS00PY1ZS2A,hi,01JFG9DEE4WBNK3M0D0JDNFZ74
01JFG9M8EKQN7G5VS00PY1ZS2A,hello,01JFG9JKCBFHFPAFFP1RJW3H2X
01JFG9M8EKQN7G5VS00PY1ZS2A,diamond on the very top,01JFG9JKCBFHFPAFFP1RJW3H2X
01JFG9M8GQJ76P6WNJTGDBB263,"flat top, sharp point top right",01JFG9DEE4WBNK3M0D0JDNFZ74
01JFGA8FF18VVHC1P2ZTWKK7QW,Hello,01JFGA15QX4KN1PS5F13JKQ9JZ
01JFGA8FF18VVHC1P2ZTWKK7QW,the letter M SITTING ON A BED,01JFG9Y2GE3VEMM3XYBMT1D85D
01JFGAFFZZKH2Y623KA5EZ9M7G,single diamond bottom,01JFGA5MVC6GPBAZSHJQHEDZ3W
01JFGAXKTH0C0N9VGDMHGCKKMH,pliers,01JFGAQBHR0HECY779RTQ2C4C3
01JFGA6DAS2ZTS9R3EP0NNMPWE,dragon wearing hat . has tail,01JFGA1PKNX0GFZEKMCQM4H943
01JFGA8FCZN5YC32Q8M7Y5VQQ8,A hat on a triangle on a bed,01JFGA15QX4KN1PS5F13JKQ9JZ
01JFGA8FFYF8H2W5V9CKRQP2XM,THE LETTER ZEE SITTING ON FOUR TRIANGLES,01JFG9Y2GE3VEMM3XYBMT1D85D
01JFGA8FD2D43SJBZRPGH7XJK6,hello do you have some information,01JFG9Y2GE3VEMM3XYBMT1D85D
01JFGA8FD2D43SJBZRPGH7XJK6,A sort of bed underneath with a triangle attached to a funnel,01JFGA15QX4KN1PS5F13JKQ9JZ
01JFGA8FDVNN4XXA8RSD41HK1Z,Hello,01JFGA15QX4KN1PS5F13JKQ9JZ
01JFGA8FDVNN4XXA8RSD41HK1Z,the letter zee on tom of a double triangle on top of a half circle with a window cut out,01JFG9Y2GE3VEMM3XYBMT1D85D
01JFGA6DANNN71RJ92K30652TT,?,01JFGA1PKNX0GFZEKMCQM4H943
01JFGA6DANNN71RJ92K30652TT,looks like the side profile of a bird/pelican with a hat on,01JFGA15AQNS2PES3EQRRP5408
01JFGA6DE924B7RW5HACEP1GF3,"big chin, hat, no letter E",01JFGA1PKNX0GFZEKMCQM4H943
01JFGB9B4K9XHVZGH2YNW67YWZ,"snake, bottom left square",01JFGB2B59CTSJXJMRCQWE3459
01JFGAFG2YA60XA6R3H2VNHETJ,single point bottom diagonal bottom right,01JFGA5MVC6GPBAZSHJQHEDZ3W
