id,avatar,avatarLastChangedAt,bonus,bonusLastChangedAt,clicked,clickedLastChangedAt,ended,endedLastChangedAt,endedInactive,endedInactiveLastChangedAt,exitStepDone,exitStepDoneLastChangedAt,exitSurvey,exitSurveyLastChangedAt,gameID,gameIDLastChangedAt,intro,introLastChangedAt,introDone,introDoneLastChangedAt,lobbyTimerGameID,lobbyTimerGameIDLastChangedAt,lobbyTimerID,lobbyTimerIDLastChangedAt,name,nameLastChangedAt,nameColor,nameColorLastChangedAt,numRoundsInactive,numRoundsInactiveLastChangedAt,participantID,participantIDLastChangedAt,participantIdentifier,participantIdentifierLastChangedAt,partner,partnerLastChangedAt,replayGameReadyCheck,replayGameReadyCheckLastChangedAt,role,roleLastChangedAt,score,scoreLastChangedAt,src,srcLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt,urlParams,urlParamsLastChangedAt
01JH1WVPA97JAS6G142SCBYQKT,,,,,,,no more games,2025-01-08T02:50:26.530460495Z,,,,,,,null,2025-01-08T02:50:26.530460495Z,1,2025-01-08T02:45:55.863041908Z,,,,,,,,,,,,,01JH1WVNJABZSRJ9TBVSMPEWDH,2025-01-08T02:45:51.561161149Z,Bfjfinsns,2025-01-08T02:45:51.561161149Z,,,,,,,,,,,"{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-08T02:45:51.573956967Z,full-comp-within,2025-01-08T02:45:51.573956967Z,"{""participantKey"":""665a2f33fadedd5a395d81a3"",""STUDY_ID"":""677dd54b67871e8c2cf5d948"",""SESSION_ID"":""677de4151e08d92179f621cf""}",2025-01-08T02:45:52.089512492Z
01JH1RP0TTVKVMA7E00DS9BZGD,,,,,,,no more games,2025-01-08T02:26:29.763519647Z,,,,,,,null,2025-01-08T02:26:29.763519647Z,1,2025-01-08T01:32:56.98931351Z,,,,,,,,,,,,,01JH1RP0SFX735N0FTEQ97DVEY,2025-01-08T01:32:51.418519698Z,test1,2025-01-08T01:32:51.418519698Z,,,,,,,,,,,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-08T01:32:51.4267382Z,full-noncomp,2025-01-08T01:32:51.4267382Z,"{""participantKey"":""66706c66421d9d62312ca575"",""STUDY_ID"":""677dd54b67871e8c2cf5d948"",""SESSION_ID"":""0sj599x103dn""}",2025-01-08T01:32:51.446336683Z
01JH1TR8ECRZPYVP7GM68GA1TB,https://api.dicebear.com/8.x/rings/svg?seed=Minu,2025-01-08T02:12:25.966887238Z,1.830000,2025-01-08T02:38:42.234372111Z,/tangrams/193_468.png,2025-01-08T02:38:39.136199352Z,game ended,2025-01-08T02:38:42.266443084Z,false,2025-01-08T02:12:25.966887238Z,true,2025-01-08T02:39:54.358135014Z,"{""age"":""35"",""gender"":""female "",""strategy"":""smart, we could understand our descriptions "",""enjoy"":""yes, he was smart"",""feedback"":"""",""education"":""bachelor""}",2025-01-08T02:39:54.344419508Z,01JH1RNKD1F4YDF136339GBTVG,2025-01-08T02:09:01.90903149Z,2,2025-01-08T02:10:42.287031751Z,true,2025-01-08T02:12:25.751774165Z,01JH1RNKD1F4YDF136339GBTVG,2025-01-08T02:12:25.768716578Z,01JH1TYFH4Q8DJF9S4BKFWW5BA,2025-01-08T02:12:25.768716578Z,Minu,2025-01-08T02:12:25.966887238Z,#444EA1,2025-01-08T02:12:25.966887238Z,0,2025-01-08T02:14:05.708285385Z,01JH1TR7CBAV9G3EVEYKJ4EMGN,2025-01-08T02:09:01.900233423Z,67770e8d281f134a481cd97c,2025-01-08T02:09:01.900233423Z,01JH1TP13P9NGTFRTZAQXW7JAK,2025-01-08T02:12:25.966887238Z,,,matcher,2025-01-08T02:38:28.186340121Z,1.830000,2025-01-08T02:38:42.234372111Z,/avatars/red.png,2025-01-08T02:12:25.966887238Z,"{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-08T02:09:01.90903149Z,full-comp-within,2025-01-08T02:09:01.90903149Z,"{""participantKey"":""67770e8d281f134a481cd97c"",""STUDY_ID"":""677dd54b67871e8c2cf5d948"",""SESSION_ID"":""677dde0d0f4bc6c3c55498d4""}",2025-01-08T02:09:02.355984499Z
01JH1SP0BQPYNPS7YTQ6Q6SF3R,,,,,,,no more games,2025-01-08T02:50:26.530460495Z,,,,,,,null,2025-01-08T02:50:26.530460495Z,2,2025-01-08T01:53:03.364043808Z,,,,,,,,,,,,,01JH1SP02APZTMV52DYR0RA0S1,2025-01-08T01:50:19.51144075Z,675a5e76d3e741af6ce702e3,2025-01-08T01:50:19.51144075Z,,,,,,,,,,,"{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-08T01:50:19.518215566Z,full-comp-within,2025-01-08T01:50:19.518215566Z,"{""participantKey"":""675a5e76d3e741af6ce702e3"",""STUDY_ID"":""677dd54b67871e8c2cf5d948"",""SESSION_ID"":""677dd99a9d34a878c1d61a7b""}",2025-01-08T01:50:19.692893705Z
01JH1TM3K8X9XTZ5NVDMYAFQ7W,,,,,,,no more games,2025-01-08T02:50:26.530460495Z,,,,,,,null,2025-01-08T02:50:26.530460495Z,1,2025-01-08T02:06:47.902161183Z,,,,,,,,,,,,,01JH1TM397BGGPRZ9NE3JNW19N,2025-01-08T02:06:45.864170082Z,601f5a82dc8ed94a9da4461e,2025-01-08T02:06:45.864170082Z,,,,,,,,,,,"{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-08T02:06:45.87316827Z,full-comp-within,2025-01-08T02:06:45.87316827Z,"{""participantKey"":""601f5a82dc8ed94a9da4461e"",""STUDY_ID"":""677dd54b67871e8c2cf5d948"",""SESSION_ID"":""677dd6d7d02ebb2ce8d47fea""}",2025-01-08T02:06:46.048933626Z
01JH1VEPKR55R7V6827PAH8PT2,https://api.dicebear.com/8.x/rings/svg?seed=Repi,2025-01-08T02:25:01.500174531Z,1.770000,2025-01-08T02:50:17.400786502Z,/tangrams/20_306.png,2025-01-08T02:50:14.282383646Z,game ended,2025-01-08T02:50:17.448767166Z,false,2025-01-08T02:25:01.500174531Z,true,2025-01-08T02:52:23.388796498Z,"{""age"":""31"",""gender"":""Non-binary"",""strategy"":""We found a common word or phrase for a shape and stuck to it. We described the shape to real-life objects, or described how they differed from the other shapes."",""enjoy"":""Yes. They seemed friendly and though we weren't perfect, we were able to communicate effectively."",""feedback"":""There was one round where I was unable to click the shape my partner was describing for a few seconds, and it made me anxious that the game broke. Besides that, it was perfect."",""education"":""high-school""}",2025-01-08T02:52:23.382026144Z,01JH1RNKD2HQ69CE1BZAFW44AV,2025-01-08T02:21:17.311161892Z,2,2025-01-08T02:22:34.588807505Z,true,2025-01-08T02:23:01.595669567Z,01JH1RNKD2HQ69CE1BZAFW44AV,2025-01-08T02:23:01.604704392Z,01JH1VHWF1XBV8ENEQX0NSMGXA,2025-01-08T02:23:01.604704392Z,Repi,2025-01-08T02:25:01.500174531Z,#29828D,2025-01-08T02:25:01.500174531Z,0,2025-01-08T02:25:01.500174531Z,01JH1VEPD3FEWTNYT02ARBRZ3T,2025-01-08T02:21:17.304178219Z,665a431140548f7979899bbb,2025-01-08T02:21:17.304178219Z,01JH1VF69VKRXECWJFN6MMJE31,2025-01-08T02:25:01.500174531Z,,,director,2025-01-08T02:50:08.690157623Z,1.770000,2025-01-08T02:50:17.400786502Z,/avatars/blue.png,2025-01-08T02:25:01.500174531Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-08T02:21:17.311161892Z,full-noncomp,2025-01-08T02:21:17.311161892Z,"{""participantKey"":""665a431140548f7979899bbb"",""STUDY_ID"":""677dd54b67871e8c2cf5d948"",""SESSION_ID"":""677de0dd7e8a42737a1d897d""}",2025-01-08T02:21:17.420730562Z
01JH1WAEZM854CNSRP24H6G2ZB,https://api.dicebear.com/8.x/rings/svg?seed=Minu,2025-01-08T02:42:23.56199563Z,1.770000,2025-01-08T03:11:14.42173633Z,/tangrams/270_36.png,2025-01-08T03:11:11.30578858Z,game ended,2025-01-08T03:11:14.466612887Z,false,2025-01-08T02:42:23.56199563Z,true,2025-01-08T03:13:08.316232111Z,"{""age"":""28"",""gender"":""female"",""strategy"":""saying something simple and keeping it quick"",""enjoy"":""yes because they were efficient"",""feedback"":""the page would sometimes not load so my partner and I missed 3 because of it"",""education"":""high-school""}",2025-01-08T03:13:08.322246146Z,01JH1RZ3GH74K3GNA5D14P077Q,2025-01-08T02:36:27.008052475Z,2,2025-01-08T02:40:59.685007099Z,true,2025-01-08T02:42:23.147418484Z,01JH1RZ3GH74K3GNA5D14P077Q,2025-01-08T02:42:23.164439301Z,01JH1WNASR1NVQ77MSHND8G3XD,2025-01-08T02:42:23.164439301Z,Minu,2025-01-08T02:42:23.56199563Z,#444EA1,2025-01-08T02:42:23.56199563Z,0,2025-01-08T03:07:42.141746657Z,01JH1WADZGHNWWPBG2TZQFERV8,2025-01-08T02:36:26.996407201Z,63d86d675509ff61463bddcd,2025-01-08T02:36:26.996407201Z,01JH1W9R4RQVGYZCTNV1WEHEVB,2025-01-08T02:42:23.56199563Z,,,matcher,2025-01-08T03:11:01.380287656Z,1.770000,2025-01-08T03:11:14.42173633Z,/avatars/red.png,2025-01-08T02:42:23.56199563Z,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-08T02:36:27.008052475Z,full-comp-between,2025-01-08T02:36:27.008052475Z,"{""participantKey"":""63d86d675509ff61463bddcd"",""STUDY_ID"":""677dd54b67871e8c2cf5d948"",""SESSION_ID"":""677de41896d3dce903183760""}",2025-01-08T02:36:27.792441753Z
01JH1RZ5T3TMN6YYJAWNQBQKDZ,https://api.dicebear.com/8.x/rings/svg?seed=Minu,2025-01-08T01:43:42.584367039Z,1.890000,2025-01-08T02:01:23.773980146Z,/tangrams/40_112.png,2025-01-08T02:01:20.703386968Z,game ended,2025-01-08T02:01:23.796703492Z,false,2025-01-08T01:43:42.584367039Z,true,2025-01-08T02:02:45.330628599Z,"{""age"":""48"",""gender"":""Male"",""strategy"":""Making up names such as Batman and \""slanty face\"" and \""horse\"" "",""enjoy"":""Yes, I felt like we were on the same page throughout. "",""feedback"":""None. Everything went smooth! "",""education"":""bachelor""}",2025-01-08T02:02:45.323908836Z,01JH1RNKD1F4YDF1363KM31BGV,2025-01-08T01:37:51.432551208Z,2,2025-01-08T01:39:27.946675237Z,true,2025-01-08T01:40:11.373687195Z,01JH1RNKD1F4YDF1363KM31BGV,2025-01-08T01:40:11.388505662Z,01JH1S3EFPS35PR517FKZAW6WD,2025-01-08T01:40:11.388505662Z,Minu,2025-01-08T01:43:42.584367039Z,#444EA1,2025-01-08T01:43:42.584367039Z,0,2025-01-08T01:43:42.584367039Z,01JH1RZ5H611ZVFDN0AXY320QG,2025-01-08T01:37:51.427204005Z,5fdee4d96a36576ca62e4518,2025-01-08T01:37:51.427204005Z,01JH1RYS7YE3EGV2KWJZVF22GA,2025-01-08T01:43:42.584367039Z,,,matcher,2025-01-08T02:01:07.005929899Z,1.890000,2025-01-08T02:01:23.773980146Z,/avatars/red.png,2025-01-08T01:43:42.584367039Z,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-08T01:37:51.432551208Z,full-comp-between,2025-01-08T01:37:51.432551208Z,"{""participantKey"":""5fdee4d96a36576ca62e4518"",""STUDY_ID"":""677dd54b67871e8c2cf5d948"",""SESSION_ID"":""677dd6cf29bd5095e7f84857""}",2025-01-08T01:37:51.581561772Z
01JH1SB32MBHS19YKFXWXDH5Q3,,,,,,,no more games,2025-01-08T02:26:29.763519647Z,,,,,,,null,2025-01-08T02:26:29.763519647Z,2,2025-01-08T01:46:31.309940931Z,,,,,,,,,,,,,01JH1SB19HB0GXS82GT886NN1K,2025-01-08T01:44:21.844451478Z,frank,2025-01-08T01:44:21.844451478Z,,,,,,,,,,,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-08T01:44:21.853066838Z,full-noncomp,2025-01-08T01:44:21.853066838Z,"{""participantKey"":""67751a2fb99aed60c76e7c98"",""STUDY_ID"":""677dd54b67871e8c2cf5d948"",""SESSION_ID"":""677dd8399618fc49a07285f3""}",2025-01-08T01:44:22.254807023Z
01JH1T4PKGTWWG7AQB2YQJVQY6,https://api.dicebear.com/8.x/rings/svg?seed=Repi,2025-01-08T02:26:30.063369585Z,0,2025-01-08T02:26:30.063369585Z,,2025-01-08T02:26:34.634012578Z,game ended,2025-01-08T02:30:47.186312887Z,true,2025-01-08T02:30:47.156400993Z,true,2025-01-08T02:11:25.30222983Z,"{""gamefailed"":""nogame""}",2025-01-08T02:11:25.300761585Z,01JH1RZ3GH74K3GNA5D6GHEBK3,2025-01-08T02:25:01.256741654Z,2,2025-01-08T02:00:09.345849834Z,true,2025-01-08T02:00:46.524852875Z,01JH1RNKD2HQ69CE1BZAFW44AV,2025-01-08T02:00:46.531638702Z,01JH1T94P11ZCCD9GFNQ468388,2025-01-08T02:00:46.531638702Z,Repi,2025-01-08T02:26:30.063369585Z,#29828D,2025-01-08T02:26:30.063369585Z,4,2025-01-08T02:30:47.156400993Z,01JH1T4P8SMXFGS69VG15YHGNF,2025-01-08T01:58:21.040514837Z,6110c73b348fae89ebb223f3,2025-01-08T01:58:21.040514837Z,01JH1VHYRJEJGVYXHNTJ4HRKZ2,2025-01-08T02:26:30.063369585Z,false,2025-01-08T02:25:02.651196617Z,director,2025-01-08T02:29:44.046634925Z,0,2025-01-08T02:26:30.063369585Z,/avatars/blue.png,2025-01-08T02:26:30.063369585Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-08T01:58:21.047081968Z,full-noncomp,2025-01-08T01:58:21.047081968Z,"{""participantKey"":""6110c73b348fae89ebb223f3"",""STUDY_ID"":""677dd54b67871e8c2cf5d948"",""SESSION_ID"":""677ddb995a9f6ede7ffa8192""}",2025-01-08T01:58:21.225733396Z
01JH1VHYRJEJGVYXHNTJ4HRKZ2,https://api.dicebear.com/8.x/rings/svg?seed=Minu,2025-01-08T02:26:30.063369585Z,0,2025-01-08T02:26:30.063369585Z,,2025-01-08T02:26:34.634012578Z,game ended,2025-01-08T02:30:47.186312887Z,true,2025-01-08T02:30:47.156400993Z,true,2025-01-08T02:33:21.464817969Z,"{""age"":""18"",""gender"":""Male"",""strategy"":""I tried describe the object like it was another more familiar one like a letter or if it had a feature in it that cloud be easily described."",""enjoy"":"""",""feedback"":""My partner never talked or never joined so I couldn't play."",""education"":""high-school""}",2025-01-08T02:33:21.467246625Z,01JH1RZ3GH74K3GNA5D6GHEBK3,2025-01-08T02:25:01.256741654Z,2,2025-01-08T02:26:00.039228342Z,true,2025-01-08T02:26:29.757265226Z,01JH1RZ3GH74K3GNA5D6GHEBK3,2025-01-08T02:26:29.773475457Z,01JH1VR7RAE85AXF0A07ZEC92X,2025-01-08T02:26:29.773475457Z,Minu,2025-01-08T02:26:30.063369585Z,#444EA1,2025-01-08T02:26:30.063369585Z,4,2025-01-08T02:30:47.156400993Z,01JH1VHYFB6RSR9ZVH2YN5SPND,2025-01-08T02:23:03.954724909Z,66aa73eed4011801fda8c2ce,2025-01-08T02:23:03.954724909Z,01JH1T4PKGTWWG7AQB2YQJVQY6,2025-01-08T02:26:30.063369585Z,,,matcher,2025-01-08T02:29:44.046634925Z,0,2025-01-08T02:26:30.063369585Z,/avatars/red.png,2025-01-08T02:26:30.063369585Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-08T02:23:03.961125525Z,full-noncomp,2025-01-08T02:23:03.961125525Z,"{""participantKey"":""66aa73eed4011801fda8c2ce"",""STUDY_ID"":""677dd54b67871e8c2cf5d948"",""SESSION_ID"":""677de0db15a23907107e1dbf""}",2025-01-08T02:23:04.175075333Z
01JH1W9R4RQVGYZCTNV1WEHEVB,https://api.dicebear.com/8.x/rings/svg?seed=Repi,2025-01-08T02:42:23.56199563Z,1.770000,2025-01-08T03:11:14.42173633Z,/tangrams/270_36.png,2025-01-08T03:11:11.291264324Z,game ended,2025-01-08T03:11:14.466612887Z,false,2025-01-08T02:42:23.56199563Z,true,2025-01-08T03:14:01.795799418Z,"{""age"":""39"",""gender"":""male"",""strategy"":""I really enjoyed the game. The best strategy was to compare the last look of the image to make it much easier to figure out which image it is."",""enjoy"":""through the begining I enjoyed playing with my partner but towards the end it seems like  they were weren't responding to a few of the rounds."",""feedback"":""no problems encountered  really had fun with this study."",""education"":""high-school""}",2025-01-08T03:14:01.787583969Z,01JH1RZ3GH74K3GNA5D14P077Q,2025-01-08T02:36:03.621674875Z,2,2025-01-08T02:37:43.307866981Z,true,2025-01-08T02:38:15.222268971Z,01JH1RZ3GH74K3GNA5D14P077Q,2025-01-08T02:38:15.23244304Z,01JH1WDRNXP9XQ51NPYD5FVVMR,2025-01-08T02:38:15.23244304Z,Repi,2025-01-08T02:42:23.56199563Z,#29828D,2025-01-08T02:42:23.56199563Z,0,2025-01-08T03:07:42.141746657Z,01JH1W9QS63JMHMF07E41P3MC1,2025-01-08T02:36:03.609007739Z,6466249c27b5e4161f763c32,2025-01-08T02:36:03.609007739Z,01JH1WAEZM854CNSRP24H6G2ZB,2025-01-08T02:42:23.56199563Z,,,director,2025-01-08T03:11:01.380287656Z,1.770000,2025-01-08T03:11:14.42173633Z,/avatars/blue.png,2025-01-08T02:42:23.56199563Z,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-08T02:36:03.621674875Z,full-comp-between,2025-01-08T02:36:03.621674875Z,"{""participantKey"":""6466249c27b5e4161f763c32"",""STUDY_ID"":""677dd54b67871e8c2cf5d948"",""SESSION_ID"":""677de415ffb0f4ebb898c9cb""}",2025-01-08T02:36:03.819776639Z
01JH1RZNMMQS536258RN7V9BJB,,,,,,,game terminated,2025-01-08T03:25:38.01814954Z,,,,,,,01JH1WVPFTJENPSF5FAR9G0SM3,2025-01-08T02:45:53.757758471Z,2,2025-01-08T01:41:17.5821846Z,,,,,,,,,,,,,01JH1RZKJ9X0E789DGESPH8JD7,2025-01-08T01:38:07.636798695Z,677bda1634bbf32a493d071f,2025-01-08T01:38:07.636798695Z,,,,,,,,,,,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-08T01:38:07.644189164Z,full-comp-between,2025-01-08T01:38:07.644189164Z,"{""participantKey"":""677bda1634bbf32a493d071f"",""STUDY_ID"":""677dd54b67871e8c2cf5d948"",""SESSION_ID"":""677dd6c1791809f5e6c19bb8""}",2025-01-08T01:38:09.179255366Z
01JH1S13T5B99B8SX20N6TAYY3,,,,,,,game terminated,2025-01-08T03:25:38.01814954Z,,,true,2025-01-08T01:59:46.153735783Z,"{""gamefailed"":""nogame""}",2025-01-08T01:59:46.087420471Z,01JH1WVPFTJENPSF5FAR9G0SM3,2025-01-08T02:45:53.757758471Z,2,2025-01-08T01:43:50.050429336Z,true,2025-01-08T01:48:10.154201773Z,01JH1RZ3GH74K3GNA5D14P077Q,2025-01-08T01:48:10.161542329Z,01JH1SJ21E9VN97391DZJA4V0K,2025-01-08T01:48:10.161542329Z,,,,,,,01JH1S12SJQJHNP1CA3JPWJPNT,2025-01-08T01:38:54.917253905Z,677bc04f399050fcc91d6ed9,2025-01-08T01:38:54.917253905Z,,,false,2025-01-08T02:45:53.767240554Z,,,,,,,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-08T01:38:54.923860007Z,full-comp-between,2025-01-08T01:38:54.923860007Z,"{""participantKey"":""677bc04f399050fcc91d6ed9"",""STUDY_ID"":""677dd54b67871e8c2cf5d948"",""SESSION_ID"":""677dd6d188c57267a21ae57a""}",2025-01-08T01:38:55.746936918Z
