playerID,prolificID,bonus,exitStepDone,gameID,age,gender,strategy,enjoy,feedback,education
01J1QR94JBKFY9QCEAM1V3YPNP,6644b247f360df5a617df998,NA,TRUE,01J1QREJ14NN3ZAHFH2HQ79BRV,26,male,the study brought me to the exit without letting me play ,,,bachelor
01J1QR98XPXSB0MS7PX3JV694M,667c1131e863ecb7d4f04aed,1.74,TRUE,01J1QNEE1NSP9W3MM8ZJCN4WGY,28,Female,"explaining the shapes on the top of the image, then explaining the bottom. ",yes- was tough at points to see what they were getting at,,bachelor
01J1QR9GV9G66564H70SZH74RX,5dccf99db9d9049777368b3b,1.74,TRUE,01J1QNEE1NSP9W3MM8ZJCN4WGY,34,Female,Describe as quick as i can with little words,"yeah, was easy to understand and funny when they were mentioning the shape looked like lord farquad",nothing,high-school
01J1QPEMGS3V9EVHBVRJ1DBYHV,66829fd32d471e7ca06e92df,NA,TRUE,01J1QREJ14NN3ZAHFH2HQ79BRV,48,Male,Good,"Yes, sharing of ideas",It was interesting,bachelor
01J1QPMNTDV0CTKEAPB8JWY41S,66708c3d9418ec5491c5483e,0,TRUE,01J1QNE39PJ7B8A0REV36W4QSF,38,male,look for the most  oibvious identifier that seperates the chosen image,"no, the game wasnt working maybe?",no responses from partner. unable to select any images ,high-school
01J1QPP5FHS8AKK5B38G9MADE5,614dd1ef0425aaf131393cc9,1.92,TRUE,01J1QNE39Q81W3DCXXJZ95X0QX,33,male,"descirbe shape, think about how you would describe something for when trhe partner described it, notice common themes, and then use each others answers","yes, we smashed it,",,high-school
01J1QS2KRRWD8J83308W83QRTG,6676d23acab73bd29991da02,1.92,TRUE,01J1QNEE1P53GVS68GZ19GDF41,21,Male,We both had certain key words that described certain images. After the first round we both came to an silent agreement that those words would be our key tells on if the image is that or not that,I did enjoy playing with the partner I was assigned because they were committed to getting the challenge completed and was able to create a strategy with them without discussing anything,No problems encountered. Not sure if there was a sound indication that the game started that would have been useful but I didnt hear one ,bachelor
01J1QP8C29WJBEG0WK3V9HD36V,5cf272137e2e1400157f2b3b,1.89,TRUE,01J1QNE12RAT2HV30CJ14B10MV,25,f,be descriptive and ask questions if not clear,"yes, they were cooperative and didn't have a hard time guessing",,bachelor
01J1QPMVRKKFDKYBZRFV04QR0M,5c608e91001e34000145185a,1.77,TRUE,01J1QNE6KNDHKGTDVN9A5ABN3E,49,male,"pick one feature to describe, simplify",yes but bit simple,screen went blank for a couple of minutes in the middle,bachelor
01J1QQEJMEZ4M5BVBKRPP554PM,667360a32ab1f0198dea330a,NA,NA,null,NA,NA,NA,NA,NA,NA
01J1QPAS1AJNDX5MJTBT0JZSV4,6605ad684ded7efc005156ed,1.89,TRUE,01J1QNE12RAT2HV30CJ14B10MV,36,male,,,,master
01J1QSCH3A0KAXTVJH7PVJCCNY,634d7250a9dbe47b2b1d110f,1.92,TRUE,01J1QNEE1P53GVS68GZ19GDF41,38,male,We named each of the symbols - once we agreed what it was the task was easy,I enjoyed it because we did well together - I think we got all or almost all of them right,no problems,master
01J1QPG26V5ZV71W11JWX04KZ5,60fdc9ea6c9109303a1472d0,1.89,TRUE,01J1QNE39PJ7B8A0REVHZR1A7K,46,Female,descriptive the first couple of rounds and then less once we got used to the images.,"Yes, I enjoyed seeing how others described what they saw. ",none,bachelor
01J1QPBWBXZKBYV1CFHHS556JZ,62d59cbebd0c651d0d33ca14,0,NA,01J1QNE39PJ7B8A0REV36W4QSF,NA,NA,NA,NA,NA,NA
01J1QPGXQ7X7C7JMSD79W3YNFN,659c85609b85d977885fb695,1.86,TRUE,01J1QNE12S0A8AFYPZ0YNZWKYZ,32,Female,use the same description over and over. only describe the top and bottom. ,"Yes, they had a similar strategy to mine and it was easy to communicate",,bachelor
01J1QPJFF9F9E10QVENZAWC1HE,5eab231d086d900d8d4c5b55,NA,NA,01J1QREJ14NN3ZAHFH2HQ79BRV,NA,NA,NA,NA,NA,NA
01J1QPNSC53D9Q6PBSNF6FG5N7,6624a7ad3624d4266eb0000f,NA,NA,01J1QREJ14NN3ZAHFH2HQ79BRV,NA,NA,NA,NA,NA,NA
01J1QPPF0KMBQ1HMP6K2TVJMH1,5eadf7371f8db74abecd535f,1.89,TRUE,01J1QNE6KNDHKGTDVN9VP8XKVM,36,female,finding easiest way to describe items,"yes, we seemed to catch on quickly to the way we were hinting at the items",it did say one round was wrong which wasnt,other
01J1QQFQMW0Z9QJMYBHCGRYNKV,6658e59effe9faeb995c00af,NA,NA,null,NA,NA,NA,NA,NA,NA
01J1QR2HT24AKE7JX92ZR1W6VW,5c34f3081cd88200016aa63c,1.86,TRUE,01J1QNEE1QGJVSMNPAJZ8D88KJ,24,Male,Looking for a distinct pattern to separate the images,"Yes, I think was smooth and accurate. We got most of them right.","Sometimes clicking didn't work. Otherwise, worked well!",bachelor
01J1QP70Q80X396GT32EZF7VE8,5ca547affeacc80001349e01,1.83,TRUE,01J1QNE12VV9T74DS9BE310JQ7,23,male,i started by describing usually by shape or detail then I would start using words that they described images as to make it easier for them,Yes. It was easy to learn.,I think the second one was correct but we still got it wrong,other
