roundID,text,playerID,director_msg,chit_chat
01JH1X4330V1XD31Q2421QS4D4,"a gun with a diamond on the right side, it also has two pointer facing down",01JH1WKJ5B3Y9N2DMYFJ8PHE5B,TRUE,FALSE
01JH1WNB3SW9XCNEEQ4EM7BGWH,a hook,01JH1WAEZM854CNSRP24H6G2ZB,TRUE,FALSE
01JH1WNB3K0Z22E59FQJXK8HGQ,a hook at the end,01JH1W9R4RQVGYZCTNV1WEHEVB,TRUE,FALSE
01JH1WNB2GF514M59CRJK09FD8,a hook o nthe end,01JH1WAEZM854CNSRP24H6G2ZB,TRUE,FALSE
01JH1WNB4ZV57T884R3NK65W7R,a star is on the end,01JH1WAEZM854CNSRP24H6G2ZB,TRUE,FALSE
01JH1X436MMZQPT4ZBJN08Q7T3,"a triangle facing down, up is flat",01JH1WKJ5B3Y9N2DMYFJ8PHE5B,TRUE,FALSE
01JH1WNB23YVZR7JC1VHN0QEVA,a white triangle,01JH1WAEZM854CNSRP24H6G2ZB,TRUE,FALSE
01JH1VNHF12X0P5BJ1CZHPKN9C,And a lot of white space at the bottom right,01JH1VEPKR55R7V6827PAH8PT2,TRUE,FALSE
01JH1VNHG68P3X2K85G3E83N74,and the things sticking out the sides,01JH1VEPKR55R7V6827PAH8PT2,TRUE,FALSE
01JH1VNHD1RX58DF35V49JXNPG,are you there,01JH1VF69VKRXECWJFN6MMJE31,TRUE,TRUE
01JH1TYFNGFY54K5RJQKRRBACD,arems wide at the bottom hat on top of triangle head,01JH1TR8ECRZPYVP7GM68GA1TB,TRUE,FALSE
01JH1TYFNGFY54K5RJQKRRBACD,?,01JH1TP13P9NGTFRTZAQXW7JAK,FALSE,FALSE
01JH1TYFNNFHKC474AMYQJ1MFC,arms wide with ears,01JH1TR8ECRZPYVP7GM68GA1TB,TRUE,FALSE
01JH1TYFQ3BZFBKHVQ6G00BYTD,"arms wide, hat on top of triangle",01JH1TR8ECRZPYVP7GM68GA1TB,TRUE,FALSE
01JH1X433CD24TJ71PHYD96HV2,arrow facing down,01JH1WQ89WAW76SBJ8QEW6ARRB,TRUE,FALSE
01JH1VNHERESE6ATBJMG0GHYN6,"Sorry, I don't know which",01JH1VEPKR55R7V6827PAH8PT2,FALSE,FALSE
01JH1VNHERESE6ATBJMG0GHYN6,Is it the person dancing one?,01JH1VEPKR55R7V6827PAH8PT2,FALSE,FALSE
01JH1VNHDFGJ1CNSK4VAV5X906,Arrow pointing down in the middle of the shape,01JH1VEPKR55R7V6827PAH8PT2,TRUE,FALSE
01JH1S9WM9YWGT3A2YERWJ44GW,arrow right,01JH1RZ5T3TMN6YYJAWNQBQKDZ,TRUE,FALSE
01JH1X436566M20XTSF34VYEYD,arrow right topo corner,01JH1WQ89WAW76SBJ8QEW6ARRB,TRUE,FALSE
01JH1TYFMH98ED9GQX5R275A6X,??,01JH1TR8ECRZPYVP7GM68GA1TB,FALSE,FALSE
01JH1X42ZPAZ53MQTT061NDHV2,arrowed head downwards and right direction with no white eyes,01JH1WQ89WAW76SBJ8QEW6ARRB,TRUE,FALSE
01JH1VNHF3XFTA1ZQ0PZWP88T7,at top,01JH1VF69VKRXECWJFN6MMJE31,TRUE,FALSE
01JH1TYFP0BG6E1C566N5EBYMR,??,01JH1TR8ECRZPYVP7GM68GA1TB,FALSE,FALSE
01JH1VNHGGA9R4PAD9GQCHNXYM,at top*,01JH1VF69VKRXECWJFN6MMJE31,TRUE,FALSE
01JH1VNHH3WCP8EMH1NB0XZQGX,avatar oxie,01JH1VF69VKRXECWJFN6MMJE31,TRUE,FALSE
01JH1WNAWKYTSCA3K44MDKBG15,it has a cross on it,01JH1WAEZM854CNSRP24H6G2ZB,FALSE,FALSE
01JH1S9WMQK77RZNPHQHTVJTNJ,"aztek wolf, mouth right",01JH1RZ5T3TMN6YYJAWNQBQKDZ,TRUE,FALSE
01JH1WYDY1KH6HT0AJ0JMKY6D9,hi,01JH1W844PEPXGPH133G5BRWG4,FALSE,FALSE
01JH1VNHE6RY619HSG8122YMWE,backward letter P,01JH1VF69VKRXECWJFN6MMJE31,TRUE,FALSE
01JH1S9WMYAYFZMWA0XG7K6CMV,backwards 3,01JH1RZ5T3TMN6YYJAWNQBQKDZ,TRUE,FALSE
01JH1VNHGV3GNCRRFV5A66PFCP,Backwards P,01JH1VEPKR55R7V6827PAH8PT2,TRUE,FALSE
01JH1X430X8QGFYEBCNQD05D2E,pls describe,01JH1WQ89WAW76SBJ8QEW6ARRB,FALSE,FALSE
01JH1VNHEFKFP8M5CGWPKEFZJC,Backwards P,01JH1VEPKR55R7V6827PAH8PT2,TRUE,FALSE
01JH1X430X8QGFYEBCNQD05D2E,pls be fast,01JH1WQ89WAW76SBJ8QEW6ARRB,FALSE,FALSE
01JH1S9WN9Z6454917ZTP71BJC,batman,01JH1RYS7YE3EGV2KWJZVF22GA,TRUE,FALSE
01JH1S9WKYSQ4NB1RSN7Y7EPD2,batman,01JH1RYS7YE3EGV2KWJZVF22GA,TRUE,FALSE
01JH1S9WN2HGNCSYZCYFBTPAGY,batman,01JH1RYS7YE3EGV2KWJZVF22GA,TRUE,FALSE
01JH1S9WJXMYHFDYEFZXAMYDTV,batman,01JH1RZ5T3TMN6YYJAWNQBQKDZ,TRUE,FALSE
01JH1X436T8505E3YK0MEZHFAJ,hello,01JH1WQ89WAW76SBJ8QEW6ARRB,FALSE,FALSE
01JH1S9WN7W9N7DECW52XZFA2Y,batman,01JH1RZ5T3TMN6YYJAWNQBQKDZ,TRUE,FALSE
01JH1X4379NT7F2NX7WSE0QH6X,time,01JH1WQ89WAW76SBJ8QEW6ARRB,FALSE,FALSE
01JH1S9WN1WTRCZSX6186ETG0N,batman,01JH1RZ5T3TMN6YYJAWNQBQKDZ,TRUE,FALSE
01JH1S9WNCY6Y5TWTEMH0PTH6A,batman,01JH1RYS7YE3EGV2KWJZVF22GA,TRUE,FALSE
01JH1S9WN6EZYECZ1KQHPHBJ8G,batman,01JH1RZ5T3TMN6YYJAWNQBQKDZ,TRUE,FALSE
01JH1S9WMEW2EVMG18DNCESASQ,batman,01JH1RZ5T3TMN6YYJAWNQBQKDZ,TRUE,FALSE
01JH1S9WM0E9RPJ7BETFCC85ZC,batman,01JH1RYS7YE3EGV2KWJZVF22GA,TRUE,FALSE
01JH1S9WNH046CKJS1PJV6KF2D,batman arrow,01JH1RYS7YE3EGV2KWJZVF22GA,TRUE,FALSE
01JH1S9WNMGB9B187W2B5WFNSH,batman horse,01JH1RZ5T3TMN6YYJAWNQBQKDZ,TRUE,FALSE
01JH1S9WNTJTW7HZ85KMQJG030,batman legs,01JH1RYS7YE3EGV2KWJZVF22GA,TRUE,FALSE
01JH1S9WMEW2EVMG18ENBBC4R8,batman on opposite horse,01JH1RZ5T3TMN6YYJAWNQBQKDZ,TRUE,FALSE
01JH1S9WMZM30QJ7Y02WBSHRZ9,batman partly,01JH1RYS7YE3EGV2KWJZVF22GA,TRUE,FALSE
01JH1S9WMGPVYYR6X67C7R4HCY,batman with legs,01JH1RYS7YE3EGV2KWJZVF22GA,TRUE,FALSE
01JH1X43435TW86HZP9JEG2J0F,big arrow down,01JH1WQ89WAW76SBJ8QEW6ARRB,TRUE,FALSE
01JH1X435DYJ7QZQ1ZAWEF9HZM,"big arrow down with diamond by the side, no horns down",01JH1WQ89WAW76SBJ8QEW6ARRB,TRUE,FALSE
01JH1X42ZE3MM5ZBJ4DTB1B1AY,"big arrow down with diamond right side, no horns",01JH1WQ89WAW76SBJ8QEW6ARRB,TRUE,FALSE
01JH1X436T8505E3YK0MEZHFAJ,big arrow facing up with a arrow pointer right corner,01JH1WKJ5B3Y9N2DMYFJ8PHE5B,TRUE,FALSE
01JH1VNHDN76G52FK1SENWVNSW,the 2nd one?,01JH1VF69VKRXECWJFN6MMJE31,FALSE,FALSE
01JH1X4390BQQWN3W6MK7K2PYW,"big arrow facing up, upper looks flat",01JH1WKJ5B3Y9N2DMYFJ8PHE5B,TRUE,FALSE
01JH1X433V5EZW4G0A1BADG8C7,"big arrow, the upper part is flat",01JH1WKJ5B3Y9N2DMYFJ8PHE5B,TRUE,FALSE
01JH1TYFMFV01APXTQ5SNJEAA9,big base,01JH1TR8ECRZPYVP7GM68GA1TB,TRUE,FALSE
01JH1VNHDN76G52FK1SENWVNSW,i don tknow,01JH1VF69VKRXECWJFN6MMJE31,FALSE,FALSE
01JH1X4352HTB150BW6F96ED86,ready,01JH1WQ89WAW76SBJ8QEW6ARRB,FALSE,FALSE
01JH1TYFNTB0TZ2G6JVZDQBCCY,big base with hat,01JH1TR8ECRZPYVP7GM68GA1TB,TRUE,FALSE
01JH1TYFMT4QVMY4HEJ09DY9G8,big base with hat,01JH1TR8ECRZPYVP7GM68GA1TB,TRUE,FALSE
01JH1TYFMV0KVPEZ1018381E8M,"big base, with ears",01JH1TP13P9NGTFRTZAQXW7JAK,TRUE,FALSE
01JH1TYFN0V6A3Y8KY9VJ6YE0W,big body stick below,01JH1TR8ECRZPYVP7GM68GA1TB,TRUE,FALSE
01JH1WYDYXNNYCV6W0ZCVZ5H8X,big tank with a cnanon,01JH1W844PEPXGPH133G5BRWG4,TRUE,FALSE
01JH1TYFNZ4XZHTY7PKAFN69DZ,big top with stick below,01JH1TR8ECRZPYVP7GM68GA1TB,TRUE,FALSE
01JH1WYE4N0V2BEGEXSJM3DDR9,Biggest block (looks like a tank),01JH1W844PEPXGPH133G5BRWG4,TRUE,FALSE
01JH1WYE2YRFQ857Q9EQ219896,Biggest block with a diamond on the left. (looks like the cannon is shooting out the diamond),01JH1W844PEPXGPH133G5BRWG4,TRUE,FALSE
01JH1TYFNMMH6ZM16R8R9E8XKZ,box,01JH1TR8ECRZPYVP7GM68GA1TB,TRUE,FALSE
01JH1TYFMB3BYCH50NHSY2HHCM,box with ears,01JH1TR8ECRZPYVP7GM68GA1TB,TRUE,FALSE
01JH1TYFMXZYQFYDXPMWK8W2N2,please describe,01JH1TR8ECRZPYVP7GM68GA1TB,FALSE,FALSE
01JH1TYFNHKSRG9VZQZW3QYNDN,box with ears,01JH1TR8ECRZPYVP7GM68GA1TB,TRUE,FALSE
01JH1VNHG68P3X2K85G3E83N74,Boxy head and big ears,01JH1VEPKR55R7V6827PAH8PT2,TRUE,FALSE
01JH1TYFKJ6KV85NC3H41MX0Y1,but,01JH1TP13P9NGTFRTZAQXW7JAK,TRUE,FALSE
01JH1WYE2JGNNRH59D8FJ3NYP1,"Cannon and diamond left, Upper H right.",01JH1W844PEPXGPH133G5BRWG4,TRUE,FALSE
01JH1VNHF12X0P5BJ1CZHPKN9C,the one where it looks like they r arching their neck?,01JH1VF69VKRXECWJFN6MMJE31,FALSE,FALSE
01JH1VNHF12X0P5BJ1CZHPKN9C,slouching their neck,01JH1VF69VKRXECWJFN6MMJE31,FALSE,FALSE
01JH1WYE35P3XX6QQ90KMRYYGA,Cannon diamond left. Blockiest one,01JH1W844PEPXGPH133G5BRWG4,TRUE,FALSE
01JH1WYE0S18KW4PNJRA43BNWN,cannon with 3 spikes diamond on the left,01JH1WP8T8D8942KJP7939E0QY,TRUE,FALSE
01JH1VNHETSXEKG2CBSJTTC5DR,Cat in a dress,01JH1VEPKR55R7V6827PAH8PT2,TRUE,FALSE
01JH1S9WM0E9RPJ7BEV3AVDKE5,coat neck piece on the sides like detective,01JH1RYS7YE3EGV2KWJZVF22GA,TRUE,FALSE
01JH1WNB2B2BVXA19JFWCVNZCK,cross at the end,01JH1W9R4RQVGYZCTNV1WEHEVB,TRUE,FALSE
01JH1WYE2T503C8A830PC3VJYN,It's done it again.,01JH1W844PEPXGPH133G5BRWG4,FALSE,FALSE
01JH1WYE2T503C8A830PC3VJYN,Picked the right one.,01JH1W844PEPXGPH133G5BRWG4,FALSE,FALSE
01JH1WNB5N7D06KH0DD1315JS1,cross at the end,01JH1WAEZM854CNSRP24H6G2ZB,TRUE,FALSE
01JH1X4359V6EJRHJWQ4995EE4,ready,01JH1WQ89WAW76SBJ8QEW6ARRB,FALSE,FALSE
01JH1WNB5RVNM35VYSB3VAWX60,cross at the end,01JH1W9R4RQVGYZCTNV1WEHEVB,TRUE,FALSE
01JH1WNB3WK71HV26MGVND1ZDA,cross at the end,01JH1W9R4RQVGYZCTNV1WEHEVB,TRUE,FALSE
01JH1WNB5HP42GJEZN3F55EFFM,cross at the end,01JH1W9R4RQVGYZCTNV1WEHEVB,TRUE,FALSE
01JH1WNB2MEHWB5PZ0Z6J31RM9,cross at the end,01JH1W9R4RQVGYZCTNV1WEHEVB,TRUE,FALSE
01JH1WNB42WVZCXE4DBVCXHZJ8,crown at the end,01JH1W9R4RQVGYZCTNV1WEHEVB,TRUE,FALSE
01JH1WNB2TJV9MW2AA4SG0KBC0,crown at the end,01JH1W9R4RQVGYZCTNV1WEHEVB,TRUE,FALSE
01JH1WNB142ZD368KFJ8C9EB5F,crown at the end,01JH1W9R4RQVGYZCTNV1WEHEVB,TRUE,FALSE
01JH1WNB18SH2EDGF2DKMTGT2E,crown at the end,01JH1W9R4RQVGYZCTNV1WEHEVB,TRUE,FALSE
01JH1TYFMFV01APXTQ5SNJEAA9,ears?,01JH1TP13P9NGTFRTZAQXW7JAK,FALSE,FALSE
01JH1WNB52NMVQ5XJVTY5HACGX,crown at the end,01JH1W9R4RQVGYZCTNV1WEHEVB,TRUE,FALSE
01JH1WNB3GNPGHYCJX0N40B7MK,crown at the end,01JH1W9R4RQVGYZCTNV1WEHEVB,TRUE,FALSE
01JH1VNHEZKMFHS0Y698XDR09Z,dancing,01JH1VF69VKRXECWJFN6MMJE31,TRUE,FALSE
01JH1VNHH2Q4WSW8APKNWZ7RVQ,Dancing cat,01JH1VEPKR55R7V6827PAH8PT2,TRUE,FALSE
01JH1S9WMXKFZRRM06S52C8RZA,detective,01JH1RZ5T3TMN6YYJAWNQBQKDZ,TRUE,FALSE
01JH1S9WN4YGKYBJ747WBHCAJ6,detective full body like a right arrow,01JH1RYS7YE3EGV2KWJZVF22GA,TRUE,FALSE
01JH1S9WN1WTRCZSX60H0XW5PQ,detective head on legs,01JH1RYS7YE3EGV2KWJZVF22GA,TRUE,FALSE
01JH1S9WN0BS2P6KMBEQS47DZ1,detective on horse,01JH1RYS7YE3EGV2KWJZVF22GA,TRUE,FALSE
01JH1X4324MXR0VC6F3Z252TC6,go ahead,01JH1WQ89WAW76SBJ8QEW6ARRB,FALSE,FALSE
01JH1X4324MXR0VC6F3Z252TC6,pls make haste,01JH1WQ89WAW76SBJ8QEW6ARRB,FALSE,FALSE
01JH1S9WMV9539RRWB54EP7T3C,detective slanty head,01JH1RZ5T3TMN6YYJAWNQBQKDZ,TRUE,FALSE
01JH1WYE649TV7Z9FZNM2766EH,diamond both sides,01JH1W844PEPXGPH133G5BRWG4,TRUE,FALSE
01JH1WYE0NV7PP99405Z40EJEP,Diamond both sides.,01JH1W844PEPXGPH133G5BRWG4,TRUE,FALSE
01JH1WYE4R6TPKJYY5ATABMS4M,diamond left cannon (biggest block),01JH1W844PEPXGPH133G5BRWG4,TRUE,FALSE
01JH1WYE529XC99JDZV1Y9XX2G,Diamond left eagle right,01JH1W844PEPXGPH133G5BRWG4,TRUE,FALSE
01JH1WYE5RYMDPD6ZC3VY07PFB,diamond on both sides,01JH1WP8T8D8942KJP7939E0QY,TRUE,FALSE
01JH1WYE47TGZQV2YT8XHC6FVJ,Diamond on both sides.,01JH1W844PEPXGPH133G5BRWG4,TRUE,FALSE
01JH1S9WKZZ4T47EN1KH6XM0A2,detective or no>,01JH1RYS7YE3EGV2KWJZVF22GA,FALSE,FALSE
01JH1WYE44AVM3E8EDNGFEJW42,diamond on left H on right,01JH1WP8T8D8942KJP7939E0QY,TRUE,FALSE
01JH1WYE6090QB2RCVJY07GNMM,diamond on right,01JH1W844PEPXGPH133G5BRWG4,TRUE,FALSE
01JH1WYE4G1BHRVZ6VKKHB9AP0,diamond on the left looks like a dog,01JH1WP8T8D8942KJP7939E0QY,TRUE,FALSE
01JH1X4301NMT619678CZ5SVDZ,diamond right side with no arrow down,01JH1WKJ5B3Y9N2DMYFJ8PHE5B,TRUE,FALSE
01JH1X430X8QGFYEBCNQD05D2E,diamond right side with two arrow facing down,01JH1WKJ5B3Y9N2DMYFJ8PHE5B,TRUE,FALSE
01JH1X432056KBFWBZPZE4D25Z,disfigured human head with white eyes and diamond by the side,01JH1WQ89WAW76SBJ8QEW6ARRB,TRUE,FALSE
01JH1X431H2G59CPQMVJX629JC,"disfigured shape with arrow pointing top-right corner, no arrows down",01JH1WQ89WAW76SBJ8QEW6ARRB,TRUE,FALSE
01JH1X43089BWQXFS315AJKRM7,disfigured shape with two inaccurate white eyes,01JH1WQ89WAW76SBJ8QEW6ARRB,TRUE,FALSE
01JH1TYFP9RB5Y4RTKRHEZG7JF,dog carrying triangle plus rectangle,01JH1TR8ECRZPYVP7GM68GA1TB,TRUE,FALSE
01JH1X4337E3ZHBK99123QMXGF,ready for you,01JH1WQ89WAW76SBJ8QEW6ARRB,FALSE,FALSE
01JH1WYE6CGAC3KNWNDBB3M0BM,e block on right,01JH1WP8T8D8942KJP7939E0QY,TRUE,FALSE
01JH1WYDZ107VDQ27BHANT19KD,E H,01JH1WP8T8D8942KJP7939E0QY,TRUE,FALSE
01JH1WYE5EH3RT1KQ9331AQSJG,E H,01JH1WP8T8D8942KJP7939E0QY,TRUE,FALSE
01JH1WYE214QHPP4KJ0QSRYV66,E H,01JH1W844PEPXGPH133G5BRWG4,TRUE,FALSE
01JH1WYE6090QB2RCVJY07GNMM,E L,01JH1W844PEPXGPH133G5BRWG4,TRUE,FALSE
01JH1WYE5K9KGWHPF7S1GW043Y,E left a dog begging right,01JH1W844PEPXGPH133G5BRWG4,TRUE,FALSE
01JH1WYE193KFGBJQDEH1B402V,E left big block right,01JH1W844PEPXGPH133G5BRWG4,TRUE,FALSE
01JH1WYDYR9T9373BMJ7GB2GXE,E on the left. slim block on the right.,01JH1W844PEPXGPH133G5BRWG4,TRUE,FALSE
01JH1WYE3MM3RR7VQFDYPEMHVD,E with a block on the right,01JH1WP8T8D8942KJP7939E0QY,TRUE,FALSE
01JH1WYDZ490V6PH7JH92GV7T1,E(left) looks like an L with a diamond on the right.,01JH1W844PEPXGPH133G5BRWG4,TRUE,FALSE
01JH1WYE1MHR5KR76HXGPAW2ZQ,Eagle with a diamond on it's left.,01JH1W844PEPXGPH133G5BRWG4,TRUE,FALSE
01JH1WYE10Q4Q1BT5VSN39MFFR,eagle with diamond on the left,01JH1WP8T8D8942KJP7939E0QY,TRUE,FALSE
01JH1WYE0XDS6SRRRJNBZSJ5XW,"eagle, diamond left",01JH1W844PEPXGPH133G5BRWG4,TRUE,FALSE
01JH1S9WN2HGNCSYZCZ6V9ZTNK,ear head on boat,01JH1RZ5T3TMN6YYJAWNQBQKDZ,TRUE,FALSE
01JH1TYFMKPSHM4RGKTM8JTWY4,ears & a linclined ever,01JH1TR8ECRZPYVP7GM68GA1TB,TRUE,FALSE
01JH1X43089BWQXFS315AJKRM7,describe please,01JH1WKJ5B3Y9N2DMYFJ8PHE5B,FALSE,FALSE
01JH1TYFPG4B5MW46QW6JZZRVX,ears and no arms,01JH1TP13P9NGTFRTZAQXW7JAK,TRUE,FALSE
01JH1TYFN10Y2HVA1FH26B1N5M,ears with both arms wide,01JH1TR8ECRZPYVP7GM68GA1TB,TRUE,FALSE
01JH1TYFP75RDPKFSXZRW86Q9R,"ears, thick base",01JH1TP13P9NGTFRTZAQXW7JAK,TRUE,FALSE
01JH1WYE2T503C8A830PC3VJYN,Eb with a diamond on the right,01JH1WP8T8D8942KJP7939E0QY,TRUE,FALSE
01JH1S9WM8Q6TA7SNVRM3C0KRC,fat 3 backwards,01JH1RZ5T3TMN6YYJAWNQBQKDZ,TRUE,FALSE
01JH1TYFP6MDKZA192K1NB8XH4,fat base triangle on top,01JH1TR8ECRZPYVP7GM68GA1TB,TRUE,FALSE
01JH1VNHG0MP2D6A0QJWS0Y4ZH,fat pineapple,01JH1VF69VKRXECWJFN6MMJE31,TRUE,FALSE
01JH1TYFKG3HXT71WBSCZEB0Z8,first left,01JH1TR8ECRZPYVP7GM68GA1TB,TRUE,FALSE
01JH1VNHH134QMCSB6EKGSAVWQ,flapping bird,01JH1VF69VKRXECWJFN6MMJE31,TRUE,FALSE
01JH1VNHGSDKN4H9G93G7NRSGQ,flying house on top resting on a hill with triangles mountains shapped at bottom,01JH1VF69VKRXECWJFN6MMJE31,TRUE,FALSE
01JH1VNHEBJHHZJTKP3KXH71B0,gingabread man,01JH1VF69VKRXECWJFN6MMJE31,TRUE,FALSE
01JH1TYFKT41732MDMP2TK4M6X,please describe,01JH1TR8ECRZPYVP7GM68GA1TB,FALSE,FALSE
01JH1VNHEAT0SDVK85RZD4XRWW,God I hate this one. It's the one that doesn't look like anything,01JH1VEPKR55R7V6827PAH8PT2,TRUE,FALSE
01JH1S9WNK53PA0JSXAN7Z82DJ,"good work, hat on slant body for last",01JH1RYS7YE3EGV2KWJZVF22GA,TRUE,FALSE
01JH1X438WJDCTGYMJMNEHXACJ,gun like on two white eyes and a diamond to right,01JH1WQ89WAW76SBJ8QEW6ARRB,TRUE,FALSE
01JH1X4375WDX664ZZ38AT94E0,"gun like, with a diamond to the right, and big arrow up",01JH1WQ89WAW76SBJ8QEW6ARRB,TRUE,FALSE
01JH1X437SCSEYFYJT37JGWDZW,gun with a diamond right and a triangle facing down,01JH1WKJ5B3Y9N2DMYFJ8PHE5B,TRUE,FALSE
01JH1WYE1560FV9QT4WA96CJ19,"You picked the right one, don't know why it said incorrect.",01JH1W844PEPXGPH133G5BRWG4,FALSE,FALSE
01JH1X437HA2WHHHP6FRYKS3EX,gun with a diamond right and two small arrows,01JH1WQ89WAW76SBJ8QEW6ARRB,TRUE,FALSE
01JH1WYE3Q6WFZT27MW9YHBF24,H canon on the left with 3 spike and diamond,01JH1WP8T8D8942KJP7939E0QY,TRUE,FALSE
01JH1WYE4XNR8AZJQ2JT7FQTKY,H on the right block on the left,01JH1WP8T8D8942KJP7939E0QY,TRUE,FALSE
01JH1X430T7S2VBQY1EY6ZY7C9,pls describe,01JH1WQ89WAW76SBJ8QEW6ARRB,FALSE,FALSE
01JH1WYE57WA4H56EDSPTPMR7E,H on the right canon on the left with a diamond,01JH1WP8T8D8942KJP7939E0QY,TRUE,FALSE
01JH1WYDYKJ2BH8YB3A9970NW5,H on the right with a spiky pattern and diamond on the left,01JH1WP8T8D8942KJP7939E0QY,TRUE,FALSE
01JH1WYE6H9EVECV4BGAJM8QPN,"H upper right, spiky cannon",01JH1W844PEPXGPH133G5BRWG4,TRUE,FALSE
01JH1WYE399Y5NFEAHNQG6VSDM,H with block on the left no diamond,01JH1WP8T8D8942KJP7939E0QY,TRUE,FALSE
01JH1X4379NT7F2NX7WSE0QH6X,half star with a human head,01JH1WKJ5B3Y9N2DMYFJ8PHE5B,TRUE,FALSE
01JH1X438BAE5C3RP6ZRP6BJXA,half star with arrow right corner,01JH1WQ89WAW76SBJ8QEW6ARRB,TRUE,FALSE
01JH1X437XDS1Y07ESNCBMZNGS,ready,01JH1WQ89WAW76SBJ8QEW6ARRB,FALSE,FALSE
01JH1WNB48W3YJ4MZQ5SYB8FK5,has a cross and a triangle,01JH1WAEZM854CNSRP24H6G2ZB,TRUE,FALSE
01JH1X437XDS1Y07ESNCBMZNGS,time,01JH1WQ89WAW76SBJ8QEW6ARRB,FALSE,FALSE
01JH1WNAXSTVCE08STSZHTYRGK,has a cross at the end,01JH1W9R4RQVGYZCTNV1WEHEVB,TRUE,FALSE
01JH1WNAZ1AP8E50351XTBD3D2,has a crown at the end,01JH1W9R4RQVGYZCTNV1WEHEVB,TRUE,FALSE
01JH1WNB3ZYFN5AX3E3MEBNVQJ,has a crown at the end,01JH1W9R4RQVGYZCTNV1WEHEVB,TRUE,FALSE
