playerID,prolificID,bonus,exitStepDone,gameID,age,gender,strategy,enjoy,feedback,education,gamefailed
01JGZ1V3JBNF4CFYVAGS88ZS2E,6743ec96f8db5a6a6c3678bb,1.77,TRUE,01JGZ1JTFPNZ10B2SXBEYNMS9G,25,female,We basically agreed a name for each recurring shape so we could identify them quickly,"Yes, it was fun to learn eachothers communication styles and by the end we knew exactly what the other was talking about",Bit laggy to register selection sometimes,other,NA
01JGZ2DASM89DM6PFRS8AHR6FT,6778cbf3f0597689c7b5cb4a,NA,TRUE,null,NA,NA,NA,NA,NA,NA,nogame
01JGZ2W9M7GB0YZ2R8H203573P,650497398724fb2ddc7f6640,NA,TRUE,null,NA,NA,NA,NA,NA,NA,nogame
01JGZ3TKNDYEW2YBG2WCZDWYAM,6745b881b13cf034c491e1d2,0,TRUE,01JGZ3FW5F9PB6GEQ6P3RC6MSC,32,male,,,,master,NA
01JGZ1MEPC3N8QNYXY4QVTWAC0,66706c66421d9d62312ca575,NA,NA,null,NA,NA,NA,NA,NA,NA,NA
01JGZ1SJWNZE8QE3NNJR20DXCP,662c4ffd0c38df0273bc9e18,1.83,TRUE,01JGZ1J4WMY7MA81TRZB8H2YG3,41,Female,Trying to remember how they described it and use that. Try and find a letter or shape that was identifiable,"Yes, they were creative, I love their use of shrek and devil horns, I never would have thought of that it was great",It was slow to let me click on an image,master,NA
01JGZ204C2S04A0C870XB1VVEX,67768e712c66987268831e3c,0.21,TRUE,01JGZ1J1SAQ65EVEEREPVNZ6VV,53,male,basic description,yes,too much glitch,master,NA
01JGZ21Z3AX6J8A76HN69MCSPH,666362028ebee6f125f05a4d,1.86,TRUE,01JGZ1J6QX7N1Q5REWV6S61X60,30,male,good descriptions ,"yes, they communicate well",,high-school,NA
01JGZ3QHN6V5YVWP5760ADN4JP,5f516a44067fba1b4c562a55,0,TRUE,01JGZ3FW5F9PB6GEQ6P3RC6MSC,39,male ,never got to use a strategy as the game didn't load properly ,well never got to play with them s they were having issues as well and didn't answer me then got stuck in the lobby ,well the game was going by very slowly and wasn't really able to play the game as i was stuck in the lobby and then finally matched someone but they didn't answer and then got  white screen but i would of liked to play it it seemed like a fun game ,other,NA
01JGZ3TKY23CBK2JNRRAK6CSZC,665f165cd6055520ff40fd23,1.65,TRUE,01JGZ1HQ3D5SE9KTKE87QW9STN,42,Female,we repeated the same descriptions once we got the hang of it,"yes, my partner was good, quick and we got a good portion right",a bit of lag occasionally,high-school,NA
01JGZ3JQ7PWEMZ95Q02PRF0MYJ,60c739d1b402ae0d42b37c66,NA,NA,null,NA,NA,NA,NA,NA,NA,NA
01JGZ1W9BPRTX0VHQ6M0RRXYTV,67753321a93762091932b5f3,NA,TRUE,null,NA,NA,NA,NA,NA,NA,nogame
01JGZ1YMZT6ZKKW46PW84XABQR,66fc5b00ef557c37b7da526a,NA,NA,null,NA,NA,NA,NA,NA,NA,NA
01JGZ2JYB9TRX3S5Q203831FG4,67071ef986a2fa82398e47a5,0.42,TRUE,01JGZ1J6QWPAFKR4CPC25F4W67,34,male,"describe legs, hat","yes at first, afterward partners stopped responding",partners disappeared after a few rounds,bachelor,NA
01JGZ2NAE9P9AYJD43E5V1BPDQ,5e328d9f7c47e424bdb304a9,1.47,TRUE,01JGZ1JTFPNZ10B2SXAYHEV9EZ,26,male,"short phrases, repeating them once we got it right.","Yes, it was fun.",It often said we got it wrong when we know we didnt or started being slow and making us wait,other,NA
01JGZ2XF4B39HJDMVYZMWN75NN,677bd69c2ca0c6971370f0e3,NA,TRUE,null,NA,NA,NA,NA,NA,NA,nogame
01JGZ35JFMKR5D7ZCZQRMAXZAB,5f94d506c7bf10332a9084d2,1.83,TRUE,01JGZ1HQ3BXW69RFKVBQ3Y8K4V,22,Male,"Once someone named something in an easy way to memorise, we stuck to that description",Got stale by the end,Server lagged out on several occasions,bachelor,NA
01JGZ1T6D19XK2AZ5BDFSWPBWB,677b3a044229c2e3c5a76d83,NA,NA,01JGZ2J71MT2BKRWNWKHE4RGRR,NA,NA,NA,NA,NA,NA,NA
01JGZ1W1EBA4WB7SW4Y5S9Y373,67520cb48afed9c8797fb15b,0,TRUE,01JGZ1JTFN1FD5A54BCQMJHBNZ,29,female,,It kept saying wrong answers,,bachelor,NA
01JGZ2KCC993JR55HD2PMXH70G,53a18b8ffdf99b79ca51df6e,1.47,TRUE,01JGZ1JTFPNZ10B2SXAYHEV9EZ,46,Female,giving the shapes characteristics,"yes, my player was fun ",it was stressful,high-school,NA
01JGZ1RYJ4KTDP08939A90P03W,6012ed349807110d8eb941a6,1.71,TRUE,01JGZ1J6QWPAFKR4CPC8THA3K7,39,Female,"I tried to find the most obvious shape and where it was located, and then just explained that, because it was the easiest and quickest thing to explain. ",Very much! I think we worked well together and understood each other easily. ,This was a super fun experiment!,bachelor,NA
01JGZ1XCFJYKXHFN9ASGQF1X4A,67790ca679a1c676566a7a15,NA,TRUE,01JGZ2J71MT2BKRWNWKHE4RGRR,NA,NA,NA,NA,NA,NA,nogame
01JGZ346ABTAYG44HB9S1PX67R,66f8d7408fccde0b97494205,0.39,TRUE,01JGZ1HQ3BXW69RFKVC55KXV7B,51,Female,I used shaped words to describe the image and alphabet.,I was enjoying playing the game until my partner quit his/ her.,Slow loading in some rounds,master,NA
