playerID,prolificID,bonus,exitStepDone,gameID,age,gender,strategy,enjoy,feedback,education
01JFE3SEFHADEN49FA2246CZPF,6537c2b444f2307862b41819,1.77,TRUE,01JFE2F62GTGJW6PH1EHSDRF1P,37,female,My partner proposed describing the tops and bottoms with keyboard keys and it worked well. We were able to come up with short-forms eventually for the different shapes.,"Yes, my partner was quick and fun. ",It was interesting!,bachelor
01JFE3AJ3X57NGKG3YYMST8QQD,6754135f298142462bbb0f6f,0,NA,01JFE2F3G88EFKXAZ79VCSWHZ9,NA,NA,NA,NA,NA,NA
01JFE3M1YYNPD3EC5MCFNHH5N4,615d051e2366aeb051acb734,NA,NA,01JFE2F4ZN1B35J4N7NYDFRJ14,NA,NA,NA,NA,NA,NA
01JFE3NBXDEBRTYJCKDR0M1TQ9,6716795c1b7040129a5aa74b,NA,TRUE,01JFE2F4ZN1B35J4N7NYDFRJ14,32,female,,,,master
01JFE3Q250TXRZ60N3MZ1V7QMG,6759a7007b99f8acb3290f71,NA,NA,01JFE2F90KX4R2RTV1NM6TJZMT,NA,NA,NA,NA,NA,NA
01JFE3X72QX4KS9J4QMKQDKHNJ,6762a1453b3bc252b8ea3bb8,NA,TRUE,null,49,MALE,TERIBLE,YES,GAME TIMED OUT,master
01JFE3FFAB5PE6YXERHN9JD7XH,663cca6f32da191e05406d21,NA,NA,01JFE2F62J0Y0NRB64DBCTBMP8,NA,NA,NA,NA,NA,NA
01JFE3HNFDACE5ZDAMKSVBDQB1,660ae2dd889fddc1f5b8d70a,NA,TRUE,01JFE2F4ZN1B35J4N7NYDFRJ14,57,man,I made sturdily to the progress,"Not really, It was not engaging",I am okay with everything,master
01JFE3M5SQY94X7EQTE88EHMM6,654e9cd39c85c318df8606da,NA,NA,01JFE2F4ZN1B35J4N7NYDFRJ14,NA,NA,NA,NA,NA,NA
01JFE3EZF91E45ART8G5YKN5WX,5e2f1e401a4075000d1bee59,NA,NA,01JFE2F62J0Y0NRB64DBCTBMP8,NA,NA,NA,NA,NA,NA
01JFE3F280APMBADCS812BP0SH,672a556afa8f0c44bda988b3,NA,NA,01JFE2F90KX4R2RTV1NM6TJZMT,NA,NA,NA,NA,NA,NA
01JFE3F9YXMQY33D5CSD5TWWVZ,6650c925ca2e8db0be76f4fc,NA,NA,01JFE2F90KX4R2RTV1NM6TJZMT,NA,NA,NA,NA,NA,NA
01JFE3KE12ZZC6TYWQFTEPCD4B,5640c3ff074be600115e9e40,NA,TRUE,01JFE2F4ZN1B35J4N7NYDFRJ14,49,f,Didn't get to play,didn't get to play,It left me waiting for the game to start and then this page just turned up.,master
01JFE3R3FXHKGEJ1VBRPDEXJQ4,65bf988fde82b668f87bc037,1.77,TRUE,01JFE2F62GTGJW6PH1EHSDRF1P,30,Male,We used symbols which made it more easy and accurate to understand.,"Yes, I did. We missed a couple at first, but after that, we correctly guessed the remaining ones. It was really fun.",Thank you for the study. There were no technical problems and the study was very smooth. ,other
